Raport z dzialanosci programu:
Program rozpoczal swe dzialanie 30.12.2019 o godzinie 19:47:23:268.
Program zakonczyl dzialanie o 30.12.2019 o godzinie 19:47:23:287.
Program dzialal przez 0 godzin, 0 minut, 0 sekund, 18 milisekund, 933 mikrosekund.

Wybrano kontener map z biblioteki STL 
jako strukture do przechowywania danych.

W pliku hamlet.txt znaleziono 31952 slow, w tym 4790 roznych slow.

Ponizej znajduje sie wykaz slow uzytych w wczytanym tekscie posortowany alfabetycznie
oraz ilosc wystapien danego slowa w tym pliku:

 ______________________________________________________________________________________ 
|slowa, ktore znajduja sie we wczytanym tekscie|liczba wystapien danego slowa w tekscie|
|mischief______________________________________|1______________________________________|
|miss__________________________________________|1______________________________________|
|mistook_______________________________________|1______________________________________|
|mistress______________________________________|3______________________________________|
|mixture_______________________________________|1______________________________________|
|moan__________________________________________|1______________________________________|
|mobled________________________________________|3______________________________________|
|mock__________________________________________|4______________________________________|
|mockery_______________________________________|1______________________________________|
|model_________________________________________|1______________________________________|
|moderate______________________________________|1______________________________________|
|modesties_____________________________________|1______________________________________|
|modesty_______________________________________|4______________________________________|
|moe___________________________________________|1______________________________________|
|moiety________________________________________|1______________________________________|
|moist_________________________________________|1______________________________________|
|mole__________________________________________|2______________________________________|
|moment________________________________________|2______________________________________|
|monarchs______________________________________|1______________________________________|
|monday________________________________________|1______________________________________|
|money_________________________________________|2______________________________________|
|monster_______________________________________|1______________________________________|
|monsters______________________________________|1______________________________________|
|monstrous_____________________________________|1______________________________________|
|month_________________________________________|4______________________________________|
|months________________________________________|4______________________________________|
|monument______________________________________|1______________________________________|
|mood__________________________________________|1______________________________________|
|moods_________________________________________|1______________________________________|
|moon__________________________________________|5______________________________________|
|moons_________________________________________|1______________________________________|
|moor__________________________________________|1______________________________________|
|mope__________________________________________|1______________________________________|
|more__________________________________________|95_____________________________________|
|moreover______________________________________|1______________________________________|
|morn__________________________________________|3______________________________________|
|morning_______________________________________|5______________________________________|
|morrow________________________________________|1______________________________________|
|mortal________________________________________|5______________________________________|
|mortisd_______________________________________|1______________________________________|
|most__________________________________________|82_____________________________________|
|mote__________________________________________|1______________________________________|
|mother________________________________________|39_____________________________________|
|mothers_______________________________________|7______________________________________|
|motion________________________________________|4______________________________________|
|motive________________________________________|5______________________________________|
|mould_________________________________________|1______________________________________|
|moult_________________________________________|1______________________________________|
|mount_________________________________________|2______________________________________|
|mountain______________________________________|3______________________________________|
|mountains_____________________________________|2______________________________________|
|mountebank____________________________________|1______________________________________|
|mourn_________________________________________|1______________________________________|
|mournd________________________________________|1______________________________________|
|mourning______________________________________|1______________________________________|
|mouse_________________________________________|2______________________________________|
|mousetrap_____________________________________|1______________________________________|
|mouth_________________________________________|6______________________________________|
|mouthd________________________________________|1______________________________________|
|mouths________________________________________|1______________________________________|
|movd__________________________________________|1______________________________________|
|move__________________________________________|6______________________________________|
|moves_________________________________________|2______________________________________|
|moving________________________________________|1______________________________________|
|mows__________________________________________|1______________________________________|
|much__________________________________________|48_____________________________________|
|muddied_______________________________________|1______________________________________|
|muddy_________________________________________|1______________________________________|
|muddymettled__________________________________|1______________________________________|
|multitude_____________________________________|1______________________________________|
|murdring______________________________________|1______________________________________|
|murdrous______________________________________|1______________________________________|
|murther_______________________________________|14_____________________________________|
|murtherd______________________________________|1______________________________________|
|murtherer_____________________________________|3______________________________________|
|music_________________________________________|8______________________________________|
|must__________________________________________|61_____________________________________|
|musty_________________________________________|1______________________________________|
|mute__________________________________________|1______________________________________|
|mutes_________________________________________|2______________________________________|
|mutine________________________________________|1______________________________________|
|mutinies______________________________________|1______________________________________|
|my____________________________________________|520____________________________________|
|myself________________________________________|12_____________________________________|
|mystery_______________________________________|1______________________________________|
|naked_________________________________________|2______________________________________|
|name__________________________________________|11_____________________________________|
|names_________________________________________|1______________________________________|
|napkin________________________________________|1______________________________________|
|narrow________________________________________|1______________________________________|
|nasty_________________________________________|1______________________________________|
|nation________________________________________|3______________________________________|
|nations_______________________________________|1______________________________________|
|native________________________________________|4______________________________________|
|natural_______________________________________|5______________________________________|
|nature________________________________________|27_____________________________________|
|natures_______________________________________|3______________________________________|
|naught________________________________________|2______________________________________|
|nave__________________________________________|1______________________________________|
|nay___________________________________________|26_____________________________________|
|near__________________________________________|11_____________________________________|
|nearer________________________________________|2______________________________________|
|necessaries___________________________________|1______________________________________|
|necessary_____________________________________|2______________________________________|
|necessity_____________________________________|1______________________________________|
|neck__________________________________________|3______________________________________|
|need__________________________________________|4______________________________________|
|needful_______________________________________|1______________________________________|
|needfull______________________________________|1______________________________________|
|needs_________________________________________|7______________________________________|
|neer__________________________________________|3______________________________________|
|neglect_______________________________________|1______________________________________|
|neglected_____________________________________|2______________________________________|
|negligence____________________________________|1______________________________________|
|neighbour_____________________________________|1______________________________________|
|neighbourd____________________________________|1______________________________________|
|neither_______________________________________|10_____________________________________|
|nemean________________________________________|1______________________________________|
|nephew________________________________________|3______________________________________|
|nephews_______________________________________|2______________________________________|
|neptunes______________________________________|2______________________________________|
|nero__________________________________________|1______________________________________|
|nerve_________________________________________|1______________________________________|
|nettles_______________________________________|1______________________________________|
|neutral_______________________________________|1______________________________________|
|never_________________________________________|26_____________________________________|
|new___________________________________________|3______________________________________|
|newborn_______________________________________|1______________________________________|
|newhatchd_____________________________________|1______________________________________|
|newly_________________________________________|1______________________________________|
|news__________________________________________|10_____________________________________|
|next__________________________________________|5______________________________________|
|nickname______________________________________|1______________________________________|
|niggard_______________________________________|1______________________________________|
|night_________________________________________|36_____________________________________|
|nighted_______________________________________|1______________________________________|
|nightgown_____________________________________|1______________________________________|
|nightly_______________________________________|1______________________________________|
|nights________________________________________|4______________________________________|
|nill__________________________________________|1______________________________________|
|nine__________________________________________|3______________________________________|
|niobe_________________________________________|1______________________________________|
|nipping_______________________________________|1______________________________________|
|no____________________________________________|142____________________________________|
|nobility______________________________________|1______________________________________|
|noble_________________________________________|17_____________________________________|
|nobler________________________________________|1______________________________________|
|noblest_______________________________________|1______________________________________|
|nods__________________________________________|1______________________________________|
|noise_________________________________________|10_____________________________________|
|nomination____________________________________|1______________________________________|
|non___________________________________________|1______________________________________|
|nonce_________________________________________|1______________________________________|
|none__________________________________________|13_____________________________________|
|nony__________________________________________|3______________________________________|
|nor___________________________________________|37_____________________________________|
|norman________________________________________|2______________________________________|
|normandy______________________________________|1______________________________________|
|northerly_____________________________________|1______________________________________|
|northnorthwest________________________________|1______________________________________|
|norway________________________________________|13_____________________________________|
|norwegian_____________________________________|1______________________________________|
|nose__________________________________________|2______________________________________|
|not___________________________________________|315____________________________________|
|note__________________________________________|6______________________________________|
|noted_________________________________________|1______________________________________|
|notes_________________________________________|1______________________________________|
|nothing_______________________________________|30_____________________________________|
|nothings______________________________________|1______________________________________|
|now___________________________________________|98_____________________________________|
|nowadays______________________________________|1______________________________________|
|nowhere_______________________________________|1______________________________________|
|noyance_______________________________________|1______________________________________|
|numbers_______________________________________|2______________________________________|
|nunnery_______________________________________|5______________________________________|
|nutshell______________________________________|1______________________________________|
|nymph_________________________________________|1______________________________________|
|o_____________________________________________|124____________________________________|
|oath__________________________________________|2______________________________________|
|oaths_________________________________________|1______________________________________|
|obedience_____________________________________|2______________________________________|
|obey__________________________________________|7______________________________________|
|obeys_________________________________________|1______________________________________|
|object________________________________________|1______________________________________|
|objects_______________________________________|1______________________________________|
|obligation____________________________________|2______________________________________|
|oblivion______________________________________|1______________________________________|
|obscure_______________________________________|1______________________________________|
|obsequies_____________________________________|1______________________________________|
|obsequious____________________________________|1______________________________________|
|observance____________________________________|2______________________________________|
|observant_____________________________________|1______________________________________|
|observation___________________________________|1______________________________________|
|observd_______________________________________|1______________________________________|
|observe_______________________________________|3______________________________________|
|observers_____________________________________|1______________________________________|
|obstinate_____________________________________|1______________________________________|
|occasion______________________________________|4______________________________________|
|occasions_____________________________________|1______________________________________|
|occulted______________________________________|1______________________________________|
|occurrents____________________________________|1______________________________________|
|ocean_________________________________________|1______________________________________|
|odd___________________________________________|2______________________________________|
|odds__________________________________________|3______________________________________|
|oer___________________________________________|14_____________________________________|
|oerbears______________________________________|1______________________________________|
|oercrows______________________________________|1______________________________________|
|oerdoing______________________________________|1______________________________________|
|oergrowth_____________________________________|1______________________________________|
|oerhanging____________________________________|1______________________________________|
|oerhasty______________________________________|1______________________________________|
|oerhear_______________________________________|1______________________________________|
|oerleavens____________________________________|1______________________________________|
|oermastert____________________________________|1______________________________________|
|oerraught_____________________________________|1______________________________________|
|oerreaches____________________________________|1______________________________________|
|oerrule_______________________________________|1______________________________________|
|oersized______________________________________|1______________________________________|
|oerstep_______________________________________|1______________________________________|
|oersways______________________________________|1______________________________________|
|oerteemed_____________________________________|1______________________________________|
|oerthrown_____________________________________|1______________________________________|
|oertook_______________________________________|1______________________________________|
|oertop________________________________________|1______________________________________|
|oerweigh______________________________________|1______________________________________|
|oerwhelm______________________________________|1______________________________________|
|of____________________________________________|675____________________________________|
|off___________________________________________|21_____________________________________|
|offal_________________________________________|1______________________________________|
|offence_______________________________________|9______________________________________|
|offences______________________________________|2______________________________________|
|offend________________________________________|1______________________________________|
|offended______________________________________|3______________________________________|
|offendendo____________________________________|1______________________________________|
|offenders_____________________________________|1______________________________________|
|offends_______________________________________|1______________________________________|
|offer_________________________________________|3______________________________________|
|offerd________________________________________|1______________________________________|
|office________________________________________|1______________________________________|
|officer_______________________________________|3______________________________________|
|officers______________________________________|2______________________________________|
|offices_______________________________________|1______________________________________|
|oft___________________________________________|12_____________________________________|
|often_________________________________________|3______________________________________|
|old___________________________________________|20_____________________________________|
|olympus_______________________________________|1______________________________________|
|omen__________________________________________|1______________________________________|
|ominous_______________________________________|1______________________________________|
|on____________________________________________|128____________________________________|
|once__________________________________________|19_____________________________________|
|one___________________________________________|47_____________________________________|
|ones__________________________________________|2______________________________________|
|only__________________________________________|6______________________________________|
|ont___________________________________________|8______________________________________|
|opd___________________________________________|1______________________________________|
|ope___________________________________________|1______________________________________|
|open__________________________________________|2______________________________________|
|opend_________________________________________|1______________________________________|
|operant_______________________________________|1______________________________________|
|oph___________________________________________|58_____________________________________|
|ophelia_______________________________________|29_____________________________________|
|ophelias______________________________________|1______________________________________|
|opinion_______________________________________|1______________________________________|
|opinions______________________________________|2______________________________________|
|opposd________________________________________|1______________________________________|
|opposed_______________________________________|1______________________________________|
|opposing______________________________________|1______________________________________|
|opposite______________________________________|1______________________________________|
|opposites_____________________________________|1______________________________________|
|opposition____________________________________|2______________________________________|
|oppressd______________________________________|1______________________________________|
|oppression____________________________________|1______________________________________|
|oppressors____________________________________|1______________________________________|
|or____________________________________________|115____________________________________|
|orb___________________________________________|1______________________________________|
|orbed_________________________________________|1______________________________________|
|orchard_______________________________________|2______________________________________|
|order_________________________________________|3______________________________________|
|orderly_______________________________________|1______________________________________|
|ordinant______________________________________|1______________________________________|
|ordnance______________________________________|2______________________________________|
|ore___________________________________________|1______________________________________|
|organ_________________________________________|3______________________________________|
|origin________________________________________|2______________________________________|
|orisons_______________________________________|1______________________________________|
|osr___________________________________________|25_____________________________________|
|osric_________________________________________|7______________________________________|
|ossa__________________________________________|1______________________________________|
|ostentation___________________________________|1______________________________________|
|other_________________________________________|28_____________________________________|
|others________________________________________|6______________________________________|
|otherwise_____________________________________|3______________________________________|
|our___________________________________________|120____________________________________|
|ours__________________________________________|2______________________________________|
|ourself_______________________________________|3______________________________________|
|ourselves_____________________________________|13_____________________________________|
|out___________________________________________|54_____________________________________|
|outbreak______________________________________|1______________________________________|
|outface_______________________________________|1______________________________________|
|outherods_____________________________________|1______________________________________|
|outlive_______________________________________|1______________________________________|
|outlives______________________________________|1______________________________________|
|outrageous____________________________________|1______________________________________|
|outstretchd___________________________________|1______________________________________|
|outward_______________________________________|2______________________________________|
|outwards______________________________________|1______________________________________|
|over__________________________________________|5______________________________________|
|overcame______________________________________|1______________________________________|
|overcome______________________________________|1______________________________________|
|overdone______________________________________|2______________________________________|
|overhappy_____________________________________|1______________________________________|
|overlookd_____________________________________|1______________________________________|
|overpeering___________________________________|1______________________________________|
|overthrown____________________________________|1______________________________________|
|owl___________________________________________|1______________________________________|
|own___________________________________________|39_____________________________________|
|owner_________________________________________|1______________________________________|
|pace__________________________________________|2______________________________________|
|paces_________________________________________|1______________________________________|
|packet________________________________________|1______________________________________|
|packing_______________________________________|1______________________________________|
|paddling______________________________________|1______________________________________|
|paddock_______________________________________|1______________________________________|
|pagan_________________________________________|1______________________________________|
|pah___________________________________________|1______________________________________|
|paid__________________________________________|1______________________________________|
|pain__________________________________________|1______________________________________|
|paint_________________________________________|1______________________________________|
|painted_______________________________________|2______________________________________|
|painting______________________________________|1______________________________________|
|paintings_____________________________________|1______________________________________|
|pair__________________________________________|2______________________________________|
|pajock________________________________________|1______________________________________|
|pale__________________________________________|8______________________________________|
|pales_________________________________________|1______________________________________|
|pall__________________________________________|1______________________________________|
|palm__________________________________________|2______________________________________|
|palmy_________________________________________|1______________________________________|
|palpable______________________________________|1______________________________________|
|panders_______________________________________|1______________________________________|
|pangs_________________________________________|1______________________________________|
|pansies_______________________________________|1______________________________________|
|paper_________________________________________|2______________________________________|
|paradox_______________________________________|1______________________________________|
|paragon_______________________________________|1______________________________________|
|parching______________________________________|1______________________________________|
|parchment_____________________________________|1______________________________________|
|pardon________________________________________|6______________________________________|
|pardond_______________________________________|2______________________________________|
|pardont_______________________________________|1______________________________________|
|paris_________________________________________|1______________________________________|
|parle_________________________________________|1______________________________________|
|parley________________________________________|1______________________________________|
|part__________________________________________|25_____________________________________|
|partial_______________________________________|1______________________________________|
|particular____________________________________|8______________________________________|
|partisan______________________________________|1______________________________________|
|parts_________________________________________|3______________________________________|
|party_________________________________________|1______________________________________|
|pass__________________________________________|6______________________________________|
|passage_______________________________________|3______________________________________|
|passages______________________________________|1______________________________________|
|passes________________________________________|1______________________________________|
|passeth_______________________________________|1______________________________________|
|passing_______________________________________|3______________________________________|
|passion_______________________________________|11_____________________________________|
|passionate____________________________________|2______________________________________|
|passions______________________________________|1______________________________________|
|past__________________________________________|3______________________________________|
|pastime_______________________________________|2______________________________________|
|pastoral______________________________________|1______________________________________|
|pastoralcomical_______________________________|1______________________________________|
|pastors_______________________________________|1______________________________________|
|pat___________________________________________|1______________________________________|
|patch_________________________________________|2______________________________________|
|patches_______________________________________|1______________________________________|
|pate__________________________________________|4______________________________________|
|path__________________________________________|1______________________________________|
|patience______________________________________|5______________________________________|
|patient_______________________________________|3______________________________________|
|patiently_____________________________________|1______________________________________|
|patrick_______________________________________|1______________________________________|
|pause_________________________________________|4______________________________________|
|pay___________________________________________|4______________________________________|
|pays__________________________________________|1______________________________________|
|peace_________________________________________|10_____________________________________|
|peaceparted___________________________________|1______________________________________|
|peak__________________________________________|1______________________________________|
|peal__________________________________________|1______________________________________|
|pearl_________________________________________|1______________________________________|
|peasant_______________________________________|2______________________________________|
|peating_______________________________________|1______________________________________|
|pebbles_______________________________________|1______________________________________|
|peculiar______________________________________|1______________________________________|
|peep__________________________________________|2______________________________________|
|peevish_______________________________________|1______________________________________|
|pelican_______________________________________|1______________________________________|
|pelion________________________________________|1______________________________________|
|pendant_______________________________________|1______________________________________|
|penetrable____________________________________|1______________________________________|
|people________________________________________|1______________________________________|
|perceivd______________________________________|1______________________________________|
|perceive______________________________________|1______________________________________|
|perchance_____________________________________|5______________________________________|
|perdition_____________________________________|1______________________________________|
|perdy_________________________________________|1______________________________________|
|perfect_______________________________________|1______________________________________|
|perfections___________________________________|1______________________________________|
|perform_______________________________________|1______________________________________|
|performance___________________________________|1______________________________________|
|performd______________________________________|2______________________________________|
|perfume_______________________________________|2______________________________________|
|perhaps_______________________________________|5______________________________________|
|perilous______________________________________|1______________________________________|
|periwigpated__________________________________|1______________________________________|
|permanent_____________________________________|1______________________________________|
|pernicious____________________________________|1______________________________________|
|perpend_______________________________________|1______________________________________|
|persever______________________________________|1______________________________________|
|person________________________________________|4______________________________________|
|personae______________________________________|1______________________________________|
|personal______________________________________|1______________________________________|
|persons_______________________________________|1______________________________________|
|persuade______________________________________|1______________________________________|
|perturbed_____________________________________|1______________________________________|
|perusal_______________________________________|1______________________________________|
|peruse________________________________________|1______________________________________|
|pester________________________________________|1______________________________________|
|pestilence____________________________________|1______________________________________|
|pestilent_____________________________________|2______________________________________|
|petar_________________________________________|1______________________________________|
|petition______________________________________|1______________________________________|
|petty_________________________________________|2______________________________________|
|philosophy____________________________________|2______________________________________|
|phoebus_______________________________________|1______________________________________|
|phrase________________________________________|10_____________________________________|
|physic________________________________________|1______________________________________|
|pickaxe_______________________________________|1______________________________________|
|pickaxes______________________________________|1______________________________________|
|pickd_________________________________________|1______________________________________|
|picked________________________________________|1______________________________________|
|pickers_______________________________________|1______________________________________|
|picture_______________________________________|2______________________________________|
|pictures______________________________________|1______________________________________|
|piece_________________________________________|7______________________________________|
|pieces________________________________________|1______________________________________|
|pierce________________________________________|1______________________________________|
|pigeonliverd__________________________________|1______________________________________|
|pile__________________________________________|1______________________________________|
|pinch_________________________________________|1______________________________________|
|pins__________________________________________|1______________________________________|
|pioner________________________________________|1______________________________________|
|pious_________________________________________|3______________________________________|
|pipe__________________________________________|3______________________________________|
|pirate________________________________________|1______________________________________|
|pit___________________________________________|3______________________________________|
|piteous_______________________________________|3______________________________________|
|pith__________________________________________|3______________________________________|
|pitied________________________________________|1______________________________________|
|pitiful_______________________________________|1______________________________________|
|pity__________________________________________|4______________________________________|
|placd_________________________________________|2______________________________________|
|place_________________________________________|9______________________________________|
|placed________________________________________|1______________________________________|
|places________________________________________|1______________________________________|
|plague________________________________________|2______________________________________|
|plain_________________________________________|1______________________________________|
|planets_______________________________________|1______________________________________|
|plastring_____________________________________|1______________________________________|
|platform______________________________________|4______________________________________|
|plausive______________________________________|1______________________________________|
|plautus_______________________________________|1______________________________________|
|play__________________________________________|45_____________________________________|
|playd_________________________________________|3______________________________________|
|player________________________________________|5______________________________________|
|players_______________________________________|23_____________________________________|
|playing_______________________________________|2______________________________________|
|plays_________________________________________|2______________________________________|
|pleasant______________________________________|1______________________________________|
|pleasd________________________________________|2______________________________________|
|please________________________________________|12_____________________________________|
|pleasing______________________________________|1______________________________________|
|pleasure______________________________________|4______________________________________|
|pleasures_____________________________________|2______________________________________|
|pledge________________________________________|1______________________________________|
|plentiful_____________________________________|1______________________________________|
|plot__________________________________________|1______________________________________|
|plots_________________________________________|2______________________________________|
|pluck_________________________________________|3______________________________________|
|plucks________________________________________|2______________________________________|
|plumtree______________________________________|1______________________________________|
|plunge________________________________________|1______________________________________|
|plurisy_______________________________________|1______________________________________|
|ply___________________________________________|1______________________________________|
|pocket________________________________________|1______________________________________|
|pocky_________________________________________|1______________________________________|
|poem__________________________________________|1______________________________________|
|poet__________________________________________|1______________________________________|
|point_________________________________________|6______________________________________|
|points________________________________________|2______________________________________|
|poison________________________________________|6______________________________________|
|poisond_______________________________________|3______________________________________|
|poisoned______________________________________|1______________________________________|
|poisoner______________________________________|2______________________________________|
|poisoning_____________________________________|1______________________________________|
|poisons_______________________________________|1______________________________________|
