Raport z dzialanosci programu:
Program rozpoczal swe dzialanie 30.12.2019 o godzinie 19:50:2:837.
Program zakonczyl dzialanie o 30.12.2019 o godzinie 19:50:2:883.
Program dzialal przez 0 godzin, 0 minut, 0 sekund, 46 milisekund, 395 mikrosekund.

Wybrano kontener map z biblioteki STL 
jako strukture do przechowywania danych.

W pliku pan-tadeusz.txt znaleziono 69053 slow, w tym 18795 roznych slow.

Ponizej znajduje sie wykaz slow uzytych w wczytanym tekscie posortowany alfabetycznie
oraz ilosc wystapien danego slowa w tym pliku:

 ______________________________________________________________________________________ 
|slowa, ktore znajduja sie we wczytanym tekscie|liczba wystapien danego slowa w tekscie|
|litw~~________________________________________|7______________________________________|
|lity__________________________________________|3______________________________________|
|lizdejki______________________________________|1______________________________________|
|li~~cia_______________________________________|4______________________________________|
|li~~ciach_____________________________________|2______________________________________|
|li~~cie_______________________________________|5______________________________________|
|li~~ciem______________________________________|5______________________________________|
|li~~~~________________________________________|4______________________________________|
|li~~~~mi______________________________________|2______________________________________|
|lochach_______________________________________|1______________________________________|
|lodu__________________________________________|2______________________________________|
|lody__________________________________________|1______________________________________|
|lokaj_________________________________________|2______________________________________|
|lokaje________________________________________|1______________________________________|
|lokajstwem____________________________________|1______________________________________|
|lokaj~~w______________________________________|1______________________________________|
|lombardzkim___________________________________|1______________________________________|
|london________________________________________|1______________________________________|
|lontem________________________________________|1______________________________________|
|lord~~w_______________________________________|1______________________________________|
|lornetk~~_____________________________________|1______________________________________|
|los___________________________________________|5______________________________________|
|losach________________________________________|1______________________________________|
|losami________________________________________|1______________________________________|
|losem_________________________________________|1______________________________________|
|losie_________________________________________|3______________________________________|
|losie~~~______________________________________|1______________________________________|
|losu__________________________________________|2______________________________________|
|losy__________________________________________|1______________________________________|
|los~~w________________________________________|3______________________________________|
|lot___________________________________________|1______________________________________|
|lotem_________________________________________|3______________________________________|
|lotu__________________________________________|2______________________________________|
|lot~~w________________________________________|1______________________________________|
|lub___________________________________________|63_____________________________________|
|lubi__________________________________________|6______________________________________|
|lubili________________________________________|1______________________________________|
|lubionego_____________________________________|1______________________________________|
|lubisz________________________________________|3______________________________________|
|lubi~~________________________________________|25_____________________________________|
|lubi~~a_______________________________________|1______________________________________|
|lubi~~am______________________________________|2______________________________________|
|lub~~_________________________________________|1______________________________________|
|lucyper_______________________________________|1______________________________________|
|lucypera______________________________________|1______________________________________|
|lud___________________________________________|20_____________________________________|
|ludem_________________________________________|4______________________________________|
|ludny_________________________________________|1______________________________________|
|ludowi________________________________________|1______________________________________|
|ludu__________________________________________|5______________________________________|
|ludzi_________________________________________|23_____________________________________|
|ludziach______________________________________|3______________________________________|
|ludzie________________________________________|17_____________________________________|
|ludzie~~~_____________________________________|1______________________________________|
|ludziom_______________________________________|4______________________________________|
|ludzki________________________________________|2______________________________________|
|ludzkich______________________________________|2______________________________________|
|ludzkie_______________________________________|4______________________________________|
|ludzkiej______________________________________|1______________________________________|
|ludzko~~ci____________________________________|1______________________________________|
|ludzk~~_______________________________________|2______________________________________|
|lud~~mi_______________________________________|6______________________________________|
|lud~~w________________________________________|1______________________________________|
|lula__________________________________________|1______________________________________|
|lulki_________________________________________|1______________________________________|
|lulk~~________________________________________|1______________________________________|
|luter_________________________________________|1______________________________________|
|lwie__________________________________________|1______________________________________|
|l~~d__________________________________________|1______________________________________|
|l~~dach_______________________________________|1______________________________________|
|l~~ejszy______________________________________|1______________________________________|
|l~~kaj~~c_____________________________________|2______________________________________|
|l~~kam________________________________________|2______________________________________|
|l~~ka~~_______________________________________|2______________________________________|
|l~~kliwa______________________________________|1______________________________________|
|l~~kliwe______________________________________|1______________________________________|
|l~~kliwo~~ci__________________________________|1______________________________________|
|l~~kliwy______________________________________|1______________________________________|
|l~~ni~~cych___________________________________|1______________________________________|
|l~~y~~________________________________________|2______________________________________|
|ma____________________________________________|73_____________________________________|
|maca~~________________________________________|2______________________________________|
|mach__________________________________________|1______________________________________|
|machaj________________________________________|1______________________________________|
|macha~~_______________________________________|1______________________________________|
|machina_______________________________________|2______________________________________|
|machiny_______________________________________|1______________________________________|
|machn~~wszy___________________________________|1______________________________________|
|machn~~~~_____________________________________|6______________________________________|
|mach~~________________________________________|1______________________________________|
|macicy________________________________________|1______________________________________|
|macie_________________________________________|2______________________________________|
|maciej________________________________________|22_____________________________________|
|macieja_______________________________________|5______________________________________|
|maciejem______________________________________|1______________________________________|
|maciejowi_____________________________________|1______________________________________|
|maciejowic~~w_________________________________|1______________________________________|
|macieju_______________________________________|5______________________________________|
|maciej~~w_____________________________________|3______________________________________|
|maciek________________________________________|16_____________________________________|
|maciekr~~zeczka_______________________________|1______________________________________|
|macierzanki___________________________________|1______________________________________|
|macior~~______________________________________|1______________________________________|
|mackiewicz____________________________________|1______________________________________|
|macul~~_______________________________________|1______________________________________|
|maczaj~~c_____________________________________|1______________________________________|
|maczudze______________________________________|1______________________________________|
|maczugi_______________________________________|2______________________________________|
|maczug~~______________________________________|3______________________________________|
|magdalena_____________________________________|1______________________________________|
|magnat________________________________________|1______________________________________|
|magnatowi_____________________________________|1______________________________________|
|magnaty_______________________________________|1______________________________________|
|magnat~~w_____________________________________|1______________________________________|
|mahometa______________________________________|2______________________________________|
|mahonie_______________________________________|1______________________________________|
|maja__________________________________________|3______________________________________|
|major_________________________________________|25_____________________________________|
|majora________________________________________|5______________________________________|
|majorowi______________________________________|2______________________________________|
|majorskie_____________________________________|2______________________________________|
|majorze_______________________________________|6______________________________________|
|majowe________________________________________|2______________________________________|
|majowej_______________________________________|1______________________________________|
|majowych______________________________________|1______________________________________|
|majstrem______________________________________|1______________________________________|
|majstrowie____________________________________|1______________________________________|
|maj~~_________________________________________|15_____________________________________|
|maj~~c________________________________________|7______________________________________|
|maj~~ca_______________________________________|1______________________________________|
|maj~~tek______________________________________|6______________________________________|
|maj~~tkowym___________________________________|1______________________________________|
|maj~~tni______________________________________|1______________________________________|
|maj~~tniejszych_______________________________|1______________________________________|
|mak___________________________________________|2______________________________________|
|makowego______________________________________|1______________________________________|
|maku__________________________________________|1______________________________________|
|mak~~w________________________________________|1______________________________________|
|malagi________________________________________|1______________________________________|
|malarskie_____________________________________|1______________________________________|
|malarskiego___________________________________|1______________________________________|
|malarstwa_____________________________________|1______________________________________|
|malarstwa~~___________________________________|1______________________________________|
|malarstwie____________________________________|2______________________________________|
|malarz________________________________________|2______________________________________|
|malarz~~w_____________________________________|2______________________________________|
|maleski_______________________________________|1______________________________________|
|male~~ka______________________________________|2______________________________________|
|male~~ki______________________________________|1______________________________________|
|male~~kie_____________________________________|1______________________________________|
|male~~kim_____________________________________|1______________________________________|
|male~~k~~_____________________________________|2______________________________________|
|mali__________________________________________|1______________________________________|
|malin_________________________________________|1______________________________________|
|malowana______________________________________|1______________________________________|
|malowane______________________________________|2______________________________________|
|malowania_____________________________________|1______________________________________|
|malowanych____________________________________|1______________________________________|
|malowan~~_____________________________________|1______________________________________|
|malowa~~______________________________________|2______________________________________|
|malownicza____________________________________|2______________________________________|
|maluczk~~_____________________________________|1______________________________________|
|maluje________________________________________|1______________________________________|
|malujesz______________________________________|1______________________________________|
|maluj~~ca_____________________________________|1______________________________________|
|mam___________________________________________|39_____________________________________|
|mami__________________________________________|2______________________________________|
|mamki_________________________________________|1______________________________________|
|mamy__________________________________________|10_____________________________________|
|mam~~_________________________________________|2______________________________________|
|mam~~e________________________________________|1______________________________________|
|manele________________________________________|1______________________________________|
|manewrem______________________________________|1______________________________________|
|manijery______________________________________|1______________________________________|
|manlijusza____________________________________|1______________________________________|
|marchewka_____________________________________|1______________________________________|
|marchwi_______________________________________|1______________________________________|
|marcie________________________________________|1______________________________________|
|marengo_______________________________________|1______________________________________|
|maria_________________________________________|1______________________________________|
|mariasza______________________________________|3______________________________________|
|maria~~_______________________________________|1______________________________________|
|markietank~~~~________________________________|1______________________________________|
|marki~~_______________________________________|1______________________________________|
|marki~~a______________________________________|2______________________________________|
|markotno______________________________________|1______________________________________|
|marmurow~~____________________________________|1______________________________________|
|marna_________________________________________|2______________________________________|
|maro__________________________________________|2______________________________________|
|mars__________________________________________|1______________________________________|
|marsa_________________________________________|2______________________________________|
|marsowych_____________________________________|1______________________________________|
|marsz_________________________________________|2______________________________________|
|marsza~~ek____________________________________|5______________________________________|
|marsza~~ka____________________________________|3______________________________________|
|marsza~~kiem__________________________________|3______________________________________|
|marsza~~kostwa________________________________|1______________________________________|
|marsza~~kowski________________________________|1______________________________________|
|marsza~~kowsk~~_______________________________|1______________________________________|
|marszczy~~____________________________________|2______________________________________|
|marszem_______________________________________|1______________________________________|
|marszu________________________________________|4______________________________________|
|marta_________________________________________|1______________________________________|
|martwe________________________________________|2______________________________________|
|martwy________________________________________|1______________________________________|
|martwych______________________________________|1______________________________________|
|martw~~_______________________________________|1______________________________________|
|marty_________________________________________|1______________________________________|
|marucha_______________________________________|1______________________________________|
|maruda________________________________________|1______________________________________|
|marudzi_______________________________________|1______________________________________|
|mary__________________________________________|2______________________________________|
|maryja________________________________________|1______________________________________|
|maryj~~_______________________________________|1______________________________________|
|marymonckiej__________________________________|1______________________________________|
|maryny________________________________________|1______________________________________|
|marzeniami____________________________________|1______________________________________|
|marzenie______________________________________|1______________________________________|
|marze~~_______________________________________|2______________________________________|
|marzy_________________________________________|2______________________________________|
|marzy~~_______________________________________|4______________________________________|
|marz~~c_______________________________________|1______________________________________|
|mar~~_________________________________________|1______________________________________|
|masz__________________________________________|14_____________________________________|
|maszkarada____________________________________|1______________________________________|
|masztu________________________________________|1______________________________________|
|maszty________________________________________|1______________________________________|
|masz~~~_______________________________________|1______________________________________|
|mas~~a________________________________________|2______________________________________|
|matce_________________________________________|1______________________________________|
|matecznik_____________________________________|1______________________________________|
|matecznika____________________________________|2______________________________________|
|mateczniki____________________________________|1______________________________________|
|mateczniku____________________________________|1______________________________________|
|matek_________________________________________|1______________________________________|
|materia~~ami__________________________________|1______________________________________|
|materia~~y____________________________________|1______________________________________|
|materi~~______________________________________|1______________________________________|
|materyjaln~~__________________________________|1______________________________________|
|matka_________________________________________|4______________________________________|
|matki_________________________________________|4______________________________________|
|matko_________________________________________|1______________________________________|
|matrony_______________________________________|1______________________________________|
|matula________________________________________|1______________________________________|
|matyjasz______________________________________|1______________________________________|
|matyjasza_____________________________________|1______________________________________|
|mawiali_______________________________________|1______________________________________|
|mawia~~_______________________________________|4______________________________________|
|mazowieckie___________________________________|1______________________________________|
|mazura________________________________________|1______________________________________|
|mazurek_______________________________________|1______________________________________|
|mazurka_______________________________________|6______________________________________|
|mazurki_______________________________________|1______________________________________|
|mazursk~~_____________________________________|1______________________________________|
|mazury________________________________________|1______________________________________|
|mazury~~______________________________________|1______________________________________|
|mazurzysta____________________________________|1______________________________________|
|mazurzysta~~__________________________________|1______________________________________|
|mazur~~w______________________________________|1______________________________________|
|ma~~a_________________________________________|3______________________________________|
|ma~~achowski__________________________________|2______________________________________|
|ma~~e_________________________________________|9______________________________________|
|ma~~ego_______________________________________|3______________________________________|
|ma~~emu_______________________________________|1______________________________________|
|ma~~ka________________________________________|14_____________________________________|
|ma~~kami______________________________________|2______________________________________|
|ma~~ki________________________________________|1______________________________________|
|ma~~kiem______________________________________|3______________________________________|
|ma~~kowi______________________________________|1______________________________________|
|ma~~ku________________________________________|4______________________________________|
|ma~~o_________________________________________|8______________________________________|
|ma~~powanie___________________________________|1______________________________________|
|ma~~p~~_______________________________________|1______________________________________|
|ma~~y_________________________________________|11_____________________________________|
|ma~~ych_______________________________________|3______________________________________|
|ma~~ym________________________________________|2______________________________________|
|ma~~~~________________________________________|10_____________________________________|
|ma~~~~e~~skie_________________________________|1______________________________________|
|ma~~~~e~~stwa_________________________________|2______________________________________|
|ma~~~~e~~stwem________________________________|1______________________________________|
|ma~~~~e~~stwo_________________________________|1______________________________________|
|ma~~~~onek____________________________________|2______________________________________|
|ma~~~~onka____________________________________|2______________________________________|
|ma~~~~onkiem__________________________________|2______________________________________|
|ma~~~~onkowie_________________________________|1______________________________________|
|ma~~~~onk~~w__________________________________|2______________________________________|
|mchami________________________________________|1______________________________________|
|mchem_________________________________________|2______________________________________|
|mchu__________________________________________|3______________________________________|
|mchy__________________________________________|1______________________________________|
|mdla~~a_______________________________________|1______________________________________|
|mdleje________________________________________|1______________________________________|
|md~~o~~ci_____________________________________|1______________________________________|
|me____________________________________________|16_____________________________________|
|mech__________________________________________|1______________________________________|
|mecie_________________________________________|1______________________________________|
|medal_________________________________________|1______________________________________|
|medal~~w______________________________________|2______________________________________|
|meduzy________________________________________|1______________________________________|
|mego__________________________________________|10_____________________________________|
|mego~~~~~_____________________________________|1______________________________________|
|mej___________________________________________|12_____________________________________|
|mejenem_______________________________________|1______________________________________|
|melodyj~~_____________________________________|2______________________________________|
|memi__________________________________________|1______________________________________|
|memu__________________________________________|1______________________________________|
|menada________________________________________|1______________________________________|
|mendoga_______________________________________|1______________________________________|
|merytorycznym_________________________________|1______________________________________|
|mesyjasza~~~__________________________________|1______________________________________|
|metryk~~______________________________________|1______________________________________|
|mety__________________________________________|3______________________________________|
|mgle__________________________________________|2______________________________________|
|mglisty_______________________________________|1______________________________________|
|mglistym______________________________________|1______________________________________|
|mgnieniu______________________________________|2______________________________________|
|mg~~a_________________________________________|3______________________________________|
|mg~~y_________________________________________|2______________________________________|
|mg~~~~________________________________________|4______________________________________|
|mi____________________________________________|84_____________________________________|
|miano_________________________________________|2______________________________________|
|mianowa~~_____________________________________|1______________________________________|
|mianowicie____________________________________|3______________________________________|
|mianuj~~______________________________________|1______________________________________|
|miarkowa~~____________________________________|1______________________________________|
|miar~~________________________________________|1______________________________________|
|miast_________________________________________|1______________________________________|
|miasta________________________________________|8______________________________________|
|miasteczka____________________________________|1______________________________________|
|miasto________________________________________|4______________________________________|
|miawszy_______________________________________|1______________________________________|
|mia~~_________________________________________|84_____________________________________|
|mia~~a________________________________________|21_____________________________________|
|mia~~aby______________________________________|1______________________________________|
|mia~~am_______________________________________|3______________________________________|
|mia~~em_______________________________________|17_____________________________________|
|mia~~o________________________________________|4______________________________________|
|mia~~y________________________________________|2______________________________________|
|mia~~y~~by____________________________________|1______________________________________|
|micha~~_______________________________________|2______________________________________|
|mickiewicz____________________________________|5______________________________________|
|mickiewicza___________________________________|1______________________________________|
|mickiewicze___________________________________|1______________________________________|
|mickiewiczem__________________________________|2______________________________________|
|mickiewicz~~w_________________________________|1______________________________________|
|miechu________________________________________|2______________________________________|
|miechy________________________________________|1______________________________________|
|miecz_________________________________________|9______________________________________|
|miecza________________________________________|2______________________________________|
|miecze________________________________________|3______________________________________|
|mieczem_______________________________________|4______________________________________|
|mieczy________________________________________|1______________________________________|
|miec~~c_______________________________________|1______________________________________|
|miedz_________________________________________|1______________________________________|
|miedzy________________________________________|2______________________________________|
|miedz~~_______________________________________|5______________________________________|
|mied~~________________________________________|1______________________________________|
|miejcie_______________________________________|2______________________________________|
|miejsc________________________________________|2______________________________________|
|miejsca_______________________________________|14_____________________________________|
|miejscach_____________________________________|2______________________________________|
|miejsce_______________________________________|18_____________________________________|
|miejscu_______________________________________|13_____________________________________|
|miejscu~~_____________________________________|1______________________________________|
|miejski_______________________________________|1______________________________________|
|miejskich_____________________________________|1______________________________________|
|mieli_________________________________________|8______________________________________|
|mieli~~my_____________________________________|2______________________________________|
|mieni_________________________________________|2______________________________________|
|miernym_______________________________________|1______________________________________|
|mierzejewscy__________________________________|1______________________________________|
|mierzy________________________________________|5______________________________________|
|mierzy~~______________________________________|4______________________________________|
|mierzy~~~~~___________________________________|1______________________________________|
|mierz~~_______________________________________|1______________________________________|
|miesi~~ca_____________________________________|5______________________________________|
|miesi~~czna___________________________________|1______________________________________|
|miesi~~czne___________________________________|1______________________________________|
|miesi~~cznego_________________________________|1______________________________________|
|miesi~~czny___________________________________|2______________________________________|
|miesza________________________________________|1______________________________________|
|mieszaj~~_____________________________________|1______________________________________|
|mieszaj~~c____________________________________|1______________________________________|
|mieszaniny____________________________________|1______________________________________|
|miesza~~______________________________________|5______________________________________|
|miesza~~y_____________________________________|1______________________________________|
|miesza~~~~____________________________________|1______________________________________|
|mieszczan_____________________________________|2______________________________________|
|mieszczanie___________________________________|1______________________________________|
|mieszczanin___________________________________|1______________________________________|
|mieszka_______________________________________|7______________________________________|
|mieszkaj~~____________________________________|1______________________________________|
|mieszkaj~~c___________________________________|1______________________________________|
|mieszkali_____________________________________|1______________________________________|
|mieszkalny____________________________________|1______________________________________|
|mieszkanie____________________________________|2______________________________________|
|mieszkaniu____________________________________|1______________________________________|
|mieszkasz_____________________________________|1______________________________________|
|mieszka~~_____________________________________|9______________________________________|
|mieszka~~a____________________________________|3______________________________________|
|mieszka~~am___________________________________|1______________________________________|
|mieszki_______________________________________|1______________________________________|
|mietlicy______________________________________|1______________________________________|
|miewa_________________________________________|1______________________________________|
|miewali_______________________________________|1______________________________________|
|miewa~~_______________________________________|1______________________________________|
|mie~~_________________________________________|7______________________________________|
|mie~~ci_______________________________________|2______________________________________|
|mie~~cie______________________________________|9______________________________________|
|miga__________________________________________|1______________________________________|
|migaj~~_______________________________________|1______________________________________|
|migaj~~ce_____________________________________|3______________________________________|
|migda~~y______________________________________|1______________________________________|
|mignie________________________________________|1______________________________________|
|mign~~~~______________________________________|4______________________________________|
|mign~~~~a_____________________________________|4______________________________________|
|migoce________________________________________|1______________________________________|
|migota~~______________________________________|1______________________________________|
|mijaj~~c______________________________________|1______________________________________|
|milcza~~______________________________________|12_____________________________________|
|milcza~~a_____________________________________|2______________________________________|
|milcza~~em____________________________________|1______________________________________|
|milcza~~o_____________________________________|1______________________________________|
|milczeli______________________________________|1______________________________________|
|milczenia_____________________________________|6______________________________________|
|milczenie_____________________________________|9______________________________________|
|milczeniu_____________________________________|7______________________________________|
|milcze~~______________________________________|4______________________________________|
|milczkiem_____________________________________|10_____________________________________|
|milczy________________________________________|4______________________________________|
|milczysz______________________________________|1______________________________________|
|milcz~~_______________________________________|2______________________________________|
|milcz~~c______________________________________|3______________________________________|
|milcz~~ce_____________________________________|3______________________________________|
|milcz~~cej____________________________________|1______________________________________|
|milcz~~cy_____________________________________|1______________________________________|
|mile__________________________________________|2______________________________________|
|milej_________________________________________|1______________________________________|
|milijon_______________________________________|3______________________________________|
|milijon~~w____________________________________|1______________________________________|
|militem_______________________________________|1______________________________________|
|mil~~_________________________________________|1______________________________________|
|mimo__________________________________________|7______________________________________|
|mimojazdem____________________________________|1______________________________________|
|mimowolnie____________________________________|4______________________________________|
|mina__________________________________________|3______________________________________|
|mindowy_______________________________________|1______________________________________|
|minie_________________________________________|1______________________________________|
|ministry______________________________________|1______________________________________|
|mink~~________________________________________|1______________________________________|
|minut_________________________________________|3______________________________________|
|miny__________________________________________|5______________________________________|
|min~~_________________________________________|3______________________________________|
|min~~~~_______________________________________|1______________________________________|
|min~~~~o______________________________________|1______________________________________|
|min~~~~y______________________________________|1______________________________________|
|miodek________________________________________|1______________________________________|
|miodem________________________________________|1______________________________________|
|miodowego_____________________________________|1______________________________________|
|miodu_________________________________________|6______________________________________|
|miota_________________________________________|4______________________________________|
|miota~~_______________________________________|1______________________________________|
|miota~~~~~____________________________________|1______________________________________|
|miot~~y_______________________________________|1______________________________________|
|mirski________________________________________|1______________________________________|
|misie_________________________________________|1______________________________________|
|mistrz________________________________________|10_____________________________________|
|mistrza_______________________________________|2______________________________________|
|mistrz~~w_____________________________________|1______________________________________|
|mis~~_________________________________________|1______________________________________|
|mitra_________________________________________|1______________________________________|
|mitry_________________________________________|1______________________________________|
|mitr~~________________________________________|1______________________________________|
|mizernych_____________________________________|1______________________________________|
|mi~~__________________________________________|14_____________________________________|
|mi~~a_________________________________________|3______________________________________|
|mi~~d_________________________________________|4______________________________________|
|mi~~dzy_______________________________________|58_____________________________________|
|mi~~e_________________________________________|2______________________________________|
|mi~~ej________________________________________|1______________________________________|
|mi~~kkim______________________________________|2______________________________________|
|mi~~kkimi_____________________________________|1______________________________________|
|mi~~kk~~______________________________________|1______________________________________|
|mi~~o_________________________________________|1______________________________________|
|mi~~ostki_____________________________________|1______________________________________|
|mi~~o~~ci_____________________________________|9______________________________________|
|mi~~o~~ne_____________________________________|1______________________________________|
|mi~~o~~nik____________________________________|3______________________________________|
|mi~~o~~n~~____________________________________|1______________________________________|
|mi~~o~~~~_____________________________________|10_____________________________________|
|mi~~o~~~~~~___________________________________|1______________________________________|
|mi~~s_________________________________________|1______________________________________|
|mi~~sem_______________________________________|1______________________________________|
|mi~~siwa______________________________________|1______________________________________|
|mi~~skie______________________________________|1______________________________________|
|mi~~skim______________________________________|1______________________________________|
|mi~~ty________________________________________|1______________________________________|
|mi~~y_________________________________________|7______________________________________|
|mi~~ych_______________________________________|2______________________________________|
|mi~~ym________________________________________|1______________________________________|
|mi~~~~________________________________________|4______________________________________|
|mknie_________________________________________|1______________________________________|
|mleczarnie____________________________________|1______________________________________|
|mleczne_______________________________________|1______________________________________|
|mlecznym______________________________________|1______________________________________|
|mleka_________________________________________|1______________________________________|
