Raport z dzialanosci programu:
Program rozpoczal swe dzialanie 26.12.2019 o godzinie 15:39:30:815.
Program zakonczyl dzialanie o 26.12.2019 o godzinie 15:39:30:835.
Program dzialal przez 0 godzin, 0 minut, 0 sekund, 20 milisekund.

Wybrano kontener map z biblioteki STL 
jako strukture do przechowywania danych.

W pliku de-bello-gallico.txt znaleziono 20512 slow, w tym  5673 roznych slow.

Ponizej znajduje sie wykaz slow uzytych w wczytanym tekscie oraz ilosc wystapien danego slowa w tym pliku:

 ______________________________________________________________________________________ 
|slowa, ktore znajduja sie we wczytanym tekscie|liczba wystapien danego slowa w tekscie|
|divisa________________________________________|2______________________________________|
|dixeram_______________________________________|1______________________________________|
|dixeramus_____________________________________|2______________________________________|
|dixerat_______________________________________|2______________________________________|
|dixerit_______________________________________|1______________________________________|
|dixerunt______________________________________|6______________________________________|
|diximus_______________________________________|5______________________________________|
|dixissent_____________________________________|1______________________________________|
|dixisset______________________________________|1______________________________________|
|dixit_________________________________________|5______________________________________|
|docebat_______________________________________|2______________________________________|
|docent________________________________________|1______________________________________|
|doceri________________________________________|1______________________________________|
|docet_________________________________________|2______________________________________|
|doleant_______________________________________|1______________________________________|
|dolebant______________________________________|1______________________________________|
|dolo__________________________________________|1______________________________________|
|dolore________________________________________|1______________________________________|
|dolorem_______________________________________|1______________________________________|
|doloris_______________________________________|1______________________________________|
|dolum_________________________________________|1______________________________________|
|domesticis____________________________________|1______________________________________|
|domi__________________________________________|5______________________________________|
|domicilio_____________________________________|2______________________________________|
|domicilium____________________________________|1______________________________________|
|dominari______________________________________|1______________________________________|
|domo__________________________________________|8______________________________________|
|domos_________________________________________|1______________________________________|
|domum_________________________________________|10_____________________________________|
|donatus_______________________________________|1______________________________________|
|duabus________________________________________|4______________________________________|
|duae__________________________________________|7______________________________________|
|duarum________________________________________|1______________________________________|
|duas__________________________________________|10_____________________________________|
|duasque_______________________________________|1______________________________________|
|dubis_________________________________________|1______________________________________|
|dubitandum____________________________________|1______________________________________|
|dubitare______________________________________|2______________________________________|
|dubitasse_____________________________________|1______________________________________|
|dubitationis__________________________________|1______________________________________|
|dubitaverunt__________________________________|1______________________________________|
|dubitet_______________________________________|1______________________________________|
|dubium________________________________________|1______________________________________|
|duce__________________________________________|2______________________________________|
|ducebat_______________________________________|1______________________________________|
|ducendum______________________________________|2______________________________________|
|ducere________________________________________|2______________________________________|
|ducerentur____________________________________|2______________________________________|
|duceret_______________________________________|1______________________________________|
|duces_________________________________________|2______________________________________|
|ducesque______________________________________|1______________________________________|
|duci__________________________________________|2______________________________________|
|ducibus_______________________________________|3______________________________________|
|ducit_________________________________________|2______________________________________|
|dum___________________________________________|11_____________________________________|
|dumnorige_____________________________________|2______________________________________|
|dumnorigem____________________________________|4______________________________________|
|dumnorigi_____________________________________|2______________________________________|
|dumnorix______________________________________|2______________________________________|
|duo___________________________________________|3______________________________________|
|duobus________________________________________|4______________________________________|
|duodecim______________________________________|1______________________________________|
|duodeviginti__________________________________|1______________________________________|
|duorum________________________________________|2______________________________________|
|duplicavit____________________________________|1______________________________________|
|duplici_______________________________________|2______________________________________|
|durius________________________________________|1______________________________________|
|dux___________________________________________|1______________________________________|
|duxerant______________________________________|1______________________________________|
|duxerat_______________________________________|2______________________________________|
|duxerunt______________________________________|2______________________________________|
|duxit_________________________________________|2______________________________________|
|e_____________________________________________|6______________________________________|
|ea____________________________________________|54_____________________________________|
|eadem_________________________________________|14_____________________________________|
|eam___________________________________________|25_____________________________________|
|eandem________________________________________|1______________________________________|
|eaque_________________________________________|2______________________________________|
|earum_________________________________________|8______________________________________|
|eas___________________________________________|17_____________________________________|
|easque________________________________________|1______________________________________|
|eburones______________________________________|1______________________________________|
|eburonum______________________________________|1______________________________________|
|eburovices____________________________________|1______________________________________|
|edere_________________________________________|1______________________________________|
|editus________________________________________|2______________________________________|
|edocet________________________________________|1______________________________________|
|educat________________________________________|1______________________________________|
|educit________________________________________|1______________________________________|
|eductas_______________________________________|1______________________________________|
|eductis_______________________________________|1______________________________________|
|educunt_______________________________________|1______________________________________|
|eduxerat______________________________________|1______________________________________|
|eduxerunt_____________________________________|1______________________________________|
|eduxit________________________________________|2______________________________________|
|effecerant____________________________________|1______________________________________|
|effecissent___________________________________|1______________________________________|
|effecit_______________________________________|1______________________________________|
|effectis______________________________________|1______________________________________|
|effecto_______________________________________|1______________________________________|
|effeminandos__________________________________|1______________________________________|
|effeminari____________________________________|1______________________________________|
|efferre_______________________________________|1______________________________________|
|efficere______________________________________|3______________________________________|
|efficiebat____________________________________|1______________________________________|
|efficit_______________________________________|3______________________________________|
|efficiunt_____________________________________|2______________________________________|
|effugerent____________________________________|1______________________________________|
|egerunt_______________________________________|2______________________________________|
|egi___________________________________________|1______________________________________|
|egit__________________________________________|3______________________________________|
|ego___________________________________________|1______________________________________|
|egredi________________________________________|2______________________________________|
|egrediendum___________________________________|1______________________________________|
|egredientes___________________________________|1______________________________________|
|egregia_______________________________________|1______________________________________|
|egregiam______________________________________|1______________________________________|
|egregie_______________________________________|1______________________________________|
|egressi_______________________________________|4______________________________________|
|egressum______________________________________|2______________________________________|
|ei____________________________________________|13_____________________________________|
|eiecerunt_____________________________________|1______________________________________|
|eiectos_______________________________________|1______________________________________|
|eique_________________________________________|1______________________________________|
|eius__________________________________________|56_____________________________________|
|eiusdem_______________________________________|1______________________________________|
|elatum________________________________________|1______________________________________|
|electa________________________________________|1______________________________________|
|elusates______________________________________|1______________________________________|
|emerant_______________________________________|1______________________________________|
|emi___________________________________________|1______________________________________|
|emigrent______________________________________|1______________________________________|
|emissis_______________________________________|1______________________________________|
|emittere______________________________________|1______________________________________|
|emoria________________________________________|1______________________________________|
|enatis________________________________________|1______________________________________|
|enim__________________________________________|11_____________________________________|
|enuntiarentur_________________________________|1______________________________________|
|enuntiaret____________________________________|1______________________________________|
|enuntiari_____________________________________|1______________________________________|
|enuntiarit____________________________________|1______________________________________|
|enuntiata_____________________________________|2______________________________________|
|enuntiatum____________________________________|1______________________________________|
|eo____________________________________________|88_____________________________________|
|eodem_________________________________________|19_____________________________________|
|eomplures_____________________________________|1______________________________________|
|eoortum_______________________________________|1______________________________________|
|eorum_________________________________________|65_____________________________________|
|eorumque______________________________________|4______________________________________|
|eos___________________________________________|61_____________________________________|
|eosdem________________________________________|2______________________________________|
|eosque________________________________________|2______________________________________|
|ephippiatorum_________________________________|1______________________________________|
|ephippiis_____________________________________|1______________________________________|
|epudiaturum___________________________________|1______________________________________|
|eque__________________________________________|1______________________________________|
|equestre______________________________________|2______________________________________|
|equestri______________________________________|2______________________________________|
|equestribus___________________________________|2______________________________________|
|equis_________________________________________|7______________________________________|
|equitatu______________________________________|17_____________________________________|
|equitatui_____________________________________|4______________________________________|
|equitatum_____________________________________|7______________________________________|
|equitatumque__________________________________|5______________________________________|
|equitatuque___________________________________|2______________________________________|
|equitatus_____________________________________|8______________________________________|
|equitatusque__________________________________|1______________________________________|
|equites_______________________________________|22_____________________________________|
|equitesque____________________________________|1______________________________________|
|equitibus_____________________________________|5______________________________________|
|equitibusque__________________________________|1______________________________________|
|equitum_______________________________________|11_____________________________________|
|equo__________________________________________|4______________________________________|
|equorum_______________________________________|2______________________________________|
|equos_________________________________________|3______________________________________|
|equum_________________________________________|1______________________________________|
|erant_________________________________________|45_____________________________________|
|erat__________________________________________|62_____________________________________|
|eratsuspicatus________________________________|1______________________________________|
|erectae_______________________________________|1______________________________________|
|ereptis_______________________________________|1______________________________________|
|ereptum_______________________________________|1______________________________________|
|erepturi______________________________________|1______________________________________|
|eriperetur____________________________________|1______________________________________|
|eripi_________________________________________|1______________________________________|
|eripuit_______________________________________|2______________________________________|
|erumperent____________________________________|1______________________________________|
|eruptione_____________________________________|4______________________________________|
|eruptionem____________________________________|3______________________________________|
|esse__________________________________________|133____________________________________|
|essedariis____________________________________|1______________________________________|
|essedis_______________________________________|3______________________________________|
|essent________________________________________|23_____________________________________|
|esset_________________________________________|36_____________________________________|
|est___________________________________________|107____________________________________|
|esuvios_______________________________________|2______________________________________|
|et____________________________________________|479____________________________________|
|etiam_________________________________________|40_____________________________________|
|etsi__________________________________________|7______________________________________|
|eum___________________________________________|55_____________________________________|
|eundem________________________________________|3______________________________________|
|eundemque_____________________________________|1______________________________________|
|evaserant_____________________________________|1______________________________________|
|evellere______________________________________|1______________________________________|
|eveniret______________________________________|1______________________________________|
|eventu________________________________________|1______________________________________|
|eventum_______________________________________|1______________________________________|
|eventus_______________________________________|1______________________________________|
|evocatis______________________________________|2______________________________________|
|evolaverunt___________________________________|1______________________________________|
|ex____________________________________________|194____________________________________|
|exacta________________________________________|1______________________________________|
|exagitati_____________________________________|2______________________________________|
|exanimatique__________________________________|1______________________________________|
|exanimatos____________________________________|1______________________________________|
|exaudito______________________________________|1______________________________________|
|excedebant____________________________________|1______________________________________|
|excedendi_____________________________________|1______________________________________|
|excedere______________________________________|1______________________________________|
|excedunt______________________________________|1______________________________________|
|exceperunt____________________________________|1______________________________________|
|excesserant___________________________________|2______________________________________|
|excesserat____________________________________|1______________________________________|
|excipere______________________________________|1______________________________________|
|exciperent____________________________________|2______________________________________|
|excitarent____________________________________|1______________________________________|
|excitari______________________________________|1______________________________________|
|excitatis_____________________________________|1______________________________________|
|excursiones___________________________________|1______________________________________|
|excusarent____________________________________|1______________________________________|
|exeant________________________________________|1______________________________________|
|exempla_______________________________________|1______________________________________|
|exemplo_______________________________________|1______________________________________|
|exequi________________________________________|1______________________________________|
|exercitati____________________________________|1______________________________________|
|exercitatione_________________________________|6______________________________________|
|exercitatissimi_______________________________|1______________________________________|
|exercitu______________________________________|9______________________________________|
|exercitui_____________________________________|4______________________________________|
|exercitum_____________________________________|36_____________________________________|
|exercitumque__________________________________|2______________________________________|
|exercitus_____________________________________|16_____________________________________|
|exercuerant___________________________________|1______________________________________|
|exigua________________________________________|1______________________________________|
|exiguitas_____________________________________|2______________________________________|
|exiguitate____________________________________|1______________________________________|
|exiguitatem___________________________________|2______________________________________|
|eximiam_______________________________________|1______________________________________|
|exire_________________________________________|2______________________________________|
|exirent_______________________________________|2______________________________________|
|exisset_______________________________________|2______________________________________|
|existimabant__________________________________|4______________________________________|
|existimabantur________________________________|1______________________________________|
|existimabat___________________________________|10_____________________________________|
|existimantur__________________________________|1______________________________________|
|existimare____________________________________|1______________________________________|
|existimarent__________________________________|3______________________________________|
|existimaret___________________________________|3______________________________________|
|existimari____________________________________|1______________________________________|
|existimatione_________________________________|1______________________________________|
|existimaturum_________________________________|1______________________________________|
|existimaverat_________________________________|1______________________________________|
|existimaverunt________________________________|1______________________________________|
|existimavisse_________________________________|1______________________________________|
|existimavit___________________________________|6______________________________________|
|exitum________________________________________|1______________________________________|
|exitus________________________________________|1______________________________________|
|expectabant___________________________________|2______________________________________|
|expectabat____________________________________|2______________________________________|
|expectandam___________________________________|1______________________________________|
|expectandum___________________________________|1______________________________________|
|expectare_____________________________________|4______________________________________|
|expectari_____________________________________|3______________________________________|
|expectavit____________________________________|1______________________________________|
|expedita______________________________________|1______________________________________|
|expeditas_____________________________________|1______________________________________|
|expeditior____________________________________|2______________________________________|
|expeditis_____________________________________|1______________________________________|
|expeditius____________________________________|1______________________________________|
|expeditum_____________________________________|1______________________________________|
|expellere_____________________________________|1______________________________________|
|experiantur___________________________________|1______________________________________|
|experirentur__________________________________|2______________________________________|
|experiri______________________________________|2______________________________________|
|experti_______________________________________|2______________________________________|
|explorata_____________________________________|2______________________________________|
|exploratis____________________________________|1______________________________________|
|exploratores__________________________________|6______________________________________|
|exploratoribus________________________________|5______________________________________|
|exportaverant_________________________________|1______________________________________|
|expositas_____________________________________|1______________________________________|
|expositi______________________________________|1______________________________________|
|exprimere_____________________________________|1______________________________________|
|expugnando____________________________________|1______________________________________|
|expugnare_____________________________________|1______________________________________|
|expugnarent___________________________________|1______________________________________|
|expugnari_____________________________________|1______________________________________|
|expugnatis____________________________________|3______________________________________|
|expugnatum____________________________________|1______________________________________|
|expugnaverunt_________________________________|1______________________________________|
|expulisse_____________________________________|1______________________________________|
|expulissent___________________________________|1______________________________________|
|expulsi_______________________________________|1______________________________________|
|expulsis______________________________________|1______________________________________|
|exquirere_____________________________________|1______________________________________|
|exquisito_____________________________________|1______________________________________|
|extimescendus_________________________________|1______________________________________|
|extitit_______________________________________|1______________________________________|
|extra_________________________________________|1______________________________________|
|extrema_______________________________________|4______________________________________|
|extremas______________________________________|1______________________________________|
|extremis______________________________________|4______________________________________|
|extremo_______________________________________|1______________________________________|
|extremum______________________________________|6______________________________________|
|extructo______________________________________|1______________________________________|
|extruebat_____________________________________|1______________________________________|
|extruso_______________________________________|1______________________________________|
|exustis_______________________________________|1______________________________________|
|exutis________________________________________|1______________________________________|
|fabio_________________________________________|1______________________________________|
|facere________________________________________|19_____________________________________|
|facerent______________________________________|6______________________________________|
|faceret_______________________________________|6______________________________________|
|faciant_______________________________________|2______________________________________|
|faciat________________________________________|1______________________________________|
|faciebant_____________________________________|2______________________________________|
|faciebat______________________________________|1______________________________________|
|faciendae_____________________________________|1______________________________________|
|faciendi______________________________________|1______________________________________|
|faciendum_____________________________________|2______________________________________|
|facile________________________________________|13_____________________________________|
|facilem_______________________________________|1______________________________________|
|facilemque____________________________________|1______________________________________|
|facilia_______________________________________|1______________________________________|
|facilius______________________________________|8______________________________________|
|facinore______________________________________|1______________________________________|
|facinus_______________________________________|1______________________________________|
|facit_________________________________________|3______________________________________|
|faciundi______________________________________|1______________________________________|
|faciunt_______________________________________|6______________________________________|
|facta_________________________________________|20_____________________________________|
|factae________________________________________|2______________________________________|
|facti_________________________________________|3______________________________________|
|factis________________________________________|3______________________________________|
|facto_________________________________________|12_____________________________________|
|factos________________________________________|1______________________________________|
|factu_________________________________________|2______________________________________|
|factum________________________________________|9______________________________________|
|facturas______________________________________|1______________________________________|
|facturos______________________________________|3______________________________________|
|facturum______________________________________|4______________________________________|
|factus________________________________________|9______________________________________|
|facultas______________________________________|5______________________________________|
|facultate_____________________________________|1______________________________________|
|facultatem____________________________________|5______________________________________|
|facultates____________________________________|2______________________________________|
|facultatis____________________________________|1______________________________________|
|falces________________________________________|1______________________________________|
|falcium_______________________________________|1______________________________________|
|fallendo______________________________________|1______________________________________|
|famem_________________________________________|1______________________________________|
|familiae______________________________________|1______________________________________|
|familiam______________________________________|1______________________________________|
|familiarem____________________________________|3______________________________________|
|familiaribus__________________________________|1______________________________________|
|fas___________________________________________|1______________________________________|
|fastigate_____________________________________|1______________________________________|
|fastigatus____________________________________|1______________________________________|
|fatum_________________________________________|1______________________________________|
|favere________________________________________|1______________________________________|
|fecerant______________________________________|3______________________________________|
|fecerat_______________________________________|2______________________________________|
|fecerint______________________________________|1______________________________________|
|fecerit_______________________________________|2______________________________________|
|fecerunt______________________________________|11_____________________________________|
|fecisse_______________________________________|1______________________________________|
|fecissent_____________________________________|4______________________________________|
|fecisset______________________________________|9______________________________________|
|fecit_________________________________________|6______________________________________|
|fefellisse____________________________________|1______________________________________|
|felicitatem___________________________________|1______________________________________|
|feliciter_____________________________________|1______________________________________|
|ferant________________________________________|1______________________________________|
|fere__________________________________________|19_____________________________________|
|ferebant______________________________________|2______________________________________|
|ferebantur____________________________________|1______________________________________|
|ferebat_______________________________________|1______________________________________|
|ferendas______________________________________|1______________________________________|
|ferendi_______________________________________|1______________________________________|
|ferendum______________________________________|1______________________________________|
|ferendus______________________________________|1______________________________________|
|feri__________________________________________|2______________________________________|
|feris_________________________________________|2______________________________________|
|feros_________________________________________|2______________________________________|
|ferre_________________________________________|10_____________________________________|
|ferreis_______________________________________|2______________________________________|
|ferrent_______________________________________|3______________________________________|
|ferret________________________________________|3______________________________________|
|ferretur______________________________________|1______________________________________|
|ferri_________________________________________|1______________________________________|
|ferrum________________________________________|1______________________________________|
|fertilitatem__________________________________|1______________________________________|
|fertur________________________________________|1______________________________________|
|fibulis_______________________________________|1______________________________________|
|ficta_________________________________________|1______________________________________|
|fide__________________________________________|1______________________________________|
|fidelem_______________________________________|1______________________________________|
|fidem_________________________________________|12_____________________________________|
|fiebat________________________________________|3______________________________________|
|fieret________________________________________|6______________________________________|
|fieri_________________________________________|12_____________________________________|
|figura________________________________________|1______________________________________|
|filia_________________________________________|1______________________________________|
|filiae________________________________________|1______________________________________|
|filiam________________________________________|2______________________________________|
|filiis________________________________________|2______________________________________|
|filio_________________________________________|1______________________________________|
|filium________________________________________|1______________________________________|
|finem_________________________________________|5______________________________________|
|fines_________________________________________|38_____________________________________|
|finesque______________________________________|1______________________________________|
|fingere_______________________________________|1______________________________________|
|finibus_______________________________________|27_____________________________________|
|finire________________________________________|1______________________________________|
|finitimae_____________________________________|3______________________________________|
|finitimas_____________________________________|2______________________________________|
|finitimi______________________________________|3______________________________________|
|finitimis_____________________________________|6______________________________________|
|finitimisque__________________________________|1______________________________________|
|finitimorum___________________________________|1______________________________________|
|finitimos_____________________________________|3______________________________________|
|firmam________________________________________|1______________________________________|
|firmissimos___________________________________|1______________________________________|
|firmiter______________________________________|1______________________________________|
|firmitudo_____________________________________|2______________________________________|
|firmo_________________________________________|1______________________________________|
|fistucisque___________________________________|1______________________________________|
|fit___________________________________________|1______________________________________|
|flacco________________________________________|1______________________________________|
|flagitare_____________________________________|1______________________________________|
|flectere______________________________________|1______________________________________|
|flens_________________________________________|1______________________________________|
|flentes_______________________________________|3______________________________________|
|fletu_________________________________________|1______________________________________|
|florens_______________________________________|1______________________________________|
|florentissimis________________________________|1______________________________________|
|fluat_________________________________________|1______________________________________|
|fluctibus_____________________________________|1______________________________________|
|fluctuum______________________________________|1______________________________________|
|fluit_________________________________________|1______________________________________|
|flumen________________________________________|32_____________________________________|
|flumine_______________________________________|14_____________________________________|
|flumini_______________________________________|1______________________________________|
|fluminibus____________________________________|1______________________________________|
|fluminis______________________________________|15_____________________________________|
|flustra_______________________________________|1______________________________________|
|fore__________________________________________|9______________________________________|
|forma_________________________________________|1______________________________________|
|fors__________________________________________|1______________________________________|
|forte_________________________________________|2______________________________________|
|fortibus______________________________________|2______________________________________|
|fortissime____________________________________|2______________________________________|
|fortissimi____________________________________|2______________________________________|
|fortissimo____________________________________|1______________________________________|
|fortissimus___________________________________|1______________________________________|
|fortiter______________________________________|3______________________________________|
|fortiterque___________________________________|1______________________________________|
|fortitudinis__________________________________|1______________________________________|
|fortius_______________________________________|2______________________________________|
|fortuna_______________________________________|2______________________________________|
|fortunae______________________________________|2______________________________________|
|fortunam______________________________________|7______________________________________|
|fortunamque___________________________________|1______________________________________|
|fortunis______________________________________|2______________________________________|
|fossae________________________________________|1______________________________________|
|fossam________________________________________|2______________________________________|
|fossamque_____________________________________|1______________________________________|
|fossaque______________________________________|2______________________________________|
|fossas________________________________________|4______________________________________|
|fractis_______________________________________|1______________________________________|
|fractos_______________________________________|1______________________________________|
|frater________________________________________|2______________________________________|
|fraterno______________________________________|1______________________________________|
|fraternum_____________________________________|1______________________________________|
|fratre________________________________________|1______________________________________|
|fratrem_______________________________________|3______________________________________|
|fratres_______________________________________|4______________________________________|
|fratri________________________________________|3______________________________________|
|fratris_______________________________________|1______________________________________|
|fremitu_______________________________________|1______________________________________|
|fremitusque___________________________________|1______________________________________|
|frequentes____________________________________|1______________________________________|
|frequentissimi________________________________|1______________________________________|
|freti_________________________________________|1______________________________________|
|frigidissimis_________________________________|1______________________________________|
|frigora_______________________________________|1______________________________________|
|fronte________________________________________|3______________________________________|
|fruantur______________________________________|1______________________________________|
|fructuosissimum_______________________________|1______________________________________|
|frugibus______________________________________|1______________________________________|
|frumenta______________________________________|3______________________________________|
|frumentandi___________________________________|3______________________________________|
|frumentaria___________________________________|6______________________________________|
|frumentariae__________________________________|5______________________________________|
|frumentariam__________________________________|1______________________________________|
|frumentariis__________________________________|1______________________________________|
