Raport z dzialanosci programu:
Program rozpoczal swe dzialanie 26.12.2019 o godzinie 17:20:12:769.
Program zakonczyl dzialanie o 26.12.2019 o godzinie 17:20:12:791.
Program dzialal przez 0 godzin, 0 minut, 0 sekund, 22 milisekund.

Wybrano kontener map z biblioteki STL 
jako strukture do przechowywania danych.

W pliku makbet.txt znaleziono 18095 slow, w tym  3375 roznych slow.

Ponizej znajduje sie wykaz slow uzytych w wczytanym tekscie posortowany alfabetycznie
oraz ilosc wystapien danego slowa w tym pliku:

 ______________________________________________________________________________________ 
|slowa, ktore znajduja sie we wczytanym tekscie|liczba wystapien danego slowa w tekscie|
|usurpers______________________________________|1______________________________________|
|utterance_____________________________________|1______________________________________|
|v_____________________________________________|4______________________________________|
|valiant_______________________________________|3______________________________________|
|valour________________________________________|4______________________________________|
|valours_______________________________________|1______________________________________|
|valued________________________________________|1______________________________________|
|vanish________________________________________|3______________________________________|
|vanishd_______________________________________|1______________________________________|
|vanished______________________________________|1______________________________________|
|vanishes______________________________________|2______________________________________|
|vanquishd_____________________________________|1______________________________________|
|vantage_______________________________________|3______________________________________|
|vaporous______________________________________|1______________________________________|
|vault_________________________________________|1______________________________________|
|vaulting______________________________________|1______________________________________|
|venom_________________________________________|2______________________________________|
|venture_______________________________________|1______________________________________|
|verities______________________________________|1______________________________________|
|verity________________________________________|1______________________________________|
|very__________________________________________|11_____________________________________|
|vessel________________________________________|1______________________________________|
|vessels_______________________________________|1______________________________________|
|vi____________________________________________|3______________________________________|
|vice__________________________________________|1______________________________________|
|vices_________________________________________|1______________________________________|
|victory_______________________________________|1______________________________________|
|viewing_______________________________________|1______________________________________|
|vii___________________________________________|2______________________________________|
|viii__________________________________________|1______________________________________|
|vile__________________________________________|1______________________________________|
|villain_______________________________________|4______________________________________|
|villanies_____________________________________|1______________________________________|
|violent_______________________________________|4______________________________________|
|virtue________________________________________|1______________________________________|
|virtues_______________________________________|1______________________________________|
|virtuous______________________________________|1______________________________________|
|vision________________________________________|1______________________________________|
|visitings_____________________________________|1______________________________________|
|vizards_______________________________________|1______________________________________|
|voice_________________________________________|2______________________________________|
|voices________________________________________|1______________________________________|
|volume________________________________________|1______________________________________|
|voluptuousness________________________________|1______________________________________|
|vouchd________________________________________|1______________________________________|
|vulnerable____________________________________|1______________________________________|
|vulture_______________________________________|1______________________________________|
|wade__________________________________________|1______________________________________|
|wail__________________________________________|2______________________________________|
|wait__________________________________________|3______________________________________|
|waitinggentlewoman____________________________|1______________________________________|
|wake__________________________________________|3______________________________________|
|wakes_________________________________________|1______________________________________|
|walk__________________________________________|4______________________________________|
|walkd_________________________________________|1______________________________________|
|walked________________________________________|2______________________________________|
|walking_______________________________________|2______________________________________|
|walls_________________________________________|1______________________________________|
|want__________________________________________|1______________________________________|
|wanton________________________________________|1______________________________________|
|wants_________________________________________|2______________________________________|
|war___________________________________________|4______________________________________|
|warder________________________________________|1______________________________________|
|warders_______________________________________|1______________________________________|
|warlike_______________________________________|3______________________________________|
|warrant_______________________________________|1______________________________________|
|warranted_____________________________________|1______________________________________|
|was___________________________________________|45_____________________________________|
|wash__________________________________________|3______________________________________|
|washing_______________________________________|1______________________________________|
|wassail_______________________________________|1______________________________________|
|wast__________________________________________|4______________________________________|
|wasteful______________________________________|1______________________________________|
|watch_________________________________________|3______________________________________|
|watched_______________________________________|1______________________________________|
|watchers______________________________________|1______________________________________|
|watchful______________________________________|1______________________________________|
|watching______________________________________|1______________________________________|
|water_________________________________________|4______________________________________|
|waterrugs_____________________________________|1______________________________________|
|waves_________________________________________|1______________________________________|
|way___________________________________________|18_____________________________________|
|ways__________________________________________|3______________________________________|
|wayward_______________________________________|1______________________________________|
|we____________________________________________|86_____________________________________|
|weak__________________________________________|2______________________________________|
|weal__________________________________________|2______________________________________|
|wealth________________________________________|1______________________________________|
|weapons_______________________________________|1______________________________________|
|wear__________________________________________|5______________________________________|
|wears_________________________________________|1______________________________________|
|weary_________________________________________|2______________________________________|
|weeds_________________________________________|1______________________________________|
|weep__________________________________________|2______________________________________|
|weeps_________________________________________|1______________________________________|
|weighd________________________________________|2______________________________________|
|weighs________________________________________|1______________________________________|
|weighty_______________________________________|1______________________________________|
|weird_________________________________________|6______________________________________|
|welcome_______________________________________|11_____________________________________|
|weld__________________________________________|1______________________________________|
|well__________________________________________|43_____________________________________|
|went__________________________________________|4______________________________________|
|were__________________________________________|39_____________________________________|
|weret_________________________________________|1______________________________________|
|west__________________________________________|1______________________________________|
|western_______________________________________|1______________________________________|
|what__________________________________________|105____________________________________|
|whateer_______________________________________|1______________________________________|
|whatever______________________________________|1______________________________________|
|whats_________________________________________|11_____________________________________|
|when__________________________________________|40_____________________________________|
|whence________________________________________|6______________________________________|
|where_________________________________________|35_____________________________________|
|whereabout____________________________________|1______________________________________|
|whereby_______________________________________|1______________________________________|
|wherefore_____________________________________|3______________________________________|
|wherein_______________________________________|1______________________________________|
|whereon_______________________________________|1______________________________________|
|wheres________________________________________|1______________________________________|
|whereto_______________________________________|1______________________________________|
|wherever______________________________________|1______________________________________|
|wherewith_____________________________________|1______________________________________|
|whether_______________________________________|3______________________________________|
|whetstone_____________________________________|1______________________________________|
|wheyface______________________________________|1______________________________________|
|which_________________________________________|80_____________________________________|
|while_________________________________________|8______________________________________|
|whiles________________________________________|3______________________________________|
|whilst________________________________________|1______________________________________|
|whined________________________________________|1______________________________________|
|whisperings___________________________________|1______________________________________|
|whispers______________________________________|1______________________________________|
|white_________________________________________|1______________________________________|
|whither_______________________________________|3______________________________________|
|who___________________________________________|42_____________________________________|
|whoever_______________________________________|1______________________________________|
|whole_________________________________________|4______________________________________|
|wholesome_____________________________________|1______________________________________|
|whom__________________________________________|11_____________________________________|
|whore_________________________________________|1______________________________________|
|whos__________________________________________|7______________________________________|
|whose_________________________________________|14_____________________________________|
|why___________________________________________|32_____________________________________|
|wicked________________________________________|2______________________________________|
|widows________________________________________|1______________________________________|
|wife__________________________________________|13_____________________________________|
|wild__________________________________________|3______________________________________|
|will__________________________________________|73_____________________________________|
|willing_______________________________________|1______________________________________|
|wilt__________________________________________|3______________________________________|
|win___________________________________________|4______________________________________|
|wind__________________________________________|4______________________________________|
|winds_________________________________________|1______________________________________|
|wine__________________________________________|3______________________________________|
|wing__________________________________________|3______________________________________|
|wink__________________________________________|1______________________________________|
|winters_______________________________________|1______________________________________|
|wiped_________________________________________|1______________________________________|
|wisdom________________________________________|8______________________________________|
|wise__________________________________________|2______________________________________|
|wisely________________________________________|1______________________________________|
|wish__________________________________________|3______________________________________|
|wishest_______________________________________|1______________________________________|
|wit___________________________________________|2______________________________________|
|witch_________________________________________|52_____________________________________|
|witchcraft____________________________________|1______________________________________|
|witches_______________________________________|8______________________________________|
|with__________________________________________|153____________________________________|
|withal________________________________________|5______________________________________|
|witherd_______________________________________|2______________________________________|
|within________________________________________|27_____________________________________|
|without_______________________________________|14_____________________________________|
|witness_______________________________________|2______________________________________|
|witnessd______________________________________|1______________________________________|
|wives_________________________________________|1______________________________________|
|wn____________________________________________|1______________________________________|
|woe___________________________________________|2______________________________________|
|woeful________________________________________|1______________________________________|
|wolf__________________________________________|2______________________________________|
|woman_________________________________________|10_____________________________________|
|womanly_______________________________________|1______________________________________|
|womans________________________________________|3______________________________________|
|womb__________________________________________|1______________________________________|
|women_________________________________________|5______________________________________|
|won___________________________________________|2______________________________________|
|wonder________________________________________|2______________________________________|
|wonders_______________________________________|1______________________________________|
|wood__________________________________________|12_____________________________________|
|wooingly______________________________________|1______________________________________|
|wool__________________________________________|1______________________________________|
|word__________________________________________|6______________________________________|
|words_________________________________________|10_____________________________________|
|work__________________________________________|3______________________________________|
|workwe________________________________________|1______________________________________|
|world_________________________________________|5______________________________________|
|worlds________________________________________|1______________________________________|
|worm__________________________________________|1______________________________________|
|worms_________________________________________|1______________________________________|
|worn__________________________________________|1______________________________________|
|worse_________________________________________|4______________________________________|
|worst_________________________________________|5______________________________________|
|worth_________________________________________|4______________________________________|
|worthiest_____________________________________|1______________________________________|
|worthy________________________________________|17_____________________________________|
|would_________________________________________|47_____________________________________|
|wouldst_______________________________________|6______________________________________|
|wound_________________________________________|2______________________________________|
|wounds________________________________________|3______________________________________|
|wrack_________________________________________|1______________________________________|
|wrath_________________________________________|1______________________________________|
|wrathful______________________________________|1______________________________________|
|wreck_________________________________________|1______________________________________|
|wreckd________________________________________|1______________________________________|
|wren__________________________________________|1______________________________________|
|wrenchd_______________________________________|1______________________________________|
|wretched______________________________________|2______________________________________|
|write_________________________________________|1______________________________________|
|writes________________________________________|1______________________________________|
|written_______________________________________|1______________________________________|
|wrongly_______________________________________|1______________________________________|
|wrongs________________________________________|1______________________________________|
|wrought_______________________________________|4______________________________________|
|yawning_______________________________________|1______________________________________|
|ye____________________________________________|3______________________________________|
|yelld_________________________________________|1______________________________________|
|yellow________________________________________|1______________________________________|
|yes___________________________________________|2______________________________________|
|yesterday_____________________________________|1______________________________________|
|yesterdays____________________________________|1______________________________________|
|yesty_________________________________________|1______________________________________|
|yet___________________________________________|56_____________________________________|
|yew___________________________________________|1______________________________________|
|yield_________________________________________|4______________________________________|
|yoke__________________________________________|1______________________________________|
|you___________________________________________|203____________________________________|
|yould_________________________________________|1______________________________________|
|youll_________________________________________|3______________________________________|
|young_________________________________________|13_____________________________________|
|your__________________________________________|121____________________________________|
|yours_________________________________________|3______________________________________|
|yourself______________________________________|2______________________________________|
|yourselves____________________________________|3______________________________________|
|youth_________________________________________|1______________________________________|
|youths________________________________________|1______________________________________|


Ponizej znajduje sie wykaz slow uzytych w wczytanym tekscie
posortowany wedlug iloscy wystapien danego slowa w tekscie:

 ______________________________________________________________________________________
|slowa, ktore znajduja sie we wczytanym tekscie|liczba wystapien danego slowa w tekscie|
|______________________________________________|_______________________________________
|the___________________________________________|732____________________________________|
|and___________________________________________|565____________________________________|
|to____________________________________________|381____________________________________|
|of____________________________________________|343____________________________________|
|i_____________________________________________|335____________________________________|
|macbeth_______________________________________|279____________________________________|
|a_____________________________________________|248____________________________________|
|that__________________________________________|228____________________________________|
|in____________________________________________|205____________________________________|
|you___________________________________________|203____________________________________|
|my____________________________________________|192____________________________________|
|is____________________________________________|185____________________________________|
|not___________________________________________|164____________________________________|
|it____________________________________________|154____________________________________|
|with__________________________________________|153____________________________________|
|his___________________________________________|145____________________________________|
|be____________________________________________|137____________________________________|
|have__________________________________________|125____________________________________|
|but___________________________________________|124____________________________________|
|your__________________________________________|121____________________________________|
|our___________________________________________|118____________________________________|
|he____________________________________________|118____________________________________|
|me____________________________________________|112____________________________________|
|for___________________________________________|109____________________________________|
|macduff_______________________________________|106____________________________________|
|what__________________________________________|105____________________________________|
|this__________________________________________|102____________________________________|
|all___________________________________________|98_____________________________________|
|so____________________________________________|96_____________________________________|
|lady__________________________________________|95_____________________________________|
|thou__________________________________________|90_____________________________________|
|as____________________________________________|90_____________________________________|
|him___________________________________________|89_____________________________________|
|we____________________________________________|86_____________________________________|
|do____________________________________________|83_____________________________________|
|which_________________________________________|80_____________________________________|
|will__________________________________________|73_____________________________________|
|are___________________________________________|73_____________________________________|
|they__________________________________________|71_____________________________________|
|banquo________________________________________|71_____________________________________|
|shall_________________________________________|67_____________________________________|
|no____________________________________________|66_____________________________________|
|enter_________________________________________|65_____________________________________|
|their_________________________________________|61_____________________________________|
|thee__________________________________________|61_____________________________________|
|on____________________________________________|61_____________________________________|
|upon__________________________________________|60_____________________________________|
|malcolm_______________________________________|58_____________________________________|
|yet___________________________________________|56_____________________________________|
|from__________________________________________|56_____________________________________|
|first_________________________________________|56_____________________________________|
|us____________________________________________|55_____________________________________|
|come__________________________________________|54_____________________________________|
|ross__________________________________________|53_____________________________________|
|now___________________________________________|53_____________________________________|
|at____________________________________________|53_____________________________________|
|witch_________________________________________|52_____________________________________|
|thy___________________________________________|52_____________________________________|
|more__________________________________________|51_____________________________________|
|good__________________________________________|51_____________________________________|
|them__________________________________________|50_____________________________________|
|hath__________________________________________|50_____________________________________|
|by____________________________________________|48_____________________________________|
|would_________________________________________|47_____________________________________|
|was___________________________________________|45_____________________________________|
|time__________________________________________|44_____________________________________|
|her___________________________________________|44_____________________________________|
|well__________________________________________|43_____________________________________|
|if____________________________________________|43_____________________________________|
|who___________________________________________|42_____________________________________|
|should________________________________________|41_____________________________________|
|did___________________________________________|41_____________________________________|
|when__________________________________________|40_____________________________________|
|there_________________________________________|40_____________________________________|
|were__________________________________________|39_____________________________________|
|make__________________________________________|39_____________________________________|
|like__________________________________________|39_____________________________________|
|say___________________________________________|38_____________________________________|
|lord__________________________________________|38_____________________________________|
|tis___________________________________________|37_____________________________________|
|ill___________________________________________|37_____________________________________|
|here__________________________________________|37_____________________________________|
|then__________________________________________|36_____________________________________|
|or____________________________________________|36_____________________________________|
|o_____________________________________________|36_____________________________________|
|let___________________________________________|36_____________________________________|
|done__________________________________________|36_____________________________________|
|where_________________________________________|35_____________________________________|
|must__________________________________________|35_____________________________________|
|fear__________________________________________|35_____________________________________|
|murderer______________________________________|34_____________________________________|
|man___________________________________________|34_____________________________________|
|lennox________________________________________|34_____________________________________|
|had___________________________________________|34_____________________________________|
|duncan________________________________________|34_____________________________________|
|know__________________________________________|33_____________________________________|
|how___________________________________________|33_____________________________________|
|exeunt________________________________________|33_____________________________________|
|why___________________________________________|32_____________________________________|
|king__________________________________________|32_____________________________________|
|see___________________________________________|31_____________________________________|
|great_________________________________________|31_____________________________________|
|speak_________________________________________|30_____________________________________|
|one___________________________________________|30_____________________________________|
|may___________________________________________|30_____________________________________|
|an____________________________________________|30_____________________________________|
|am____________________________________________|30_____________________________________|
|than__________________________________________|29_____________________________________|
|sir___________________________________________|29_____________________________________|
|doctor________________________________________|29_____________________________________|
|second________________________________________|28_____________________________________|
|scene_________________________________________|28_____________________________________|
|within________________________________________|27_____________________________________|
|out___________________________________________|27_____________________________________|
|up____________________________________________|26_____________________________________|
|sleep_________________________________________|26_____________________________________|
|siward________________________________________|26_____________________________________|
|mine__________________________________________|26_____________________________________|
|go____________________________________________|26_____________________________________|
|too___________________________________________|25_____________________________________|
|thane_________________________________________|25_____________________________________|
|before________________________________________|25_____________________________________|
|those_________________________________________|24_____________________________________|
|such__________________________________________|24_____________________________________|
|son___________________________________________|24_____________________________________|
|nor___________________________________________|24_____________________________________|
|most__________________________________________|24_____________________________________|
|look__________________________________________|24_____________________________________|
|give__________________________________________|24_____________________________________|
|does__________________________________________|24_____________________________________|
|can___________________________________________|24_____________________________________|
|things________________________________________|23_____________________________________|
|hand__________________________________________|23_____________________________________|
|exit__________________________________________|23_____________________________________|
|blood_________________________________________|23_____________________________________|
|third_________________________________________|22_____________________________________|
|these_________________________________________|22_____________________________________|
|night_________________________________________|22_____________________________________|
|heart_________________________________________|22_____________________________________|
|been__________________________________________|22_____________________________________|
|cawdor________________________________________|21_____________________________________|
|till__________________________________________|20_____________________________________|
|nature________________________________________|20_____________________________________|
|death_________________________________________|20_____________________________________|
|cannot________________________________________|20_____________________________________|
|both__________________________________________|20_____________________________________|
|again_________________________________________|20_____________________________________|
|still_________________________________________|19_____________________________________|
|she___________________________________________|19_____________________________________|
|love__________________________________________|19_____________________________________|
|way___________________________________________|18_____________________________________|
|show__________________________________________|18_____________________________________|
|hear__________________________________________|18_____________________________________|
|has___________________________________________|18_____________________________________|
|day___________________________________________|18_____________________________________|
|art___________________________________________|18_____________________________________|
|worthy________________________________________|17_____________________________________|
|though________________________________________|17_____________________________________|
|take__________________________________________|17_____________________________________|
|some__________________________________________|17_____________________________________|
|own___________________________________________|17_____________________________________|
|life__________________________________________|17_____________________________________|
|knocking______________________________________|17_____________________________________|
|hail__________________________________________|17_____________________________________|
|ay____________________________________________|17_____________________________________|
|strange_______________________________________|16_____________________________________|
|put___________________________________________|16_____________________________________|
|poor__________________________________________|16_____________________________________|
|other_________________________________________|16_____________________________________|
|nothing_______________________________________|16_____________________________________|
|men___________________________________________|16_____________________________________|
|every_________________________________________|16_____________________________________|
|down__________________________________________|16_____________________________________|
|heaven________________________________________|15_____________________________________|
|fleance_______________________________________|15_____________________________________|
|donalbain_____________________________________|15_____________________________________|
|deed__________________________________________|15_____________________________________|
|bloody________________________________________|15_____________________________________|
|without_______________________________________|14_____________________________________|
|whose_________________________________________|14_____________________________________|
|thought_______________________________________|14_____________________________________|
|name__________________________________________|14_____________________________________|
|god___________________________________________|14_____________________________________|
|father________________________________________|14_____________________________________|
|dunsinane_____________________________________|14_____________________________________|
|dead__________________________________________|14_____________________________________|
|could_________________________________________|14_____________________________________|
|castle________________________________________|14_____________________________________|
|air___________________________________________|14_____________________________________|
|against_______________________________________|14_____________________________________|
|young_________________________________________|13_____________________________________|
|wife__________________________________________|13_____________________________________|
|three_________________________________________|13_____________________________________|
|think_________________________________________|13_____________________________________|
|theres________________________________________|13_____________________________________|
|sword_________________________________________|13_____________________________________|
|pray__________________________________________|13_____________________________________|
|none__________________________________________|13_____________________________________|
|never_________________________________________|13_____________________________________|
|much__________________________________________|13_____________________________________|
|made__________________________________________|13_____________________________________|
|kings_________________________________________|13_____________________________________|
|hands_________________________________________|13_____________________________________|
|each__________________________________________|13_____________________________________|
|dare__________________________________________|13_____________________________________|
|wood__________________________________________|12_____________________________________|
|thus__________________________________________|12_____________________________________|
|servant_______________________________________|12_____________________________________|
|scotland______________________________________|12_____________________________________|
|only__________________________________________|12_____________________________________|
|noble_________________________________________|12_____________________________________|
|new___________________________________________|12_____________________________________|
|leave_________________________________________|12_____________________________________|
|keep__________________________________________|12_____________________________________|
|into__________________________________________|12_____________________________________|
|fly___________________________________________|12_____________________________________|
|fight_________________________________________|12_____________________________________|
|ere___________________________________________|12_____________________________________|
|comes_________________________________________|12_____________________________________|
|about_________________________________________|12_____________________________________|
|whom__________________________________________|11_____________________________________|
|whats_________________________________________|11_____________________________________|
|welcome_______________________________________|11_____________________________________|
|very__________________________________________|11_____________________________________|
|two___________________________________________|11_____________________________________|
|stand_________________________________________|11_____________________________________|
|power_________________________________________|11_____________________________________|
|place_________________________________________|11_____________________________________|
|peace_________________________________________|11_____________________________________|
|once__________________________________________|11_____________________________________|
|old___________________________________________|11_____________________________________|
|near__________________________________________|11_____________________________________|
|myself________________________________________|11_____________________________________|
|messenger_____________________________________|11_____________________________________|
|live__________________________________________|11_____________________________________|
|lie___________________________________________|11_____________________________________|
|knock_________________________________________|11_____________________________________|
|hold__________________________________________|11_____________________________________|
|hence_________________________________________|11_____________________________________|
|gentlewoman___________________________________|11_____________________________________|
|find__________________________________________|11_____________________________________|
|eyes__________________________________________|11_____________________________________|
|eye___________________________________________|11_____________________________________|
|even__________________________________________|11_____________________________________|
|else__________________________________________|11_____________________________________|
|double________________________________________|11_____________________________________|
|birnam________________________________________|11_____________________________________|
|bed___________________________________________|11_____________________________________|
|away__________________________________________|11_____________________________________|
|aside_________________________________________|11_____________________________________|
|words_________________________________________|10_____________________________________|
|woman_________________________________________|10_____________________________________|
|tonight_______________________________________|10_____________________________________|
|thoughts______________________________________|10_____________________________________|
|thine_________________________________________|10_____________________________________|
|tell__________________________________________|10_____________________________________|
|soldiers______________________________________|10_____________________________________|
