Raport z dzialanosci programu:
Program rozpoczal swe dzialanie 26.12.2019 o godzinie 17:20:12:769.
Program zakonczyl dzialanie o 26.12.2019 o godzinie 17:20:12:791.
Program dzialal przez 0 godzin, 0 minut, 0 sekund, 22 milisekund.

Wybrano kontener map z biblioteki STL 
jako strukture do przechowywania danych.

W pliku makbet.txt znaleziono 18095 slow, w tym  3375 roznych slow.

Ponizej znajduje sie wykaz slow uzytych w wczytanym tekscie posortowany alfabetycznie
oraz ilosc wystapien danego slowa w tym pliku:

 ______________________________________________________________________________________ 
|slowa, ktore znajduja sie we wczytanym tekscie|liczba wystapien danego slowa w tekscie|
|division______________________________________|1______________________________________|
|do____________________________________________|83_____________________________________|
|doctor________________________________________|29_____________________________________|
|does__________________________________________|24_____________________________________|
|doff__________________________________________|1______________________________________|
|dog___________________________________________|1______________________________________|
|dogs__________________________________________|2______________________________________|
|doing_________________________________________|2______________________________________|
|dollars_______________________________________|1______________________________________|
|dolour________________________________________|1______________________________________|
|domestic______________________________________|1______________________________________|
|donalbain_____________________________________|15_____________________________________|
|done__________________________________________|36_____________________________________|
|donet_________________________________________|2______________________________________|
|doom__________________________________________|1______________________________________|
|dooms_________________________________________|1______________________________________|
|door__________________________________________|5______________________________________|
|doors_________________________________________|1______________________________________|
|dost__________________________________________|3______________________________________|
|doth__________________________________________|6______________________________________|
|dothell_______________________________________|1______________________________________|
|double________________________________________|11_____________________________________|
|doubly________________________________________|1______________________________________|
|doubt_________________________________________|4______________________________________|
|doubtful______________________________________|2______________________________________|
|doubts________________________________________|2______________________________________|
|down__________________________________________|16_____________________________________|
|downfalln_____________________________________|1______________________________________|
|downy_________________________________________|1______________________________________|
|drab__________________________________________|1______________________________________|
|dragon________________________________________|1______________________________________|
|drain_________________________________________|1______________________________________|
|draw__________________________________________|3______________________________________|
|drawn_________________________________________|1______________________________________|
|dread_________________________________________|1______________________________________|
|dreadful______________________________________|2______________________________________|
|dreams________________________________________|2______________________________________|
|dreamt________________________________________|1______________________________________|
|drenched______________________________________|1______________________________________|
|dress_________________________________________|1______________________________________|
|dressd________________________________________|1______________________________________|
|drink_________________________________________|8______________________________________|
|droop_________________________________________|1______________________________________|
|drop__________________________________________|3______________________________________|
|drops_________________________________________|1______________________________________|
|drown_________________________________________|2______________________________________|
|drowse________________________________________|1______________________________________|
|drowsy________________________________________|1______________________________________|
|drug__________________________________________|1______________________________________|
|druggd________________________________________|1______________________________________|
|drum__________________________________________|8______________________________________|
|drunk_________________________________________|2______________________________________|
|dry___________________________________________|1______________________________________|
|dudgeon_______________________________________|1______________________________________|
|due___________________________________________|4______________________________________|
|dues__________________________________________|1______________________________________|
|duff__________________________________________|1______________________________________|
|dull__________________________________________|1______________________________________|
|duncan________________________________________|34_____________________________________|
|duncans_______________________________________|3______________________________________|
|dunnest_______________________________________|1______________________________________|
|dunsinane_____________________________________|14_____________________________________|
|durst_________________________________________|1______________________________________|
|dusty_________________________________________|1______________________________________|
|duties________________________________________|5______________________________________|
|dwarfish______________________________________|1______________________________________|
|dwell_________________________________________|1______________________________________|
|dwindle_______________________________________|1______________________________________|
|dying_________________________________________|1______________________________________|
|each__________________________________________|13_____________________________________|
|eagles________________________________________|1______________________________________|
|ear___________________________________________|5______________________________________|
|earls_________________________________________|1______________________________________|
|earnest_______________________________________|2______________________________________|
|ears__________________________________________|2______________________________________|
|earth_________________________________________|7______________________________________|
|earthbound____________________________________|1______________________________________|
|earthly_______________________________________|1______________________________________|
|easier________________________________________|1______________________________________|
|east__________________________________________|1______________________________________|
|easy__________________________________________|3______________________________________|
|eat___________________________________________|3______________________________________|
|eaten_________________________________________|2______________________________________|
|echo__________________________________________|1______________________________________|
|eclipse_______________________________________|1______________________________________|
|ecstasy_______________________________________|2______________________________________|
|edge__________________________________________|2______________________________________|
|edward________________________________________|1______________________________________|
|eer___________________________________________|1______________________________________|
|effect________________________________________|1______________________________________|
|effects_______________________________________|1______________________________________|
|egg___________________________________________|1______________________________________|
|eight_________________________________________|1______________________________________|
|eighth________________________________________|1______________________________________|
|either________________________________________|2______________________________________|
|eldest________________________________________|1______________________________________|
|else__________________________________________|11_____________________________________|
|elves_________________________________________|1______________________________________|
|em____________________________________________|5______________________________________|
|embrace_______________________________________|1______________________________________|
|eminence______________________________________|1______________________________________|
|empty_________________________________________|1______________________________________|
|emptying______________________________________|1______________________________________|
|enchanting____________________________________|1______________________________________|
|encounter_____________________________________|1______________________________________|
|end___________________________________________|3______________________________________|
|endall________________________________________|1______________________________________|
|ends__________________________________________|2______________________________________|
|endure________________________________________|2______________________________________|
|enemy_________________________________________|4______________________________________|
|enfold________________________________________|1______________________________________|
|england_______________________________________|9______________________________________|
|english_______________________________________|6______________________________________|
|enkindle______________________________________|1______________________________________|
|enough________________________________________|8______________________________________|
|enow__________________________________________|2______________________________________|
|enrage________________________________________|1______________________________________|
|enrages_______________________________________|1______________________________________|
|enter_________________________________________|65_____________________________________|
|enterprise____________________________________|1______________________________________|
|enters________________________________________|1______________________________________|
|entire________________________________________|1______________________________________|
|entomb________________________________________|1______________________________________|
|entrails______________________________________|1______________________________________|
|entrance______________________________________|2______________________________________|
|entreat_______________________________________|1______________________________________|
|entry_________________________________________|1______________________________________|
|epicures______________________________________|1______________________________________|
|equivocate____________________________________|1______________________________________|
|equivocates___________________________________|1______________________________________|
|equivocation__________________________________|1______________________________________|
|equivocator___________________________________|3______________________________________|
|ere___________________________________________|12_____________________________________|
|err___________________________________________|1______________________________________|
|escapes_______________________________________|1______________________________________|
|especially____________________________________|1______________________________________|
|establish_____________________________________|1______________________________________|
|estate________________________________________|2______________________________________|
|esteem________________________________________|2______________________________________|
|esteemst______________________________________|1______________________________________|
|eternal_______________________________________|2______________________________________|
|eterne________________________________________|1______________________________________|
|even__________________________________________|11_____________________________________|
|evenhanded____________________________________|1______________________________________|
|event_________________________________________|1______________________________________|
|events________________________________________|1______________________________________|
|ever__________________________________________|10_____________________________________|
|evergentle____________________________________|1______________________________________|
|everlasting___________________________________|1______________________________________|
|every_________________________________________|16_____________________________________|
|evil__________________________________________|1______________________________________|
|evils_________________________________________|2______________________________________|
|exasperate____________________________________|1______________________________________|
|except________________________________________|1______________________________________|
|excite________________________________________|1______________________________________|
|execution_____________________________________|3______________________________________|
|exeunt________________________________________|33_____________________________________|
|exiled________________________________________|1______________________________________|
|exit__________________________________________|23_____________________________________|
|expectation___________________________________|2______________________________________|
|expedition____________________________________|1______________________________________|
|expense_______________________________________|1______________________________________|
|expire________________________________________|1______________________________________|
|exploits______________________________________|1______________________________________|
|exposure______________________________________|1______________________________________|
|extend________________________________________|1______________________________________|
|eye___________________________________________|11_____________________________________|
|eyeballs______________________________________|1______________________________________|
|eyes__________________________________________|11_____________________________________|
|face__________________________________________|10_____________________________________|
|faced_________________________________________|1______________________________________|
|faces_________________________________________|5______________________________________|
|fact__________________________________________|1______________________________________|
|faculties_____________________________________|1______________________________________|
|fail__________________________________________|4______________________________________|
|faild_________________________________________|1______________________________________|
|fain__________________________________________|1______________________________________|
|faint_________________________________________|1______________________________________|
|fair__________________________________________|6______________________________________|
|fairer________________________________________|1______________________________________|
|fairest_______________________________________|1______________________________________|
|fairies_______________________________________|1______________________________________|
|faith_________________________________________|5______________________________________|
|faithbreach___________________________________|1______________________________________|
|faithful______________________________________|1______________________________________|
|falcon________________________________________|1______________________________________|
|fall__________________________________________|6______________________________________|
|falln_________________________________________|1______________________________________|
|falls_________________________________________|1______________________________________|
|false_________________________________________|9______________________________________|
|familiar______________________________________|1______________________________________|
|famine________________________________________|2______________________________________|
|fan___________________________________________|1______________________________________|
|fancies_______________________________________|2______________________________________|
|fantastical___________________________________|2______________________________________|
|far___________________________________________|5______________________________________|
|fare__________________________________________|3______________________________________|
|farewell______________________________________|4______________________________________|
|farmer________________________________________|1______________________________________|
|farrow________________________________________|1______________________________________|
|fast__________________________________________|3______________________________________|
|fatal_________________________________________|4______________________________________|
|fate__________________________________________|6______________________________________|
|father________________________________________|14_____________________________________|
|fatherd_______________________________________|1______________________________________|
|fatherless____________________________________|1______________________________________|
|fathers_______________________________________|2______________________________________|
|favour________________________________________|2______________________________________|
|favours_______________________________________|1______________________________________|
|fear__________________________________________|35_____________________________________|
|feard_________________________________________|1______________________________________|
|fearful_______________________________________|1______________________________________|
|fears_________________________________________|8______________________________________|
|feast_________________________________________|5______________________________________|
|feasts________________________________________|1______________________________________|
|feat__________________________________________|1______________________________________|
|fed___________________________________________|1______________________________________|
|feed__________________________________________|3______________________________________|
|feegrief______________________________________|1______________________________________|
|feel__________________________________________|4______________________________________|
|feeling_______________________________________|1______________________________________|
|feet__________________________________________|2______________________________________|
|fell__________________________________________|8______________________________________|
|fellow________________________________________|2______________________________________|
|fellows_______________________________________|2______________________________________|
|felt__________________________________________|1______________________________________|
|fenny_________________________________________|1______________________________________|
|fever_________________________________________|1______________________________________|
|feverous______________________________________|1______________________________________|
|few___________________________________________|1______________________________________|
|fie___________________________________________|2______________________________________|
|field_________________________________________|4______________________________________|
|fiend_________________________________________|2______________________________________|
|fiendlike_____________________________________|1______________________________________|
|fiends________________________________________|1______________________________________|
|fife__________________________________________|6______________________________________|
|fight_________________________________________|12_____________________________________|
|fighting______________________________________|1______________________________________|
|file__________________________________________|3______________________________________|
|filed_________________________________________|1______________________________________|
|fill__________________________________________|5______________________________________|
|fillet________________________________________|1______________________________________|
|filling_______________________________________|1______________________________________|
|filthy________________________________________|3______________________________________|
|find__________________________________________|11_____________________________________|
|finding_______________________________________|1______________________________________|
|finds_________________________________________|2______________________________________|
|finger________________________________________|2______________________________________|
|fire__________________________________________|5______________________________________|
|fires_________________________________________|1______________________________________|
|firm__________________________________________|2______________________________________|
|firmset_______________________________________|1______________________________________|
|first_________________________________________|56_____________________________________|
|firstlings____________________________________|2______________________________________|
|fit___________________________________________|4______________________________________|
|fitful________________________________________|1______________________________________|
|fitness_______________________________________|1______________________________________|
|fits__________________________________________|1______________________________________|
|fixd__________________________________________|1______________________________________|
|flame_________________________________________|1______________________________________|
|flattering____________________________________|1______________________________________|
|flaws_________________________________________|1______________________________________|
|fleance_______________________________________|15_____________________________________|
|fled__________________________________________|7______________________________________|
|flesh_________________________________________|1______________________________________|
|flies_________________________________________|1______________________________________|
|flight________________________________________|4______________________________________|
|flighty_______________________________________|1______________________________________|
|float_________________________________________|1______________________________________|
|flourish______________________________________|5______________________________________|
|flout_________________________________________|1______________________________________|
|flower________________________________________|2______________________________________|
|flowers_______________________________________|1______________________________________|
|flown_________________________________________|1______________________________________|
|flung_________________________________________|1______________________________________|
|fly___________________________________________|12_____________________________________|
|flying________________________________________|1______________________________________|
|foe___________________________________________|1______________________________________|
|foes__________________________________________|2______________________________________|
|fog___________________________________________|1______________________________________|
|foggy_________________________________________|1______________________________________|
|foisons_______________________________________|1______________________________________|
|fold__________________________________________|1______________________________________|
|following_____________________________________|2______________________________________|
|follows_______________________________________|1______________________________________|
|folly_________________________________________|2______________________________________|
|fool__________________________________________|3______________________________________|
|foolish_______________________________________|1______________________________________|
|fools_________________________________________|3______________________________________|
|foot__________________________________________|2______________________________________|
|for___________________________________________|109____________________________________|
|forbid________________________________________|2______________________________________|
|force_________________________________________|1______________________________________|
|forced________________________________________|1______________________________________|
|foreign_______________________________________|1______________________________________|
|forest________________________________________|2______________________________________|
|forge_________________________________________|1______________________________________|
|forget________________________________________|1______________________________________|
|forgive_______________________________________|2______________________________________|
|forgot________________________________________|1______________________________________|
|forgotten_____________________________________|2______________________________________|
|fork__________________________________________|1______________________________________|
|form__________________________________________|1______________________________________|
|former________________________________________|5______________________________________|
|forres________________________________________|6______________________________________|
|forsworn______________________________________|1______________________________________|
|fort__________________________________________|3______________________________________|
|forth_________________________________________|8______________________________________|
|fortifies_____________________________________|1______________________________________|
|fortitude_____________________________________|1______________________________________|
|fortune_______________________________________|7______________________________________|
|fought________________________________________|2______________________________________|
|foul__________________________________________|5______________________________________|
|foully________________________________________|1______________________________________|
|found_________________________________________|3______________________________________|
|foundations___________________________________|1______________________________________|
|founded_______________________________________|1______________________________________|
|fountain______________________________________|1______________________________________|
|fourth________________________________________|1______________________________________|
|frailties_____________________________________|1______________________________________|
|frame_________________________________________|1______________________________________|
|franchised____________________________________|1______________________________________|
|frankly_______________________________________|1______________________________________|
|free__________________________________________|5______________________________________|
|freely________________________________________|1______________________________________|
|french________________________________________|1______________________________________|
|fresh_________________________________________|1______________________________________|
|frets_________________________________________|2______________________________________|
|friend________________________________________|5______________________________________|
|friends_______________________________________|10_____________________________________|
|frieze________________________________________|1______________________________________|
|fright________________________________________|1______________________________________|
|frog__________________________________________|1______________________________________|
|from__________________________________________|56_____________________________________|
|front_________________________________________|3______________________________________|
|fruitless_____________________________________|1______________________________________|
|fry___________________________________________|1______________________________________|
|full__________________________________________|9______________________________________|
|fulness_______________________________________|1______________________________________|
|fume__________________________________________|1______________________________________|
|function______________________________________|1______________________________________|
|furbishd______________________________________|1______________________________________|
|furious_______________________________________|1______________________________________|
|further_______________________________________|10_____________________________________|
|fury__________________________________________|3______________________________________|
|future________________________________________|1______________________________________|
|gain__________________________________________|2______________________________________|
|gains_________________________________________|1______________________________________|
|gainst________________________________________|4______________________________________|
|gall__________________________________________|2______________________________________|
|galloping_____________________________________|1______________________________________|
|gallowglasses_________________________________|1______________________________________|
|gap___________________________________________|1______________________________________|
|garments______________________________________|1______________________________________|
|gash__________________________________________|1______________________________________|
|gashd_________________________________________|1______________________________________|
|gashes________________________________________|3______________________________________|
|gate__________________________________________|4______________________________________|
|gave__________________________________________|2______________________________________|
|gaze__________________________________________|1______________________________________|
|geese_________________________________________|1______________________________________|
|general_______________________________________|4______________________________________|
|genius________________________________________|1______________________________________|
|gentle________________________________________|5______________________________________|
|gentleman_____________________________________|3______________________________________|
|gentlemen_____________________________________|4______________________________________|
|gentlewoman___________________________________|11_____________________________________|
|gently________________________________________|1______________________________________|
|gentry________________________________________|1______________________________________|
|germens_______________________________________|1______________________________________|
|get___________________________________________|9______________________________________|
|ghost_________________________________________|6______________________________________|
|ghosts________________________________________|1______________________________________|
|giants________________________________________|1______________________________________|
|gibbet________________________________________|1______________________________________|
|gift__________________________________________|2______________________________________|
|gild__________________________________________|1______________________________________|
|gin___________________________________________|2______________________________________|
|gins__________________________________________|1______________________________________|
|girl__________________________________________|1______________________________________|
|give__________________________________________|24_____________________________________|
|given_________________________________________|8______________________________________|
|gives_________________________________________|4______________________________________|
|giving________________________________________|1______________________________________|
|gladly________________________________________|1______________________________________|
|glamis________________________________________|8______________________________________|
|glare_________________________________________|1______________________________________|
|glass_________________________________________|2______________________________________|
|glimmers______________________________________|1______________________________________|
|glory_________________________________________|1______________________________________|
|gloss_________________________________________|1______________________________________|
|go____________________________________________|26_____________________________________|
|goat__________________________________________|1______________________________________|
|god___________________________________________|14_____________________________________|
|gods__________________________________________|3______________________________________|
|goes__________________________________________|7______________________________________|
|goest_________________________________________|1______________________________________|
|going_________________________________________|2______________________________________|
|goldbound_____________________________________|1______________________________________|
|golden________________________________________|4______________________________________|
|golgotha______________________________________|1______________________________________|
|gone__________________________________________|9______________________________________|
|good__________________________________________|51_____________________________________|
|goodly________________________________________|1______________________________________|
|goodness______________________________________|2______________________________________|
|goodnight_____________________________________|1______________________________________|
|goose_________________________________________|2______________________________________|
|gore__________________________________________|1______________________________________|
|gorgon________________________________________|1______________________________________|
|gory__________________________________________|1______________________________________|
|gospelld______________________________________|1______________________________________|
|got___________________________________________|2______________________________________|
|gotst_________________________________________|1______________________________________|
|gouts_________________________________________|1______________________________________|
|govern________________________________________|2______________________________________|
|grace_________________________________________|10_____________________________________|
|graced________________________________________|1______________________________________|
|graces________________________________________|4______________________________________|
|gracious______________________________________|7______________________________________|
|grafted_______________________________________|1______________________________________|
|grain_________________________________________|1______________________________________|
|grandam_______________________________________|1______________________________________|
|grant_________________________________________|2______________________________________|
|grapples______________________________________|1______________________________________|
|grasp_________________________________________|1______________________________________|
|grave_________________________________________|5______________________________________|
|graves________________________________________|2______________________________________|
|graymalkin____________________________________|1______________________________________|
|grease________________________________________|1______________________________________|
|great_________________________________________|31_____________________________________|
|greater_______________________________________|3______________________________________|
|greatest______________________________________|2______________________________________|
|greatness_____________________________________|3______________________________________|
|green_________________________________________|2______________________________________|
|greet_________________________________________|2______________________________________|
|greeting______________________________________|1______________________________________|
|greets________________________________________|1______________________________________|
|greyhounds____________________________________|1______________________________________|
|grief_________________________________________|4______________________________________|
|griefs________________________________________|1______________________________________|
|grieve________________________________________|2______________________________________|
|grim__________________________________________|1______________________________________|
|gripe_________________________________________|1______________________________________|
|groans________________________________________|1______________________________________|
|grooms________________________________________|3______________________________________|
|ground________________________________________|2______________________________________|
|grove_________________________________________|1______________________________________|
|grow__________________________________________|2______________________________________|
|growing_______________________________________|1______________________________________|
|grown_________________________________________|1______________________________________|
|grows_________________________________________|3______________________________________|
|gruel_________________________________________|1______________________________________|
|guardian______________________________________|1______________________________________|
|guess_________________________________________|1______________________________________|
|guest_________________________________________|3______________________________________|
|guests________________________________________|1______________________________________|
|guide_________________________________________|1______________________________________|
|guilt_________________________________________|2______________________________________|
|guise_________________________________________|1______________________________________|
|gulf__________________________________________|1______________________________________|
|gums__________________________________________|1______________________________________|
|ha____________________________________________|1______________________________________|
|hackd_________________________________________|1______________________________________|
|had___________________________________________|34_____________________________________|
|hadst_________________________________________|1______________________________________|
|hags__________________________________________|2______________________________________|
|hail__________________________________________|17_____________________________________|
|haild_________________________________________|1______________________________________|
|hair__________________________________________|3______________________________________|
|hairs_________________________________________|1______________________________________|
|half__________________________________________|2______________________________________|
|halfworld_____________________________________|1______________________________________|
|hall__________________________________________|2______________________________________|
|hand__________________________________________|23_____________________________________|
|handle________________________________________|1______________________________________|
|hands_________________________________________|13_____________________________________|
|hang__________________________________________|8______________________________________|
|hanged________________________________________|3______________________________________|
|hanging_______________________________________|1______________________________________|
|hangmans______________________________________|1______________________________________|
|hangs_________________________________________|1______________________________________|
|happier_______________________________________|1______________________________________|
|happily_______________________________________|1______________________________________|
|happiness_____________________________________|1______________________________________|
|happy_________________________________________|3______________________________________|
|harbinger_____________________________________|1______________________________________|
|harbingers____________________________________|1______________________________________|
|hard__________________________________________|3______________________________________|
|hardly________________________________________|1______________________________________|
|hardy_________________________________________|1______________________________________|
|hare__________________________________________|1______________________________________|
|hark__________________________________________|7______________________________________|
|harm__________________________________________|5______________________________________|
|harms_________________________________________|2______________________________________|
|harness_______________________________________|1______________________________________|
|harpd_________________________________________|1______________________________________|
|harpier_______________________________________|1______________________________________|
|harvest_______________________________________|1______________________________________|
|has___________________________________________|18_____________________________________|
|hast__________________________________________|6______________________________________|
|haste_________________________________________|3______________________________________|
|hat___________________________________________|1______________________________________|
|hatchd________________________________________|1______________________________________|
|hate__________________________________________|2______________________________________|
|hateful_______________________________________|1______________________________________|
|hath__________________________________________|50_____________________________________|
