Raport z dzialanosci programu:
Program rozpoczal swe dzialanie 26.12.2019 o godzinie 15:41:58:337.
Program zakonczyl dzialanie o 26.12.2019 o godzinie 15:41:58:513.
Program dzialal przez 0 godzin, 0 minut, 0 sekund, 176 milisekund.

Wybrano kontener map z biblioteki STL 
jako strukture do przechowywania danych.

W pliku faraon.txt znaleziono 203222 slow, w tym  30342 roznych slow.

Ponizej znajduje sie wykaz slow uzytych w wczytanym tekscie oraz ilosc wystapien danego slowa w tym pliku:

 ______________________________________________________________________________________ 
|slowa, ktore znajduja sie we wczytanym tekscie|liczba wystapien danego slowa w tekscie|
|cz~~onkiem____________________________________|3______________________________________|
|cz~~onki~~~___________________________________|1______________________________________|
|cz~~onkom_____________________________________|2______________________________________|
|cz~~onkowie___________________________________|5______________________________________|
|cz~~onk~~w____________________________________|10_____________________________________|
|cz~~owiecze___________________________________|2______________________________________|
|cz~~owiecz~~__________________________________|1______________________________________|
|cz~~owiek_____________________________________|184____________________________________|
|cz~~owieka____________________________________|86_____________________________________|
|cz~~owieka~~~_________________________________|4______________________________________|
|cz~~owiekiem__________________________________|10_____________________________________|
|cz~~owiekiem~~~_______________________________|3______________________________________|
|cz~~owiekowi__________________________________|12_____________________________________|
|cz~~owiekowi~~~_______________________________|1______________________________________|
|cz~~owieku____________________________________|12_____________________________________|
|cz~~owieku~~~_________________________________|1______________________________________|
|cz~~owiek~~~__________________________________|6______________________________________|
|cz~~owiek~~~~~~_______________________________|1______________________________________|
|cz~~ste_______________________________________|1______________________________________|
|cz~~stka______________________________________|4______________________________________|
|cz~~stki______________________________________|3______________________________________|
|cz~~stk~~_____________________________________|2______________________________________|
|cz~~sto_______________________________________|18_____________________________________|
|cz~~stowali___________________________________|1______________________________________|
|cz~~stowa~~___________________________________|3______________________________________|
|cz~~stuje_____________________________________|1______________________________________|
|cz~~~~ci______________________________________|26_____________________________________|
|cz~~~~ciej____________________________________|18_____________________________________|
|cz~~~~ci~~____________________________________|1______________________________________|
|cz~~~~ci~~~___________________________________|1______________________________________|
|cz~~~~en______________________________________|3______________________________________|
|cz~~~~enek____________________________________|1______________________________________|
|cz~~~~enka____________________________________|1______________________________________|
|cz~~~~enkach__________________________________|1______________________________________|
|cz~~~~enko____________________________________|3______________________________________|
|cz~~~~enku____________________________________|3______________________________________|
|cz~~~~na______________________________________|5______________________________________|
|cz~~~~nach____________________________________|1______________________________________|
|cz~~~~nem_____________________________________|4______________________________________|
|cz~~~~nie_____________________________________|2______________________________________|
|cz~~~~no______________________________________|15_____________________________________|
|cz~~~~~~______________________________________|39_____________________________________|
|c~~rce________________________________________|4______________________________________|
|c~~rek________________________________________|1______________________________________|
|c~~rka________________________________________|19_____________________________________|
|c~~rki________________________________________|6______________________________________|
|c~~rki~~~_____________________________________|1______________________________________|
|c~~rkom_______________________________________|1______________________________________|
|c~~rk~~_______________________________________|22_____________________________________|
|c~~~~_________________________________________|114____________________________________|
|c~~~~em_______________________________________|1______________________________________|
|c~~~~e~~______________________________________|5______________________________________|
|c~~~~~~~______________________________________|4______________________________________|
|da____________________________________________|13_____________________________________|
|dach__________________________________________|4______________________________________|
|dachach_______________________________________|3______________________________________|
|dachem________________________________________|3______________________________________|
|dachu_________________________________________|6______________________________________|
|dachy_________________________________________|6______________________________________|
|dach~~w_______________________________________|2______________________________________|
|dacie_________________________________________|3______________________________________|
|dadz~~________________________________________|5______________________________________|
|dagon_________________________________________|84_____________________________________|
|dagona________________________________________|18_____________________________________|
|dagona~~~_____________________________________|2______________________________________|
|dagonem_______________________________________|1______________________________________|
|dagonie_______________________________________|13_____________________________________|
|dagonie~~~____________________________________|1______________________________________|
|dagonowi______________________________________|6______________________________________|
|dagon~~~______________________________________|2______________________________________|
|daj___________________________________________|16_____________________________________|
|dajcie________________________________________|7______________________________________|
|daje__________________________________________|15_____________________________________|
|dajecie_______________________________________|2______________________________________|
|dajesz________________________________________|3______________________________________|
|daj~~_________________________________________|18_____________________________________|
|daj~~c________________________________________|1______________________________________|
|daj~~cy_______________________________________|1______________________________________|
|daj~~e________________________________________|4______________________________________|
|daj~~~~~______________________________________|1______________________________________|
|daktyl________________________________________|2______________________________________|
|daktyla_______________________________________|1______________________________________|
|daktylami_____________________________________|1______________________________________|
|daktyle_______________________________________|7______________________________________|
|daktyle~~~____________________________________|1______________________________________|
|daktyli_______________________________________|2______________________________________|
|daktylono~~ne_________________________________|1______________________________________|
|daktyl~~w_____________________________________|9______________________________________|
|daktyl~~w~~~~~~_______________________________|1______________________________________|
|dala__________________________________________|1______________________________________|
|dalej_________________________________________|68_____________________________________|
|dalej~~e______________________________________|1______________________________________|
|dalej~~~______________________________________|5______________________________________|
|daleka________________________________________|24_____________________________________|
|daleki________________________________________|1______________________________________|
|dalekich______________________________________|4______________________________________|
|dalekie_______________________________________|3______________________________________|
|dalekiego_____________________________________|2______________________________________|
|dalekiej______________________________________|3______________________________________|
|dalekim_______________________________________|1______________________________________|
|daleko________________________________________|23_____________________________________|
|dali__________________________________________|12_____________________________________|
|daliby~~cie___________________________________|2______________________________________|
|daliby~~my____________________________________|1______________________________________|
|dalsi_________________________________________|1______________________________________|
|dalsza________________________________________|1______________________________________|
|dalsze________________________________________|3______________________________________|
|dalszy________________________________________|1______________________________________|
|dalszych______________________________________|12_____________________________________|
|dalszym_______________________________________|1______________________________________|
|dalsz~~_______________________________________|3______________________________________|
|dam___________________________________________|18_____________________________________|
|dama__________________________________________|3______________________________________|
|damach________________________________________|1______________________________________|
|damami________________________________________|1______________________________________|
|damiett~~_____________________________________|1______________________________________|
|damy__________________________________________|11_____________________________________|
|dam~~~________________________________________|1______________________________________|
|dana__________________________________________|1______________________________________|
|danej_________________________________________|2______________________________________|
|danin_________________________________________|8______________________________________|
|daninach______________________________________|1______________________________________|
|daninach~~~___________________________________|1______________________________________|
|daniny________________________________________|7______________________________________|
|daniny~~~_____________________________________|1______________________________________|
|danin~~_______________________________________|2______________________________________|
|danin~~~______________________________________|3______________________________________|
|daniu_________________________________________|1______________________________________|
|dano__________________________________________|9______________________________________|
|dany__________________________________________|8______________________________________|
|dar___________________________________________|10_____________________________________|
|darami________________________________________|8______________________________________|
|darem_________________________________________|2______________________________________|
|daremna_______________________________________|1______________________________________|
|darmo_________________________________________|7______________________________________|
|darmo~~~______________________________________|1______________________________________|
|darowali______________________________________|2______________________________________|
|darowanie_____________________________________|1______________________________________|
|darowano______________________________________|1______________________________________|
|darowanym_____________________________________|1______________________________________|
|darowa~~______________________________________|9______________________________________|
|darowa~~em____________________________________|1______________________________________|
|darowa~~e~~___________________________________|3______________________________________|
|darowizny_____________________________________|1______________________________________|
|darowizn~~~~~_________________________________|1______________________________________|
|daru__________________________________________|2______________________________________|
|daruj_________________________________________|1______________________________________|
|darujcie______________________________________|1______________________________________|
|daruje________________________________________|2______________________________________|
|daruj~~_______________________________________|1______________________________________|
|dary__________________________________________|15_____________________________________|
|dary~~~_______________________________________|2______________________________________|
|dar~~w________________________________________|5______________________________________|
|dar~~~________________________________________|1______________________________________|
|dasz__________________________________________|8______________________________________|
|datki_________________________________________|1______________________________________|
|dawaj~~e______________________________________|1______________________________________|
|dawali________________________________________|1______________________________________|
|dawano________________________________________|3______________________________________|
|dawa~~________________________________________|12_____________________________________|
|dawa~~a_______________________________________|2______________________________________|
|dawa~~bym_____________________________________|1______________________________________|
|dawna_________________________________________|13_____________________________________|
|dawne_________________________________________|5______________________________________|
|dawnemu_______________________________________|1______________________________________|
|dawni_________________________________________|1______________________________________|
|dawniej_______________________________________|19_____________________________________|
|dawniejszego__________________________________|1______________________________________|
|dawniejsz~~___________________________________|1______________________________________|
|dawniej~~~____________________________________|2______________________________________|
|dawno_________________________________________|12_____________________________________|
|dawno~~_______________________________________|1______________________________________|
|dawno~~ci~~~__________________________________|1______________________________________|
|dawny_________________________________________|1______________________________________|
|dawnych_______________________________________|7______________________________________|
|dawnymi_______________________________________|4______________________________________|
|dawn~~________________________________________|1______________________________________|
|da~~__________________________________________|65_____________________________________|
|da~~a_________________________________________|4______________________________________|
|da~~bym_______________________________________|3______________________________________|
|da~~by~~______________________________________|1______________________________________|
|da~~em________________________________________|3______________________________________|
|da~~e~~_______________________________________|3______________________________________|
|da~~oby_______________________________________|1______________________________________|
|da~~y_________________________________________|2______________________________________|
|da~~~_________________________________________|1______________________________________|
|dba___________________________________________|3______________________________________|
|dbaj__________________________________________|1______________________________________|
|dbaj~~________________________________________|2______________________________________|
|dbaj~~c_______________________________________|1______________________________________|
|dbam__________________________________________|4______________________________________|
|dbam~~~_______________________________________|1______________________________________|
|dbasz_________________________________________|2______________________________________|
|dba~~_________________________________________|6______________________________________|
|dba~~a________________________________________|1______________________________________|
|dba~~o________________________________________|1______________________________________|
|decydowa~~____________________________________|2______________________________________|
|decyzji_______________________________________|1______________________________________|
|decyzj~~______________________________________|1______________________________________|
|dekady________________________________________|3______________________________________|
|dekady~~~~~~__________________________________|1______________________________________|
|dekret________________________________________|1______________________________________|
|delegaci______________________________________|6______________________________________|
|delegacja_____________________________________|1______________________________________|
|delegacji_____________________________________|1______________________________________|
|delegacj~~____________________________________|1______________________________________|
|delegat_______________________________________|3______________________________________|
|delegatom_____________________________________|2______________________________________|
|delegat~~w____________________________________|9______________________________________|
|delegat~~w~~~_________________________________|1______________________________________|
|delikatne_____________________________________|2______________________________________|
|delikatnej____________________________________|2______________________________________|
|delikatnie____________________________________|1______________________________________|
|delikatniejszego______________________________|1______________________________________|
|delikatno~~~~_________________________________|1______________________________________|
|delikatny_____________________________________|4______________________________________|
|delikatny~~~__________________________________|1______________________________________|
|delikatn~~____________________________________|1______________________________________|
|delikwenta____________________________________|1______________________________________|
|delt~~________________________________________|3______________________________________|
|demoralizowanie_______________________________|1______________________________________|
|demotyczne____________________________________|1______________________________________|
|demotycznych__________________________________|1______________________________________|
|dendera_______________________________________|1______________________________________|
|denderach_____________________________________|1______________________________________|
|depczecie_____________________________________|1______________________________________|
|depesz________________________________________|1______________________________________|
|depesz~~______________________________________|1______________________________________|
|deptani_______________________________________|1______________________________________|
|deputacja_____________________________________|4______________________________________|
|deputacje_____________________________________|3______________________________________|
|deputacji_____________________________________|1______________________________________|
|desek_________________________________________|1______________________________________|
|deski_________________________________________|2______________________________________|
|desperacja____________________________________|1______________________________________|
|deszcz________________________________________|11_____________________________________|
|deszczu_______________________________________|4______________________________________|
|deszczu~~~____________________________________|1______________________________________|
|determinacj~~_________________________________|1______________________________________|
|diamenty______________________________________|1______________________________________|
|dionem________________________________________|1______________________________________|
|dla___________________________________________|376____________________________________|
|dlaczego______________________________________|90_____________________________________|
|dlaczego~~e~~_________________________________|1______________________________________|
|dlaczego~~~___________________________________|5______________________________________|
|dlaczeg~~~~___________________________________|7______________________________________|
|dlatego_______________________________________|69_____________________________________|
|dlatego~~~____________________________________|1______________________________________|
|dmie__________________________________________|1______________________________________|
|dmuchni~~ciem_________________________________|1______________________________________|
|dnem__________________________________________|5______________________________________|
|dni___________________________________________|130____________________________________|
|dnia__________________________________________|69_____________________________________|
|dniach________________________________________|25_____________________________________|
|dniami________________________________________|4______________________________________|
|dnia~~~_______________________________________|1______________________________________|
|dnia~~~~~~____________________________________|1______________________________________|
|dnie__________________________________________|14_____________________________________|
|dniem_________________________________________|6______________________________________|
|dniu__________________________________________|27_____________________________________|
|dni~~~________________________________________|3______________________________________|
|dni~~~~~~_____________________________________|1______________________________________|
|do____________________________________________|2166___________________________________|
|doba__________________________________________|1______________________________________|
|dobie_________________________________________|1______________________________________|
|dobiega_______________________________________|1______________________________________|
|dobierzcie____________________________________|1______________________________________|
|dobija________________________________________|2______________________________________|
|dobijaj~~_____________________________________|1______________________________________|
|dobijali______________________________________|1______________________________________|
|dobitnie______________________________________|3______________________________________|
|dobitnym______________________________________|1______________________________________|
|dobito________________________________________|1______________________________________|
|dobiwszy______________________________________|1______________________________________|
|dobra_________________________________________|13_____________________________________|
|dobrach_______________________________________|2______________________________________|
|dobrach~~~____________________________________|1______________________________________|
|dobrane_______________________________________|1______________________________________|
|dobra~~~______________________________________|1______________________________________|
|dobre_________________________________________|24_____________________________________|
|dobrego_______________________________________|4______________________________________|
|dobrego~~~____________________________________|2______________________________________|
|dobrej________________________________________|4______________________________________|
|dobro_________________________________________|3______________________________________|
|dobrobycie____________________________________|1______________________________________|
|dobrobyt______________________________________|3______________________________________|
|dobroci_______________________________________|1______________________________________|
|dobroczy~~c~~_________________________________|1______________________________________|
|dobrodusznym__________________________________|1______________________________________|
|dobrodziejom__________________________________|2______________________________________|
|dobrodziejstwa________________________________|1______________________________________|
|dobrotliwego__________________________________|1______________________________________|
|dobrotliwie___________________________________|2______________________________________|
|dobrotliwym___________________________________|3______________________________________|
|dobrotliw~~___________________________________|1______________________________________|
|dobrowolnie___________________________________|3______________________________________|
|dobrowolnym___________________________________|2______________________________________|
|dobro~~_______________________________________|1______________________________________|
|dobry_________________________________________|28_____________________________________|
|dobrych_______________________________________|2______________________________________|
|dobrym________________________________________|3______________________________________|
|dobrymi_______________________________________|1______________________________________|
|dobry~~~______________________________________|4______________________________________|
|dobrze________________________________________|74_____________________________________|
|dobrzem_______________________________________|1______________________________________|
|dobrze~~______________________________________|1______________________________________|
|dobrze~~~_____________________________________|3______________________________________|
|dobrzy________________________________________|1______________________________________|
|dobr~~________________________________________|9______________________________________|
|doby__________________________________________|1______________________________________|
|dobytym_______________________________________|1______________________________________|
|dobywaj~~c____________________________________|2______________________________________|
|dob~~_________________________________________|7______________________________________|
|dochodach_____________________________________|1______________________________________|
|dochodu_______________________________________|6______________________________________|
|dochody_______________________________________|30_____________________________________|
|dochody~~~____________________________________|2______________________________________|
|dochodzi~~____________________________________|1______________________________________|
|dochodzi~~y___________________________________|1______________________________________|
|dochodz~~_____________________________________|1______________________________________|
|dochod~~w_____________________________________|5______________________________________|
|dochowali_____________________________________|1______________________________________|
|dochowania____________________________________|1______________________________________|
|dochowa~~_____________________________________|1______________________________________|
|doch~~d_______________________________________|6______________________________________|
|doch~~d~~~____________________________________|2______________________________________|
|doczekam______________________________________|1______________________________________|
|doczekamy_____________________________________|1______________________________________|
|doczeka~~_____________________________________|1______________________________________|
|doczesna______________________________________|1______________________________________|
|doczesnego____________________________________|2______________________________________|
|doczesnym_____________________________________|1______________________________________|
|dodaj_________________________________________|2______________________________________|
|dodaj~~c______________________________________|3______________________________________|
|dodamy________________________________________|1______________________________________|
|dodani________________________________________|1______________________________________|
|dodania_______________________________________|1______________________________________|
|dodatkiem~~~__________________________________|1______________________________________|
|dodatku_______________________________________|13_____________________________________|
|dodawa~~______________________________________|3______________________________________|
|dodawa~~y_____________________________________|1______________________________________|
|doda~~________________________________________|75_____________________________________|
|doda~~a_______________________________________|8______________________________________|
|dogadza_______________________________________|1______________________________________|
|dogadza~~a____________________________________|2______________________________________|
|dogodzi~~_____________________________________|2______________________________________|
|dogoni________________________________________|1______________________________________|
|dogoni~~______________________________________|1______________________________________|
|dogorywa~~~___________________________________|1______________________________________|
|doi~~_________________________________________|2______________________________________|
|dojada________________________________________|1______________________________________|
|dojd~~________________________________________|1______________________________________|
|dojechawszy___________________________________|1______________________________________|
|dojecha~~_____________________________________|3______________________________________|
|dojedziemy____________________________________|1______________________________________|
|doje~~d~~a~~__________________________________|1______________________________________|
|dojnych_______________________________________|2______________________________________|
|dojrza~~______________________________________|5______________________________________|
|dojrza~~a_____________________________________|2______________________________________|
|dojrza~~bym___________________________________|1______________________________________|
|dojrza~~e_____________________________________|1______________________________________|
|dojrza~~ej____________________________________|1______________________________________|
|dojrza~~e~~___________________________________|1______________________________________|
|dojrza~~y_____________________________________|3______________________________________|
|dojrza~~ych___________________________________|1______________________________________|
|dojrzeje______________________________________|1______________________________________|
|dojrzej~~_____________________________________|1______________________________________|
|dojrzewa______________________________________|1______________________________________|
|dojrzewaj~~cy_________________________________|1______________________________________|
|dojrzewania___________________________________|1______________________________________|
|dojrzewa~~a___________________________________|1______________________________________|
|dojrze~~______________________________________|4______________________________________|
|dojrze~~~~~___________________________________|1______________________________________|
|dojrzy________________________________________|3______________________________________|
|dojrzy~~______________________________________|1______________________________________|
|doj~~_________________________________________|1______________________________________|
|doj~~~~_______________________________________|4______________________________________|
|dokazujecie___________________________________|1______________________________________|
|dokonane______________________________________|1______________________________________|
|dokonano______________________________________|1______________________________________|
|dokonasz______________________________________|1______________________________________|
|dokonawszy____________________________________|2______________________________________|
|dokona~~______________________________________|2______________________________________|
|dokonywaj~~___________________________________|1______________________________________|
|dokonywali____________________________________|1______________________________________|
|dokonywa~~____________________________________|1______________________________________|
|doko~~a_______________________________________|42_____________________________________|
|doko~~czona___________________________________|1______________________________________|
|doko~~czy~~___________________________________|12_____________________________________|
|doko~~czy~~em_________________________________|1______________________________________|
|doko~~czy~~~~~________________________________|2______________________________________|
|doko~~cz~~____________________________________|2______________________________________|
|dokucza_______________________________________|1______________________________________|
|dokucza~~_____________________________________|1______________________________________|
|dokuczliwego__________________________________|1______________________________________|
|dokuczyli_____________________________________|1______________________________________|
|dokuczy~~_____________________________________|3______________________________________|
|dokuczy~~y____________________________________|1______________________________________|
|dokuczy~~~~~__________________________________|1______________________________________|
|dokumencie____________________________________|1______________________________________|
|dokument______________________________________|4______________________________________|
|dokumenta_____________________________________|5______________________________________|
|dokumentami___________________________________|2______________________________________|
|dokumentem____________________________________|1______________________________________|
|dok~~adna_____________________________________|1______________________________________|
|dok~~adne_____________________________________|5______________________________________|
|dok~~adnie____________________________________|6______________________________________|
|dok~~adniej___________________________________|4______________________________________|
|dok~~adnymi___________________________________|1______________________________________|
|dok~~d________________________________________|3______________________________________|
|dola__________________________________________|5______________________________________|
|dolatuj~~_____________________________________|1______________________________________|
|dolatywa~~____________________________________|3______________________________________|
|dolatywa~~y___________________________________|2______________________________________|
|dole__________________________________________|10_____________________________________|
|doleci________________________________________|1______________________________________|
|dolecia~~_____________________________________|3______________________________________|
|dolecia~~a____________________________________|1______________________________________|
|dolecia~~by___________________________________|1______________________________________|
|dolecia~~o____________________________________|1______________________________________|
|dolecia~~y____________________________________|1______________________________________|
|dolega________________________________________|1______________________________________|
|dolega~~~_____________________________________|1______________________________________|
|dole~~~_______________________________________|1______________________________________|
|doli__________________________________________|1______________________________________|
|dolina________________________________________|5______________________________________|
|dolince_______________________________________|3______________________________________|
|dolince~~~____________________________________|1______________________________________|
|dolinie_______________________________________|4______________________________________|
|dolinki_______________________________________|1______________________________________|
|doliny________________________________________|14_____________________________________|
|dolin~~_______________________________________|7______________________________________|
|dolna_________________________________________|1______________________________________|
|dolnego_______________________________________|23_____________________________________|
|dolnej________________________________________|1______________________________________|
|dolnemu_______________________________________|1______________________________________|
|dolny_________________________________________|2______________________________________|
|dolnych_______________________________________|1______________________________________|
|dolnym________________________________________|23_____________________________________|
|doln~~________________________________________|4______________________________________|
|dol~~_________________________________________|8______________________________________|
|dom___________________________________________|36_____________________________________|
|domach________________________________________|3______________________________________|
|domagaj~~ca___________________________________|1______________________________________|
|domagali______________________________________|2______________________________________|
|domami________________________________________|3______________________________________|
|domek_________________________________________|1______________________________________|
|domem_________________________________________|12_____________________________________|
|domiar________________________________________|3______________________________________|
|domki_________________________________________|1______________________________________|
|domostwo______________________________________|1______________________________________|
|domowe________________________________________|1______________________________________|
|domowych______________________________________|1______________________________________|
|domu__________________________________________|99_____________________________________|
|domu~~~_______________________________________|9______________________________________|
|domy__________________________________________|16_____________________________________|
|domys~~_______________________________________|1______________________________________|
|domys~~~~w____________________________________|1______________________________________|
|domy~~la______________________________________|2______________________________________|
|domy~~laj~~___________________________________|1______________________________________|
|domy~~lali~~my________________________________|1______________________________________|
|domy~~lam_____________________________________|2______________________________________|
|domy~~lamy____________________________________|1______________________________________|
|domy~~lano____________________________________|1______________________________________|
|domy~~lasz____________________________________|1______________________________________|
|domy~~la~~____________________________________|3______________________________________|
|domy~~la~~a___________________________________|1______________________________________|
|domy~~lili____________________________________|1______________________________________|
|domy~~li~~____________________________________|1______________________________________|
|domy~~~_______________________________________|1______________________________________|
|dom~~w________________________________________|18_____________________________________|
|dom~~~________________________________________|2______________________________________|
|doniczka______________________________________|1______________________________________|
|doniczkach____________________________________|1______________________________________|
|doniesieniem__________________________________|4______________________________________|
|doniesiono____________________________________|1______________________________________|
|donios~~e_____________________________________|1______________________________________|
|donios~~ej____________________________________|1______________________________________|
|donios~~o~~~~_________________________________|3______________________________________|
|doni~~s~~_____________________________________|2______________________________________|
|donosi________________________________________|4______________________________________|
|donosili______________________________________|1______________________________________|
|donosi~~______________________________________|2______________________________________|
|donoszono_____________________________________|4______________________________________|
|donosz~~______________________________________|3______________________________________|
|donosz~~c_____________________________________|4______________________________________|
|dono~~ny______________________________________|1______________________________________|
|dooko~~a______________________________________|1______________________________________|
|dopad~~_______________________________________|1______________________________________|
|dopatrze~~____________________________________|1______________________________________|
|dope~~nienie__________________________________|1______________________________________|
|dope~~ni~~____________________________________|2______________________________________|
|dopiero_______________________________________|72_____________________________________|
|dopiero~~_____________________________________|1______________________________________|
|dopiero~~~____________________________________|1______________________________________|
|dopomog~~_____________________________________|1______________________________________|
|dopom~~c______________________________________|1______________________________________|
|doprawdy______________________________________|1______________________________________|
|doprawdy~~~___________________________________|3______________________________________|
|doprowadza~~__________________________________|2______________________________________|
|doprowadzi~~__________________________________|2______________________________________|
|doprowadzi~~o_________________________________|1______________________________________|
|doprowadz~~___________________________________|1______________________________________|
|dopuszcza_____________________________________|1______________________________________|
|dopuszczaj~~__________________________________|4______________________________________|
|dopuszczali___________________________________|1______________________________________|
