Raport z dzialanosci programu:
Program rozpoczal swe dzialanie 26.12.2019 o godzinie 15:41:58:337.
Program zakonczyl dzialanie o 26.12.2019 o godzinie 15:41:58:513.
Program dzialal przez 0 godzin, 0 minut, 0 sekund, 176 milisekund.

Wybrano kontener map z biblioteki STL 
jako strukture do przechowywania danych.

W pliku faraon.txt znaleziono 203222 slow, w tym  30342 roznych slow.

Ponizej znajduje sie wykaz slow uzytych w wczytanym tekscie oraz ilosc wystapien danego slowa w tym pliku:

 ______________________________________________________________________________________ 
|slowa, ktore znajduja sie we wczytanym tekscie|liczba wystapien danego slowa w tekscie|
|prowadz~~ce___________________________________|1______________________________________|
|prowadz~~cej__________________________________|1______________________________________|
|prowadz~~cy___________________________________|1______________________________________|
|prowadz~~cych_________________________________|2______________________________________|
|prowincja_____________________________________|1______________________________________|
|prowincjach___________________________________|1______________________________________|
|prowincji_____________________________________|22_____________________________________|
|prowincj~~____________________________________|6______________________________________|
|pro~~_________________________________________|3______________________________________|
|pro~~ba_______________________________________|1______________________________________|
|pro~~bie______________________________________|1______________________________________|
|pro~~by_______________________________________|6______________________________________|
|pro~~by~~~____________________________________|2______________________________________|
|pro~~b~~______________________________________|6______________________________________|
|pro~~b~~~~~___________________________________|1______________________________________|
|prus__________________________________________|1______________________________________|
|prywatnych____________________________________|1______________________________________|
|przebacza_____________________________________|1______________________________________|
|przebaczaj____________________________________|1______________________________________|
|przebaczaj~~__________________________________|1______________________________________|
|przebaczcie___________________________________|1______________________________________|
|przebaczenie__________________________________|2______________________________________|
|przebaczono___________________________________|1______________________________________|
|przebaczy_____________________________________|2______________________________________|
|przebaczyli___________________________________|1______________________________________|
|przebaczysz___________________________________|2______________________________________|
|przebaczy~~___________________________________|5______________________________________|
|przebaczy~~by_________________________________|2______________________________________|
|przebaczy~~e~~________________________________|1______________________________________|
|przebaczy~~~~~________________________________|1______________________________________|
|przebacz~~____________________________________|3______________________________________|
|przebieg______________________________________|1______________________________________|
|przebiegaj~~c_________________________________|1______________________________________|
|przebiegaj~~cy________________________________|1______________________________________|
|przebiegania__________________________________|2______________________________________|
|przebiegasz___________________________________|1______________________________________|
|przebiega~~___________________________________|2______________________________________|
|przebiega~~y__________________________________|1______________________________________|
|przebiegli____________________________________|1______________________________________|
|przebiegli~~~_________________________________|1______________________________________|
|przebiegu_____________________________________|2______________________________________|
|przebieg~~____________________________________|4______________________________________|
|przebieg~~o___________________________________|2______________________________________|
|przebieg~~o~~~~_______________________________|1______________________________________|
|przebieg~~y___________________________________|4______________________________________|
|przebierzesz__________________________________|1______________________________________|
|przebijaj~~___________________________________|1______________________________________|
|przebij~~_____________________________________|1______________________________________|
|przebitych____________________________________|1______________________________________|
|przebi~~______________________________________|2______________________________________|
|przebrali_____________________________________|1______________________________________|
|przebrana_____________________________________|2______________________________________|
|przebrani_____________________________________|2______________________________________|
|przebrany_____________________________________|5______________________________________|
|przebranych___________________________________|1______________________________________|
|przebra~~_____________________________________|1______________________________________|
|przebra~~a____________________________________|1______________________________________|
|przebudzeniu__________________________________|1______________________________________|
|przebudzony___________________________________|1______________________________________|
|przebyli______________________________________|1______________________________________|
|przebywa______________________________________|1______________________________________|
|przebywamy____________________________________|1______________________________________|
|przebywasz~~~~~~______________________________|1______________________________________|
|przebywa~~a___________________________________|3______________________________________|
|przeb~~aga~~__________________________________|1______________________________________|
|przeb~~g______________________________________|1______________________________________|
|przeceniajcie_________________________________|1______________________________________|
|przecenia~~___________________________________|1______________________________________|
|przechadzaj~~c________________________________|1______________________________________|
|przechadzaj~~ce_______________________________|1______________________________________|
|przechadzaj~~cy_______________________________|1______________________________________|
|przechadzali__________________________________|1______________________________________|
|przechadza~~__________________________________|4______________________________________|
|przechadzka___________________________________|1______________________________________|
|przechadzk~~__________________________________|1______________________________________|
|przechodni~~w_________________________________|1______________________________________|
|przechodzeniu_________________________________|1______________________________________|
|przechodzi____________________________________|6______________________________________|
|przechodzie~~_________________________________|1______________________________________|
|przechodzi~~__________________________________|8______________________________________|
|przechodzi~~a_________________________________|1______________________________________|
|przechodzi~~o_________________________________|1______________________________________|
|przechodzi~~y_________________________________|2______________________________________|
|przechodz~~___________________________________|2______________________________________|
|przechodz~~c__________________________________|2______________________________________|
|przechowana___________________________________|1______________________________________|
|przechowania__________________________________|1______________________________________|
|przechowuje___________________________________|2______________________________________|
|przechowuj~~ce________________________________|1______________________________________|
|przechowywanych_______________________________|1______________________________________|
|przechowywa~~o________________________________|1______________________________________|
|przechyli~~___________________________________|1______________________________________|
|przecie_______________________________________|81_____________________________________|
|przeciem______________________________________|2______________________________________|
|przeciera~~___________________________________|1______________________________________|
|przecie~~_____________________________________|57_____________________________________|
|przecie~~em___________________________________|1______________________________________|
|przecie~~e~~__________________________________|1______________________________________|
|przecinaj~~___________________________________|1______________________________________|
|przecina~~____________________________________|1______________________________________|
|przecina~~o___________________________________|1______________________________________|
|przecisn~~li__________________________________|1______________________________________|
|przeciw_______________________________________|67_____________________________________|
|przeciwko_____________________________________|1______________________________________|
|przeciwleg~~y_________________________________|1______________________________________|
|przeciwna_____________________________________|1______________________________________|
|przeciwnej____________________________________|1______________________________________|
|przeciwnie____________________________________|1______________________________________|
|przeciwnika___________________________________|3______________________________________|
|przeciwnikiem_________________________________|2______________________________________|
|przeciwnik~~w_________________________________|2______________________________________|
|przeciwnych___________________________________|1______________________________________|
|przeciwnym____________________________________|3______________________________________|
|przeciwnymi___________________________________|1______________________________________|
|przeciwnym~~~_________________________________|1______________________________________|
|przeci~~cia___________________________________|1______________________________________|
|przeci~~g_____________________________________|1______________________________________|
|przeci~~gali__________________________________|1______________________________________|
|przeci~~ga~~__________________________________|2______________________________________|
|przeci~~gn~~~~________________________________|2______________________________________|
|przeci~~gn~~~~a_______________________________|1______________________________________|
|przeci~~g~~w__________________________________|1______________________________________|
|przeci~~g~~y__________________________________|3______________________________________|
|przeci~~ta____________________________________|2______________________________________|
|przeci~~te____________________________________|1______________________________________|
|przeci~~~~____________________________________|2______________________________________|
|przeci~~~~em__________________________________|1______________________________________|
|przeci~~~~eni_________________________________|1______________________________________|
|przeci~~~~ony_________________________________|1______________________________________|
|przeci~~~~onych_______________________________|1______________________________________|
|przeczeka~~em_________________________________|1______________________________________|
|przeczuli_____________________________________|1______________________________________|
|przeczuwa_____________________________________|3______________________________________|
|przeczuwaj~~__________________________________|1______________________________________|
|przeczuwaj~~c_________________________________|1______________________________________|
|przeczuwam____________________________________|1______________________________________|
|przeczuwa~~___________________________________|1______________________________________|
|przeczu~~_____________________________________|2______________________________________|
|przeczyste____________________________________|1______________________________________|
|przeczytali___________________________________|1______________________________________|
|przeczyta~~___________________________________|3______________________________________|
|przecz~~______________________________________|1______________________________________|
|przed_________________________________________|346____________________________________|
|przede________________________________________|56_____________________________________|
|przededniu____________________________________|1______________________________________|
|przedefilowa~~________________________________|1______________________________________|
|przedmie~~cia_________________________________|1______________________________________|
|przedmiot_____________________________________|4______________________________________|
|przedmiotu____________________________________|1______________________________________|
|przedmioty____________________________________|6______________________________________|
|przedmiot~~w__________________________________|4______________________________________|
|przedmow~~____________________________________|1______________________________________|
|przednia______________________________________|2______________________________________|
|przednie______________________________________|1______________________________________|
|przedniej_____________________________________|5______________________________________|
|przedni~~_____________________________________|1______________________________________|
|przedpokoju___________________________________|3______________________________________|
|przedpok~~j___________________________________|1______________________________________|
|przedrzema~~__________________________________|1______________________________________|
|przedsionkami_________________________________|1______________________________________|
|przedsionkiem_________________________________|1______________________________________|
|przedsionku___________________________________|2______________________________________|
|przedstaw_____________________________________|1______________________________________|
|przedstawia___________________________________|1______________________________________|
|przedstawiacie________________________________|1______________________________________|
|przedstawiaj~~________________________________|1______________________________________|
|przedstawiaj~~ce______________________________|4______________________________________|
|przedstawiaj~~cej_____________________________|1______________________________________|
|przedstawiaj~~cy______________________________|1______________________________________|
|przedstawiaj~~cymi____________________________|3______________________________________|
|przedstawiaj~~c~~_____________________________|1______________________________________|
|przedstawiali_________________________________|1______________________________________|
|przedstawiano_________________________________|2______________________________________|
|przedstawia~~_________________________________|2______________________________________|
|przedstawia~~a________________________________|1______________________________________|
|przedstawia~~o________________________________|1______________________________________|
|przedstawia~~y________________________________|2______________________________________|
|przedstawiciel________________________________|1______________________________________|
|przedstawiciele_______________________________|1______________________________________|
|przedstawicielem______________________________|1______________________________________|
|przedstawicieli_______________________________|2______________________________________|
|przedstawienia________________________________|1______________________________________|
|przedstawienie________________________________|4______________________________________|
|przedstawie~~_________________________________|1______________________________________|
|przedstawili__________________________________|1______________________________________|
|przedstawiono_________________________________|1______________________________________|
|przedstawi~~__________________________________|9______________________________________|
|przedstawi~~o_________________________________|1______________________________________|
|przedtem______________________________________|1______________________________________|
|przedwczesne__________________________________|1______________________________________|
|przedwiecznego________________________________|2______________________________________|
|przedwiecznego~~~_____________________________|1______________________________________|
|przedwiekowej_________________________________|1______________________________________|
|przedzia~~u___________________________________|1______________________________________|
|przedziwny____________________________________|1______________________________________|
|przed~~miertnych______________________________|1______________________________________|
|przegl~~d_____________________________________|3______________________________________|
|przegl~~daj~~_________________________________|1______________________________________|
|przegl~~da~~__________________________________|1______________________________________|
|przegl~~da~~y_________________________________|1______________________________________|
|przegl~~dem___________________________________|1______________________________________|
|przegl~~du____________________________________|2______________________________________|
|przegl~~dy____________________________________|1______________________________________|
|przegrali_____________________________________|1______________________________________|
|przegrali~~my_________________________________|1______________________________________|
|przegramy~~~__________________________________|1______________________________________|
|przegrana_____________________________________|4______________________________________|
|przegraniu____________________________________|1______________________________________|
|przegrasz_____________________________________|1______________________________________|
|przegra~~_____________________________________|1______________________________________|
|przegra~~by~~_________________________________|1______________________________________|
|przegrodzie___________________________________|1______________________________________|
|przegrywa_____________________________________|1______________________________________|
|przegrywki~~~_________________________________|1______________________________________|
|przejazdy_____________________________________|1______________________________________|
|przeja~~d~~ce_________________________________|1______________________________________|
|przeja~~d~~ki_________________________________|1______________________________________|
|przejdzie_____________________________________|2______________________________________|
|przejdzie~~~__________________________________|1______________________________________|
|przejd~~______________________________________|3______________________________________|
|przejecha~~___________________________________|3______________________________________|
|przejecha~~a__________________________________|1______________________________________|
|przejecha~~o__________________________________|1______________________________________|
|przejednam____________________________________|1______________________________________|
|przeje~~d~~aj~~cy_____________________________|1______________________________________|
|przeje~~d~~a~~________________________________|2______________________________________|
|przejmowa~~o__________________________________|1______________________________________|
|przejmuj~~cy__________________________________|2______________________________________|
|przejmuj~~cym_________________________________|1______________________________________|
|przejrza~~____________________________________|3______________________________________|
|przejrzystej__________________________________|1______________________________________|
|przejrzysty___________________________________|1______________________________________|
|przejrzyst~~__________________________________|1______________________________________|
|przej~~ciach__________________________________|2______________________________________|
|przej~~cie____________________________________|3______________________________________|
|przej~~ciu____________________________________|2______________________________________|
|przej~~ty_____________________________________|1______________________________________|
|przej~~~~_____________________________________|6______________________________________|
|przekaza~~y___________________________________|1______________________________________|
|przekle~~stwa_________________________________|5______________________________________|
|przekle~~stwami_______________________________|1______________________________________|
|przekle~~stwa~~~______________________________|1______________________________________|
|przekle~~stwo_________________________________|2______________________________________|
|przekle~~stwo~~~______________________________|3______________________________________|
|przeklinaj~~c_________________________________|1______________________________________|
|przeklinaj~~~~~_______________________________|1______________________________________|
|przeklina~~___________________________________|2______________________________________|
|przekl~~ci~~~_________________________________|2______________________________________|
|przekl~~ta____________________________________|3______________________________________|
|przekl~~tego__________________________________|1______________________________________|
|przekl~~ty____________________________________|4______________________________________|
|przekl~~ty~~~_________________________________|2______________________________________|
|przekl~~t~~___________________________________|1______________________________________|
|przekl~~~~aby_________________________________|1______________________________________|
|przekona______________________________________|2______________________________________|
|przekonaj_____________________________________|1______________________________________|
|przekonali____________________________________|4______________________________________|
|przekonali~~my________________________________|1______________________________________|
|przekonam_____________________________________|3______________________________________|
|przekonam~~~__________________________________|1______________________________________|
|przekonania___________________________________|2______________________________________|
|przekonanie___________________________________|2______________________________________|
|przekonaniem__________________________________|1______________________________________|
|przekonaniu___________________________________|1______________________________________|
|przekonano____________________________________|3______________________________________|
|przekonany____________________________________|4______________________________________|
|przekonasz____________________________________|6______________________________________|
|przekonawszy__________________________________|2______________________________________|
|przekona~~____________________________________|18_____________________________________|
|przekona~~aby~~_______________________________|1______________________________________|
|przekona~~em__________________________________|3______________________________________|
|przekona~~e~~_________________________________|1______________________________________|
|przekonywa____________________________________|1______________________________________|
|przekonywam___________________________________|2______________________________________|
|przekonywa~~__________________________________|2______________________________________|
|przekonywa~~em________________________________|1______________________________________|
|przekopanie___________________________________|1______________________________________|
|przekracza____________________________________|1______________________________________|
|przekracza~~__________________________________|1______________________________________|
|przekradaniu__________________________________|1______________________________________|
|przekre~~la~~_________________________________|1______________________________________|
|przekre~~li~~_________________________________|1______________________________________|
|przekroczenia_________________________________|1______________________________________|
|przekroczy~~__________________________________|2______________________________________|
|przekr~~ci~~a_________________________________|1______________________________________|
|przekr~~conej_________________________________|1______________________________________|
|przekupie~~___________________________________|1______________________________________|
|przekupi~~____________________________________|1______________________________________|
|przekupnia____________________________________|1______________________________________|
|przekupnie____________________________________|4______________________________________|
|przek~~sce____________________________________|1______________________________________|
|przelatywa~~y_________________________________|4______________________________________|
|przelaz~~szy__________________________________|1______________________________________|
|przela~~y_____________________________________|1______________________________________|
|przelecia~~___________________________________|6______________________________________|
|przelewa______________________________________|1______________________________________|
|przelewaj~~cy_________________________________|1______________________________________|
|przelewam_____________________________________|1______________________________________|
|przelewa~~____________________________________|2______________________________________|
|przelotny_____________________________________|1______________________________________|
|przemawia_____________________________________|5______________________________________|
|przemawiaj~~__________________________________|1______________________________________|
|przemawiasz___________________________________|2______________________________________|
|przemawia~~___________________________________|12_____________________________________|
|przemawia~~e~~________________________________|1______________________________________|
|przemian______________________________________|2______________________________________|
|przemieszka~~a________________________________|1______________________________________|
|przemijaj~~___________________________________|1______________________________________|
|przemocy______________________________________|1______________________________________|
|przemok~~y____________________________________|1______________________________________|
|przemowie_____________________________________|1______________________________________|
|przemo~~nych__________________________________|1______________________________________|
|przemyka~~____________________________________|1______________________________________|
|przemys~~owa__________________________________|1______________________________________|
|przemys~~owym_________________________________|2______________________________________|
|przem~~g~~szy_________________________________|1______________________________________|
|przem~~wi_____________________________________|1______________________________________|
|przem~~wiwszy_________________________________|1______________________________________|
|przem~~wi~~___________________________________|2______________________________________|
|przeniesiemy__________________________________|1______________________________________|
|przeniesienia_________________________________|2______________________________________|
|przeniesiono__________________________________|4______________________________________|
|przeniesiony__________________________________|1______________________________________|
|przenie~~li___________________________________|1______________________________________|
|przenie~~~~___________________________________|5______________________________________|
|przeniknie____________________________________|1______________________________________|
|przenikn~~~~__________________________________|2______________________________________|
|przenios~~____________________________________|1______________________________________|
|przenios~~a___________________________________|1______________________________________|
|przeni~~s~~___________________________________|4______________________________________|
|przenocowa~~__________________________________|1______________________________________|
|przenosi______________________________________|2______________________________________|
|przenosili____________________________________|1______________________________________|
|przenosi~~____________________________________|2______________________________________|
|przeobra~~eniem_______________________________|1______________________________________|
|przepadnie____________________________________|2______________________________________|
|przepadn~~____________________________________|1______________________________________|
|przepad~~_____________________________________|1______________________________________|
|przepad~~a____________________________________|2______________________________________|
|przepad~~y____________________________________|1______________________________________|
|przepad~~~~~__________________________________|1______________________________________|
|przepasce_____________________________________|1______________________________________|
|przepaskach___________________________________|2______________________________________|
|przepask~~____________________________________|1______________________________________|
|przepa~~ci____________________________________|2______________________________________|
|przepa~~ciami_________________________________|1______________________________________|
|przepa~~ciste_________________________________|1______________________________________|
|przepa~~ci~~__________________________________|1______________________________________|
|przepa~~~~____________________________________|3______________________________________|
|przepa~~~~~~~_________________________________|2______________________________________|
|przepe~~nia___________________________________|2______________________________________|
|przepe~~niona_________________________________|1______________________________________|
|przepe~~nione_________________________________|4______________________________________|
|przepe~~nionego_______________________________|1______________________________________|
|przepe~~nionej________________________________|1______________________________________|
|przepe~~nionych_______________________________|1______________________________________|
|przepici______________________________________|1______________________________________|
|przepisane____________________________________|1______________________________________|
|przepisa~~____________________________________|2______________________________________|
|przepisu______________________________________|1______________________________________|
|przepisy______________________________________|3______________________________________|
|przepity______________________________________|1______________________________________|
|przepi~~______________________________________|1______________________________________|
|przeplatana___________________________________|1______________________________________|
|przeplatane___________________________________|1______________________________________|
|przepot~~~~nymi_______________________________|1______________________________________|
|przepowiadamy_________________________________|1______________________________________|
|przepowiedni__________________________________|2______________________________________|
|przepowiednie_________________________________|1______________________________________|
|przepraszam~~~________________________________|2______________________________________|
|przeprawia~~__________________________________|1______________________________________|
|przeprawia~~a_________________________________|1______________________________________|
|przeprawi~~___________________________________|3______________________________________|
|przeprosi~~___________________________________|1______________________________________|
|przeproszeniem________________________________|1______________________________________|
|przeprowadzenia_______________________________|1______________________________________|
|przeprowadzi__________________________________|1______________________________________|
|przeprowadzicie_______________________________|1______________________________________|
|przeprowadzisz________________________________|2______________________________________|
|przeprowadzi~~________________________________|6______________________________________|
|przeprowadz~~_________________________________|2______________________________________|
|przepu~~cili__________________________________|1______________________________________|
|przepu~~ci~~__________________________________|1______________________________________|
|przepychem____________________________________|1______________________________________|
|przep~~dza____________________________________|3______________________________________|
|przep~~dzali__________________________________|1______________________________________|
|przep~~dza~~__________________________________|5______________________________________|
|przep~~dza~~a_________________________________|1______________________________________|
|przep~~dzi____________________________________|1______________________________________|
|przep~~dzisz__________________________________|1______________________________________|
|przep~~dzi~~__________________________________|9______________________________________|
|przep~~dzi~~a_________________________________|1______________________________________|
|przep~~dzony__________________________________|1______________________________________|
|przep~~ynie___________________________________|1______________________________________|
|przep~~yn~~~~a________________________________|1______________________________________|
|przep~~ywali__________________________________|1______________________________________|
|przep~~ywa~~__________________________________|2______________________________________|
|przep~~ywa~~o_________________________________|1______________________________________|
|przerabia_____________________________________|1______________________________________|
|przerabiano___________________________________|1______________________________________|
|przeradza~~a__________________________________|1______________________________________|
|przerasta_____________________________________|1______________________________________|
|przerazili____________________________________|1______________________________________|
|przerazi~~____________________________________|1______________________________________|
|przerazi~~a___________________________________|1______________________________________|
|przera~~a_____________________________________|4______________________________________|
|przera~~aj~~ce________________________________|1______________________________________|
|przera~~a~~a__________________________________|1______________________________________|
|przera~~eni___________________________________|2______________________________________|
|przera~~enie__________________________________|1______________________________________|
|przera~~eniem_________________________________|2______________________________________|
|przera~~liwa__________________________________|1______________________________________|
|przera~~liwy__________________________________|2______________________________________|
|przera~~liwym_________________________________|1______________________________________|
|przera~~ona___________________________________|11_____________________________________|
|przera~~one___________________________________|1______________________________________|
|przera~~ony___________________________________|9______________________________________|
|przera~~onymi_________________________________|1______________________________________|
|przerozmaitych________________________________|1______________________________________|
|przerwa_______________________________________|1______________________________________|
|przerwach_____________________________________|1______________________________________|
|przerwana_____________________________________|1______________________________________|
|przerwania____________________________________|1______________________________________|
|przerwano_____________________________________|2______________________________________|
|przerwa~~_____________________________________|93_____________________________________|
|przerwa~~a____________________________________|10_____________________________________|
|przerwie______________________________________|2______________________________________|
|przerywajcie__________________________________|1______________________________________|
|przerywana____________________________________|1______________________________________|
|przerywane____________________________________|1______________________________________|
|przerywano____________________________________|1______________________________________|
|przerywa~~____________________________________|2______________________________________|
|przerzedzi~~__________________________________|1______________________________________|
|przerzni~~t~~_________________________________|1______________________________________|
|przerzuca_____________________________________|1______________________________________|
|przerzuci~~___________________________________|1______________________________________|
|przesady______________________________________|1______________________________________|
|przesadza~~~~~________________________________|1______________________________________|
|przesadzi~~___________________________________|1______________________________________|
|przesadzone___________________________________|1______________________________________|
|przesiadywa~~_________________________________|1______________________________________|
|przesiad~~szy_________________________________|1______________________________________|
|przesiedzia~~a________________________________|1______________________________________|
|przeskoczy~~__________________________________|1______________________________________|
|przespawszy___________________________________|1______________________________________|
|przestaje_____________________________________|3______________________________________|
|przestaj~~____________________________________|1______________________________________|
|przestali_____________________________________|2______________________________________|
|przestali~~my_________________________________|1______________________________________|
|przestanie____________________________________|2______________________________________|
|przestaniesz__________________________________|1______________________________________|
|przestan~~____________________________________|7______________________________________|
|przestawa~~___________________________________|3______________________________________|
|przestawia____________________________________|1______________________________________|
|przestawszy___________________________________|1______________________________________|
|przesta~~_____________________________________|8______________________________________|
|przesta~~a____________________________________|1______________________________________|
|przesta~~y____________________________________|2______________________________________|
|przestrach____________________________________|1______________________________________|
|przestrasza___________________________________|1______________________________________|
|przestraszasz_________________________________|1______________________________________|
|przestraszona_________________________________|3______________________________________|
|przestraszony_________________________________|4______________________________________|
|przestraszy~~a________________________________|1______________________________________|
|przestraszy~~o________________________________|1______________________________________|
|przestrogi____________________________________|1______________________________________|
|przestrzegaj~~c_______________________________|1______________________________________|
|przestrzeni___________________________________|9______________________________________|
|przestrze~~___________________________________|4______________________________________|
|przestr~~g____________________________________|2______________________________________|
|przestworach__________________________________|1______________________________________|
|przest~~pca___________________________________|1______________________________________|
|przest~~pcy___________________________________|9______________________________________|
|przest~~pc~~w_________________________________|3______________________________________|
|przest~~pieniem_______________________________|1______________________________________|
|przest~~pi~~__________________________________|1______________________________________|
|przest~~pstw__________________________________|1______________________________________|
|przest~~pstwa_________________________________|1______________________________________|
|przest~~pstwo_________________________________|2______________________________________|
|przesun~~li___________________________________|1______________________________________|
|przesun~~~~___________________________________|2______________________________________|
|przesun~~~~a__________________________________|1______________________________________|
|przesun~~~~o__________________________________|2______________________________________|
|przesuwa______________________________________|2______________________________________|
|przesuwaj~~cych_______________________________|1______________________________________|
|przesuwali____________________________________|1______________________________________|
|przesuwa~~____________________________________|1______________________________________|
|przesycone____________________________________|3______________________________________|
|przesycony____________________________________|1______________________________________|
|przesycon~~___________________________________|1______________________________________|
|przesypuje____________________________________|1______________________________________|
|przeszed~~____________________________________|17_____________________________________|
|przeszed~~em__________________________________|1______________________________________|
|przeszed~~szy_________________________________|3______________________________________|
|przeszkadza___________________________________|2______________________________________|
|przeszkadzaj~~________________________________|1______________________________________|
|przeszkadzali_________________________________|1______________________________________|
|przeszkadza~~_________________________________|5______________________________________|
|przeszkadza~~a________________________________|1______________________________________|
|przeszkadza~~y________________________________|2______________________________________|
|przeszkoda____________________________________|1______________________________________|
|przeszkody____________________________________|2______________________________________|
|przeszkodzi___________________________________|1______________________________________|
|przeszkodzie__________________________________|1______________________________________|
|przeszkodzi~~a________________________________|1______________________________________|
|przeszkodzi~~o________________________________|1______________________________________|
