Raport z dzialanosci programu:
Program rozpoczal swe dzialanie 26.12.2019 o godzinie 15:44:22:776.
Program zakonczyl dzialanie o 26.12.2019 o godzinie 15:44:22:846.
Program dzialal przez 0 godzin, 0 minut, 0 sekund, 70 milisekund.

Wybrano kontener map z biblioteki STL 
jako strukture do przechowywania danych.

W pliku pan-tadeusz.txt znaleziono 69053 slow, w tym  18795 roznych slow.

Ponizej znajduje sie wykaz slow uzytych w wczytanym tekscie oraz ilosc wystapien danego slowa w tym pliku:

 ______________________________________________________________________________________ 
|slowa, ktore znajduja sie we wczytanym tekscie|liczba wystapien danego slowa w tekscie|
|krzepcy_______________________________________|1______________________________________|
|krzepko_______________________________________|1______________________________________|
|krzepnie______________________________________|1______________________________________|
|krzep~~a______________________________________|1______________________________________|
|krzese~~______________________________________|1______________________________________|
|krzes~~a______________________________________|2______________________________________|
|krzes~~ach____________________________________|1______________________________________|
|krzes~~em_____________________________________|2______________________________________|
|krzes~~o______________________________________|4______________________________________|
|krzewinie_____________________________________|1______________________________________|
|krzewiny______________________________________|1______________________________________|
|krzewiny~~____________________________________|1______________________________________|
|krzewi~~a_____________________________________|1______________________________________|
|krzewy________________________________________|1______________________________________|
|krzew~~w______________________________________|1______________________________________|
|krze~~le______________________________________|2______________________________________|
|krzyczano_____________________________________|1______________________________________|
|krzycza~~_____________________________________|5______________________________________|
|krzycza~~a____________________________________|2______________________________________|
|krzyczeli_____________________________________|2______________________________________|
|krzycze~~_____________________________________|2______________________________________|
|krzyczy_______________________________________|7______________________________________|
|krzyczym______________________________________|2______________________________________|
|krzycz~~______________________________________|5______________________________________|
|krzycz~~c_____________________________________|15_____________________________________|
|krzycz~~cy____________________________________|1______________________________________|
|krzyk_________________________________________|15_____________________________________|
|krzykiem______________________________________|3______________________________________|
|krzykliwa_____________________________________|1______________________________________|
|krzykliwe_____________________________________|1______________________________________|
|krzykliwego___________________________________|1______________________________________|
|krzykliwej____________________________________|1______________________________________|
|krzykliwy_____________________________________|2______________________________________|
|krzykliwymi___________________________________|1______________________________________|
|krzykliw~~____________________________________|1______________________________________|
|krzyknie______________________________________|1______________________________________|
|krzykniono____________________________________|2______________________________________|
|krzykn~~______________________________________|1______________________________________|
|krzykn~~li____________________________________|14_____________________________________|
|krzykn~~wszy__________________________________|2______________________________________|
|krzykn~~~~____________________________________|47_____________________________________|
|krzykn~~~~a___________________________________|7______________________________________|
|krzykn~~~~em__________________________________|1______________________________________|
|krzykn~~~~y___________________________________|1______________________________________|
|krzyku________________________________________|5______________________________________|
|krzyku~~______________________________________|1______________________________________|
|krzyk~~w______________________________________|3______________________________________|
|krzywa________________________________________|1______________________________________|
|krzywdzi~~____________________________________|1______________________________________|
|krzywdz~~ce___________________________________|1______________________________________|
|krzywd~~______________________________________|1______________________________________|
|krzywe________________________________________|1______________________________________|
|krzywi~~______________________________________|2______________________________________|
|krzywo________________________________________|2______________________________________|
|krzywy________________________________________|2______________________________________|
|krzywych______________________________________|1______________________________________|
|krzyw~~_______________________________________|2______________________________________|
|krzy~~________________________________________|6______________________________________|
|krzy~~a_______________________________________|1______________________________________|
|krzy~~aki_____________________________________|1______________________________________|
|krzy~~e_______________________________________|2______________________________________|
|krzy~~em______________________________________|2______________________________________|
|krzy~~ow~~____________________________________|2______________________________________|
|krzy~~u_______________________________________|2______________________________________|
|krzy~~uje_____________________________________|1______________________________________|
|krzy~~yku_____________________________________|1______________________________________|
|krzy~~yk~~w___________________________________|1______________________________________|
|krzy~~~~w_____________________________________|1______________________________________|
|krz~~ta~~_____________________________________|1______________________________________|
|krz~~ta~~a____________________________________|1______________________________________|
|kr~~ci________________________________________|10_____________________________________|
|kr~~cicy______________________________________|1______________________________________|
|kr~~cic~~_____________________________________|1______________________________________|
|kr~~cisz______________________________________|1______________________________________|
|kr~~ciuchna___________________________________|1______________________________________|
|kr~~ci~~______________________________________|9______________________________________|
|kr~~ci~~a_____________________________________|2______________________________________|
|kr~~ci~~y_____________________________________|1______________________________________|
|kr~~c~~_______________________________________|2______________________________________|
|kr~~c~~c______________________________________|7______________________________________|
|kr~~c~~cy_____________________________________|1______________________________________|
|kr~~c~~cych___________________________________|1______________________________________|
|kr~~g_________________________________________|3______________________________________|
|kr~~gi________________________________________|2______________________________________|
|kr~~giem______________________________________|2______________________________________|
|kr~~g~~a______________________________________|1______________________________________|
|kr~~g~~e______________________________________|2______________________________________|
|kr~~g~~y______________________________________|1______________________________________|
|kr~~g~~ymi____________________________________|1______________________________________|
|kr~~l_________________________________________|13_____________________________________|
|kr~~la________________________________________|10_____________________________________|
|kr~~lach______________________________________|1______________________________________|
|kr~~lami______________________________________|1______________________________________|
|kr~~lem_______________________________________|1______________________________________|
|kr~~lestwa____________________________________|1______________________________________|
|kr~~lestwie___________________________________|1______________________________________|
|kr~~lewca_____________________________________|2______________________________________|
|kr~~lewic_____________________________________|1______________________________________|
|kr~~lewiecki__________________________________|1______________________________________|
|kr~~lewskie___________________________________|2______________________________________|
|kr~~lewskiego_________________________________|1______________________________________|
|kr~~lewskim___________________________________|3______________________________________|
|kr~~lewsk~~~~~________________________________|1______________________________________|
|kr~~lik_______________________________________|1______________________________________|
|kr~~likarni___________________________________|1______________________________________|
|kr~~liki______________________________________|3______________________________________|
|kr~~likiem____________________________________|1______________________________________|
|kr~~liku~~____________________________________|1______________________________________|
|kr~~lik~~w____________________________________|1______________________________________|
|kr~~lmi_______________________________________|1______________________________________|
|kr~~lowa______________________________________|2______________________________________|
|kr~~lowej_____________________________________|2______________________________________|
|kr~~lowi______________________________________|1______________________________________|
|kr~~lowie_____________________________________|1______________________________________|
|kr~~luje______________________________________|1______________________________________|
|kr~~l~~w______________________________________|1______________________________________|
|kr~~py________________________________________|1______________________________________|
|kr~~tka_______________________________________|4______________________________________|
|kr~~tki_______________________________________|6______________________________________|
|kr~~tkich_____________________________________|1______________________________________|
|kr~~tkie______________________________________|7______________________________________|
|kr~~tkiej_____________________________________|1______________________________________|
|kr~~tkim______________________________________|1______________________________________|
|kr~~tko_______________________________________|3______________________________________|
|kr~~tko~~~~___________________________________|2______________________________________|
|kr~~tk~~______________________________________|1______________________________________|
|kr~~ty________________________________________|1______________________________________|
|kr~~wka_______________________________________|1______________________________________|
|kr~~~~y_______________________________________|3______________________________________|
|kr~~~~y~~_____________________________________|1______________________________________|
|kr~~~~y~~y____________________________________|1______________________________________|
|kr~~~~~~______________________________________|3______________________________________|
|kr~~~~~~ce____________________________________|1______________________________________|
|ksi~~cia______________________________________|6______________________________________|
|ksi~~ciem_____________________________________|2______________________________________|
|ksi~~ciu______________________________________|3______________________________________|
|ksi~~dz_______________________________________|40_____________________________________|
|ksi~~dza______________________________________|19_____________________________________|
|ksi~~dzem_____________________________________|2______________________________________|
|ksi~~dzowskiej________________________________|1______________________________________|
|ksi~~dzu______________________________________|5______________________________________|
|ksi~~g________________________________________|1______________________________________|
|ksi~~ga_______________________________________|14_____________________________________|
|ksi~~ga~~_____________________________________|1______________________________________|
|ksi~~gi_______________________________________|5______________________________________|
|ksi~~g~~______________________________________|3______________________________________|
|ksi~~stwa_____________________________________|4______________________________________|
|ksi~~stwie____________________________________|4______________________________________|
|ksi~~stwo~~___________________________________|1______________________________________|
|ksi~~stwu_____________________________________|1______________________________________|
|ksi~~~~a______________________________________|1______________________________________|
|ksi~~~~e______________________________________|7______________________________________|
|ksi~~~~eczk~~_________________________________|1______________________________________|
|ksi~~~~ek_____________________________________|3______________________________________|
|ksi~~~~ki_____________________________________|4______________________________________|
|ksi~~~~kowej__________________________________|1______________________________________|
|ksi~~~~k~~____________________________________|3______________________________________|
|ksi~~~~mi_____________________________________|1______________________________________|
|ksi~~~~n~~____________________________________|2______________________________________|
|ksi~~~~yc_____________________________________|4______________________________________|
|ksi~~~~yca____________________________________|3______________________________________|
|ksi~~~~ycem___________________________________|1______________________________________|
|ksi~~~~ycu____________________________________|2______________________________________|
|ksi~~~~yna____________________________________|2______________________________________|
|ksi~~~~~~_____________________________________|15_____________________________________|
|ksi~~~~~~cia__________________________________|2______________________________________|
|ksi~~~~~~ciem_________________________________|1______________________________________|
|ksi~~~~~~ciu__________________________________|1______________________________________|
|ksi~~~~~~cy___________________________________|3______________________________________|
|kszta~~ci~~___________________________________|1______________________________________|
|kszta~~t______________________________________|28_____________________________________|
|kszta~~tach___________________________________|1______________________________________|
|kszta~~tem____________________________________|2______________________________________|
|kszta~~tniejszy_______________________________|1______________________________________|
|kszta~~tn~~___________________________________|2______________________________________|
|kszta~~tu_____________________________________|1______________________________________|
|kszta~~ty_____________________________________|4______________________________________|
|kszta~~t~~w___________________________________|1______________________________________|
|kto___________________________________________|93_____________________________________|
|kto~~_________________________________________|6______________________________________|
|kt~~ra________________________________________|34_____________________________________|
|kt~~re________________________________________|45_____________________________________|
|kt~~rego______________________________________|19_____________________________________|
|kt~~rego~~cie_________________________________|1______________________________________|
|kt~~rej_______________________________________|35_____________________________________|
|kt~~rem_______________________________________|2______________________________________|
|kt~~remu______________________________________|3______________________________________|
|kt~~re~~______________________________________|1______________________________________|
|kt~~ry________________________________________|72_____________________________________|
|kt~~rych______________________________________|33_____________________________________|
|kt~~rym_______________________________________|21_____________________________________|
|kt~~rymi______________________________________|7______________________________________|
|kt~~ry~~______________________________________|2______________________________________|
|kt~~rzy_______________________________________|9______________________________________|
|kt~~rzy~~~____________________________________|1______________________________________|
|kt~~r~~_______________________________________|23_____________________________________|
|kt~~r~~dy_____________________________________|1______________________________________|
|kt~~r~~m______________________________________|2______________________________________|
|kt~~~~________________________________________|15_____________________________________|
|ku____________________________________________|90_____________________________________|
|kubka_________________________________________|1______________________________________|
|kubk~~w_______________________________________|1______________________________________|
|kubraku_______________________________________|1______________________________________|
|kuca__________________________________________|1______________________________________|
|kucharka______________________________________|1______________________________________|
|kucharski_____________________________________|1______________________________________|
|kucharz_______________________________________|1______________________________________|
|kucharza______________________________________|1______________________________________|
|kucharze______________________________________|2______________________________________|
|kucharzowi____________________________________|1______________________________________|
|kucharzy______________________________________|1______________________________________|
|kuchcie_______________________________________|1______________________________________|
|kuchcik_______________________________________|3______________________________________|
|kuchciki______________________________________|2______________________________________|
|kuchcik~~w____________________________________|3______________________________________|
|kuchennej_____________________________________|1______________________________________|
|kuchmistrz____________________________________|2______________________________________|
|kuchmistrza___________________________________|1______________________________________|
|kuchni________________________________________|7______________________________________|
|kuchni~~______________________________________|2______________________________________|
|kud~~ach______________________________________|1______________________________________|
|kufa__________________________________________|1______________________________________|
|kufel_________________________________________|1______________________________________|
|kufy__________________________________________|1______________________________________|
|kuj~~_________________________________________|1______________________________________|
|kukuruza______________________________________|2______________________________________|
|kukuruzy______________________________________|1______________________________________|
|kul___________________________________________|10_____________________________________|
|kula__________________________________________|8______________________________________|
|kulami________________________________________|2______________________________________|
|kulawy________________________________________|1______________________________________|
|kulbaczka_____________________________________|1______________________________________|
|kulbaczy______________________________________|1______________________________________|
|kulbaki_______________________________________|1______________________________________|
|kule__________________________________________|1______________________________________|
|kulek_________________________________________|1______________________________________|
|kuli__________________________________________|1______________________________________|
|kulista_______________________________________|1______________________________________|
|kulki_________________________________________|2______________________________________|
|kulturze______________________________________|1______________________________________|
|kul~~_________________________________________|6______________________________________|
|kumpie________________________________________|1______________________________________|
|kunszcie______________________________________|1______________________________________|
|kunszt________________________________________|3______________________________________|
|kupa__________________________________________|1______________________________________|
|kupce_________________________________________|1______________________________________|
|kupi__________________________________________|1______________________________________|
|kupie_________________________________________|3______________________________________|
|kupiecka______________________________________|2______________________________________|
|kupiskim______________________________________|1______________________________________|
|kupisku~~_____________________________________|1______________________________________|
|kupi~~________________________________________|4______________________________________|
|kupka_________________________________________|1______________________________________|
|kupkami_______________________________________|2______________________________________|
|kupy__________________________________________|4______________________________________|
|kup~~ciami____________________________________|1______________________________________|
|kup~~~~_______________________________________|1______________________________________|
|kur___________________________________________|2______________________________________|
|kurami________________________________________|1______________________________________|
|kurantowe_____________________________________|1______________________________________|
|kurantowy_____________________________________|1______________________________________|
|kurant~~w_____________________________________|1______________________________________|
|kurcie________________________________________|1______________________________________|
|kurczy________________________________________|1______________________________________|
|kurcz~~t______________________________________|1______________________________________|
|kurcz~~ta_____________________________________|1______________________________________|
|kurek_________________________________________|3______________________________________|
|kurki_________________________________________|6______________________________________|
|kurkiem_______________________________________|2______________________________________|
|kurnik________________________________________|1______________________________________|
|kurniku_______________________________________|1______________________________________|
|kuropatwy_____________________________________|1______________________________________|
|kurtkach______________________________________|2______________________________________|
|kurtk~~_______________________________________|1______________________________________|
|kurt~~________________________________________|1______________________________________|
|kury__________________________________________|7______________________________________|
|kuryjer_______________________________________|1______________________________________|
|kuryjerze~~___________________________________|1______________________________________|
|kurz__________________________________________|1______________________________________|
|kurzawy_______________________________________|1______________________________________|
|kurzu_________________________________________|1______________________________________|
|kurz~~ce______________________________________|1______________________________________|
|kur~~w________________________________________|1______________________________________|
|kusego________________________________________|10_____________________________________|
|kuso~~~~______________________________________|1______________________________________|
|kusy__________________________________________|6______________________________________|
|kusym_________________________________________|2______________________________________|
|kuszelewa_____________________________________|1______________________________________|
|kusz~~c_______________________________________|1______________________________________|
|kutasem_______________________________________|2______________________________________|
|kutasy________________________________________|1______________________________________|
|kute__________________________________________|1______________________________________|
|ku~~ak________________________________________|1______________________________________|
|kwapionem_____________________________________|1______________________________________|
|kwaszona______________________________________|1______________________________________|
|kwatera_______________________________________|1______________________________________|
|kwaterach_____________________________________|1______________________________________|
|kwatery_______________________________________|1______________________________________|
|kwaterze______________________________________|1______________________________________|
|kwa~~ny_______________________________________|3______________________________________|
|kwa~~n~~______________________________________|1______________________________________|
|kwestarskie___________________________________|2______________________________________|
|kwestarskim___________________________________|1______________________________________|
|kwestarz______________________________________|12_____________________________________|
|kwestarza_____________________________________|2______________________________________|
|kwestarzem____________________________________|2______________________________________|
|kwestarzu_____________________________________|1______________________________________|
|kwestowa~~____________________________________|1______________________________________|
|kwe~~cie______________________________________|1______________________________________|
|kwe~~cie~~____________________________________|1______________________________________|
|kwiat_________________________________________|3______________________________________|
|kwiatach______________________________________|1______________________________________|
|kwiatami______________________________________|1______________________________________|
|kwiatek_______________________________________|2______________________________________|
|kwiatki_______________________________________|2______________________________________|
|kwiaty________________________________________|10_____________________________________|
|kwiat~~w______________________________________|5______________________________________|
|kwiecie_______________________________________|2______________________________________|
|kwieciste_____________________________________|2______________________________________|
|kwietnej______________________________________|1______________________________________|
|kwileckimi____________________________________|1______________________________________|
|kwilili_______________________________________|1______________________________________|
|kwita_________________________________________|4______________________________________|
|kwita~~_______________________________________|2______________________________________|
|kwitnie_______________________________________|2______________________________________|
|kwitnie~~_____________________________________|1______________________________________|
|kwitn~~_______________________________________|1______________________________________|
|kwitn~~ca_____________________________________|1______________________________________|
|kwitn~~ce_____________________________________|1______________________________________|
|kwit~~a_______________________________________|1______________________________________|
|k~~adnie______________________________________|2______________________________________|
|k~~adzie______________________________________|2______________________________________|
|k~~ad~~_______________________________________|3______________________________________|
|k~~ad~~c______________________________________|2______________________________________|
|k~~ad~~o______________________________________|1______________________________________|
|k~~ama~~______________________________________|1______________________________________|
|k~~amca_______________________________________|1______________________________________|
|k~~ami~~______________________________________|2______________________________________|
|k~~amstwa_____________________________________|2______________________________________|
|k~~amstwem____________________________________|1______________________________________|
|k~~amstwo_____________________________________|1______________________________________|
|k~~ania_______________________________________|4______________________________________|
|k~~aniaj~~____________________________________|2______________________________________|
|k~~aniaj~~c___________________________________|4______________________________________|
|k~~aniam______________________________________|2______________________________________|
|k~~aniano_____________________________________|1______________________________________|
|k~~ania~~_____________________________________|7______________________________________|
|k~~a~~~~______________________________________|1______________________________________|
|k~~cie________________________________________|2______________________________________|
|k~~cik________________________________________|1______________________________________|
|k~~dy_________________________________________|16_____________________________________|
|k~~dy~~_______________________________________|6______________________________________|
|k~~dzieli_____________________________________|5______________________________________|
|k~~dziorami___________________________________|1______________________________________|
|k~~kole_______________________________________|1______________________________________|
|k~~odek_______________________________________|1______________________________________|
|k~~ody________________________________________|4______________________________________|
|k~~odzie______________________________________|2______________________________________|
|k~~od~~_______________________________________|1______________________________________|
|k~~opot_______________________________________|1______________________________________|
|k~~opotach____________________________________|1______________________________________|
|k~~opotem_____________________________________|1______________________________________|
|k~~opotu______________________________________|1______________________________________|
|k~~opoty______________________________________|2______________________________________|
|k~~opot~~w____________________________________|1______________________________________|
|k~~os_________________________________________|1______________________________________|
|k~~osami______________________________________|1______________________________________|
|k~~osem_______________________________________|1______________________________________|
|k~~osy________________________________________|2______________________________________|
|k~~os~~w______________________________________|3______________________________________|
|k~~pany_______________________________________|1______________________________________|
|k~~pa~~_______________________________________|1______________________________________|
|k~~pie________________________________________|1______________________________________|
|k~~pieli______________________________________|3______________________________________|
|k~~pi~~_______________________________________|1______________________________________|
|k~~s__________________________________________|1______________________________________|
|k~~sa_________________________________________|2______________________________________|
|k~~sa~~_______________________________________|1______________________________________|
|k~~t__________________________________________|1______________________________________|
|k~~ta_________________________________________|2______________________________________|
|k~~tach_______________________________________|2______________________________________|
|k~~tek________________________________________|1______________________________________|
|k~~tkach______________________________________|2______________________________________|
|k~~tku________________________________________|1______________________________________|
|k~~ty_________________________________________|1______________________________________|
|k~~t~~w_______________________________________|1______________________________________|
|k~~usowa~~____________________________________|1______________________________________|
|k~~usuj~~_____________________________________|1______________________________________|
|k~~ute________________________________________|1______________________________________|
|k~~~~_________________________________________|1______________________________________|
|k~~~~b________________________________________|2______________________________________|
|k~~~~bach_____________________________________|1______________________________________|
|k~~~~bami_____________________________________|1______________________________________|
|k~~~~bek______________________________________|2______________________________________|
|k~~~~bkiem____________________________________|1______________________________________|
|k~~~~buszkiem_________________________________|1______________________________________|
|k~~~~b~~w_____________________________________|1______________________________________|
|k~~~~ci_______________________________________|1______________________________________|
|k~~~~cili_____________________________________|1______________________________________|
|k~~~~ci~~_____________________________________|4______________________________________|
|k~~~~ci~~y____________________________________|1______________________________________|
|k~~~~ci~~~~___________________________________|1______________________________________|
|k~~~~c~~______________________________________|1______________________________________|
|k~~~~c~~c_____________________________________|1______________________________________|
|k~~~~d________________________________________|1______________________________________|
|k~~~~kami_____________________________________|1______________________________________|
|k~~~~mi_______________________________________|1______________________________________|
|k~~~~tliwa____________________________________|1______________________________________|
|k~~~~tliwych__________________________________|1______________________________________|
|k~~~~tliwym___________________________________|1______________________________________|
|k~~~~tni______________________________________|6______________________________________|
|k~~~~tnia_____________________________________|5______________________________________|
|k~~~~tniach___________________________________|1______________________________________|
|k~~~~tnie_____________________________________|2______________________________________|
|k~~~~tnik_____________________________________|1______________________________________|
|k~~~~tnikom___________________________________|1______________________________________|
|k~~~~tnik~~w__________________________________|1______________________________________|
|k~~~~tni~~____________________________________|3______________________________________|
|k~~~~w________________________________________|3______________________________________|
|lacha_________________________________________|1______________________________________|
|lachowicz_____________________________________|1______________________________________|
|lachy_________________________________________|4______________________________________|
|lach~~w_______________________________________|2______________________________________|
|lacka_________________________________________|1______________________________________|
|lada__________________________________________|15_____________________________________|
|ladaco________________________________________|1______________________________________|
|lakierowanym__________________________________|1______________________________________|
|lamus_________________________________________|3______________________________________|
|lamusa________________________________________|1______________________________________|
|lanc__________________________________________|1______________________________________|
|lance_________________________________________|1______________________________________|
|lancy_________________________________________|1______________________________________|
|landratom_____________________________________|1______________________________________|
|landraty______________________________________|1______________________________________|
|las___________________________________________|16_____________________________________|
|lasach________________________________________|10_____________________________________|
|lasami________________________________________|1______________________________________|
|lasem_________________________________________|8______________________________________|
|laska_________________________________________|2______________________________________|
|laski_________________________________________|2______________________________________|
|laski~~_______________________________________|1______________________________________|
|lasku_________________________________________|1______________________________________|
|lask~~________________________________________|8______________________________________|
|lasu__________________________________________|18_____________________________________|
|lasy__________________________________________|4______________________________________|
|lasy~~~~~_____________________________________|1______________________________________|
|las~~w________________________________________|10_____________________________________|
|lat___________________________________________|25_____________________________________|
|lata__________________________________________|20_____________________________________|
|latach________________________________________|2______________________________________|
|lataj~~c______________________________________|1______________________________________|
|latami________________________________________|1______________________________________|
|latarek_______________________________________|1______________________________________|
|latark~~______________________________________|1______________________________________|
|lata~~y_______________________________________|1______________________________________|
|lata~~~_______________________________________|1______________________________________|
|latem_________________________________________|3______________________________________|
|laty__________________________________________|10_____________________________________|
|lat~~~________________________________________|1______________________________________|
|laufer________________________________________|1______________________________________|
|laur__________________________________________|1______________________________________|
|lawiruj~~c____________________________________|1______________________________________|
|la~~__________________________________________|2______________________________________|
|la~~a_________________________________________|1______________________________________|
|lecha_________________________________________|2______________________________________|
|leci__________________________________________|8______________________________________|
|lecia~~_______________________________________|3______________________________________|
|lecia~~a______________________________________|1______________________________________|
|lecia~~o______________________________________|1______________________________________|
|lecia~~y______________________________________|1______________________________________|
|lecie~~_______________________________________|1______________________________________|
|lecz__________________________________________|205____________________________________|
|lec~~_________________________________________|5______________________________________|
|lec~~c________________________________________|2______________________________________|
|lec~~cy_______________________________________|1______________________________________|
|ledwie________________________________________|45_____________________________________|
|ledwiem_______________________________________|4______________________________________|
|ledwo_________________________________________|4______________________________________|
|legalnie______________________________________|2______________________________________|
|legaln~~______________________________________|1______________________________________|
|legiji________________________________________|2______________________________________|
|legijonist~~__________________________________|1______________________________________|
|legijonu______________________________________|1______________________________________|
|legijony______________________________________|2______________________________________|
|legijon~~w____________________________________|2______________________________________|
|legij~~_______________________________________|1______________________________________|
|legionu~~_____________________________________|1______________________________________|
|legnie________________________________________|1______________________________________|
|leg~~_________________________________________|1______________________________________|
|lejcami_______________________________________|1______________________________________|
|leje__________________________________________|2______________________________________|
|lejki_________________________________________|1______________________________________|
|lej~~_________________________________________|1______________________________________|
|lekarstwa_____________________________________|2______________________________________|
|lekarstwo_____________________________________|3______________________________________|
|lekarza_______________________________________|1______________________________________|
|lekce_________________________________________|1______________________________________|
|lekka_________________________________________|7______________________________________|
|lekki_________________________________________|1______________________________________|
|lekkie________________________________________|6______________________________________|
|lekkiego______________________________________|1______________________________________|
|lekkim________________________________________|2______________________________________|
|lekkimi_______________________________________|2______________________________________|
|lekko_________________________________________|3______________________________________|
|lekko~~ci_____________________________________|1______________________________________|
|lekko~~ci~~___________________________________|1______________________________________|
