Raport z dzialanosci programu:
Program rozpoczal swe dzialanie 26.12.2019 o godzinie 15:49:19:29.
Program zakonczyl dzialanie o 26.12.2019 o godzinie 15:49:19:154.
Program dzialal przez 0 godzin, 0 minut, 0 sekund, 125 milisekund.

Wybrano kontener map z biblioteki STL 
jako strukture do przechowywania danych.

W pliku ziemia-obiecana.txt znaleziono 179358 slow, w tym  28742 roznych slow.

Ponizej znajduje sie wykaz slow uzytych w wczytanym tekscie oraz ilosc wystapien danego slowa w tym pliku:

 ______________________________________________________________________________________ 
|slowa, ktore znajduja sie we wczytanym tekscie|liczba wystapien danego slowa w tekscie|
|miniaturowymi_________________________________|1______________________________________|
|minie_________________________________________|4______________________________________|
|minki_________________________________________|1______________________________________|
|minoderi~~____________________________________|1______________________________________|
|minus_________________________________________|3______________________________________|
|minut_________________________________________|10_____________________________________|
|minutach______________________________________|3______________________________________|
|minutk~~______________________________________|1______________________________________|
|minuty________________________________________|3______________________________________|
|miny__________________________________________|5______________________________________|
|min~~_________________________________________|13_____________________________________|
|min~~~~_______________________________________|2______________________________________|
|min~~~~~______________________________________|1______________________________________|
|miota~~_______________________________________|1______________________________________|
|miot~~~~______________________________________|1______________________________________|
|mischmasch____________________________________|1______________________________________|
|miski_________________________________________|1______________________________________|
|misk~~________________________________________|1______________________________________|
|misternie_____________________________________|1______________________________________|
|mistrantur~~__________________________________|1______________________________________|
|mistrz________________________________________|1______________________________________|
|mistrzami_____________________________________|1______________________________________|
|mistrzyni_____________________________________|1______________________________________|
|mitologiczna__________________________________|2______________________________________|
|mitologicznym_________________________________|1______________________________________|
|mizernej______________________________________|2______________________________________|
|mizernie______________________________________|1______________________________________|
|mizerny_______________________________________|2______________________________________|
|mizerny~~~____________________________________|1______________________________________|
|mi~~__________________________________________|1______________________________________|
|mi~~a_________________________________________|2______________________________________|
|mi~~d_________________________________________|2______________________________________|
|mi~~dzy_______________________________________|2______________________________________|
|mi~~kka_______________________________________|1______________________________________|
|mi~~kki_______________________________________|1______________________________________|
|mi~~kkich_____________________________________|1______________________________________|
|mi~~kkie______________________________________|1______________________________________|
|mi~~kkim______________________________________|4______________________________________|
|mi~~kko_______________________________________|6______________________________________|
|mi~~kko~~ci~~_________________________________|1______________________________________|
|mi~~kko~~~~___________________________________|1______________________________________|
|mi~~kk~~______________________________________|1______________________________________|
|mi~~k~~_______________________________________|1______________________________________|
|mi~~osierdzia_________________________________|2______________________________________|
|mi~~osierdzia~~~______________________________|1______________________________________|
|mi~~osiernego_________________________________|1______________________________________|
|mi~~osierny___________________________________|1______________________________________|
|mi~~osiern~~__________________________________|1______________________________________|
|mi~~osne______________________________________|3______________________________________|
|mi~~osnego____________________________________|4______________________________________|
|mi~~osny______________________________________|2______________________________________|
|mi~~osnych____________________________________|1______________________________________|
|mi~~osnym_____________________________________|1______________________________________|
|mi~~osn~~_____________________________________|1______________________________________|
|mi~~ostki_____________________________________|1______________________________________|
|mi~~o~~ci_____________________________________|68_____________________________________|
|mi~~o~~ci~~___________________________________|20_____________________________________|
|mi~~o~~ci~~~__________________________________|1______________________________________|
|mi~~o~~nie____________________________________|1______________________________________|
|mi~~o~~~~_____________________________________|34_____________________________________|
|mi~~sa________________________________________|6______________________________________|
|mi~~sem_______________________________________|4______________________________________|
|mi~~so________________________________________|2______________________________________|
|mi~~tki_______________________________________|2______________________________________|
|mi~~y_________________________________________|2______________________________________|
|mi~~ym________________________________________|1______________________________________|
|mi~~~_________________________________________|1______________________________________|
|mi~~~~________________________________________|2______________________________________|
|mi~~~~ni______________________________________|1______________________________________|
|mi~~~~niami___________________________________|1______________________________________|
|mi~~~~nie_____________________________________|2______________________________________|
|mlaska~~______________________________________|3______________________________________|
|mlasn~~~~_____________________________________|1______________________________________|
|mla~~ni~~cie__________________________________|1______________________________________|
|mleka_________________________________________|3______________________________________|
|mlekiem_______________________________________|4______________________________________|
|mleko_________________________________________|1______________________________________|
|mliku_________________________________________|1______________________________________|
|mnie__________________________________________|539____________________________________|
|mniej_________________________________________|24_____________________________________|
|mniejsi_______________________________________|2______________________________________|
|mniejsza______________________________________|13_____________________________________|
|mniejszy______________________________________|1______________________________________|
|mniejszych____________________________________|1______________________________________|
|mniejsz~~_____________________________________|1______________________________________|
|mniemaniu_____________________________________|1______________________________________|
|mnie~~~_______________________________________|3______________________________________|
|mn~~__________________________________________|37_____________________________________|
|mn~~c_________________________________________|1______________________________________|
|mn~~stwo______________________________________|1______________________________________|
|moc___________________________________________|5______________________________________|
|mocarz________________________________________|1______________________________________|
|mocarza_______________________________________|1______________________________________|
|mocna_________________________________________|1______________________________________|
|mocne_________________________________________|4______________________________________|
|mocnego_______________________________________|1______________________________________|
|mocnej________________________________________|2______________________________________|
|mocniej_______________________________________|15_____________________________________|
|mocniejszych__________________________________|4______________________________________|
|mocniejszym___________________________________|3______________________________________|
|mocniejszymi__________________________________|1______________________________________|
|mocniej~~~____________________________________|4______________________________________|
|mocno_________________________________________|84_____________________________________|
|mocno~~~______________________________________|2______________________________________|
|mocny_________________________________________|8______________________________________|
|mocnych_______________________________________|1______________________________________|
|mocnym________________________________________|8______________________________________|
|mocn~~________________________________________|3______________________________________|
|mocowanie_____________________________________|1______________________________________|
|mocuj~~c______________________________________|1______________________________________|
|mocy__________________________________________|3______________________________________|
|moczarach_____________________________________|1______________________________________|
|moczar~~w_____________________________________|1______________________________________|
|moczony_______________________________________|1______________________________________|
|moczy~~_______________________________________|1______________________________________|
|moc~~_________________________________________|9______________________________________|
|moda__________________________________________|1______________________________________|
|model_________________________________________|1______________________________________|
|modeli________________________________________|1______________________________________|
|modelowane____________________________________|1______________________________________|
|modelowej_____________________________________|1______________________________________|
|modelowni_____________________________________|1______________________________________|
|modli_________________________________________|2______________________________________|
|modlitewne____________________________________|1______________________________________|
|modlitw_______________________________________|1______________________________________|
|modlitwach____________________________________|1______________________________________|
|modlitwie_____________________________________|2______________________________________|
|modlitwom_____________________________________|1______________________________________|
|modlitwy______________________________________|2______________________________________|
|modli~~_______________________________________|3______________________________________|
|modli~~a______________________________________|3______________________________________|
|modli~~am_____________________________________|1______________________________________|
|modli~~em_____________________________________|1______________________________________|
|modli~~o______________________________________|1______________________________________|
|modl~~________________________________________|1______________________________________|
|modniark~~____________________________________|1______________________________________|
|modny_________________________________________|1______________________________________|
|modnych_______________________________________|1______________________________________|
|modrych_______________________________________|1______________________________________|
|modrzewiu_____________________________________|1______________________________________|
|mody__________________________________________|2______________________________________|
|mod~~_________________________________________|1______________________________________|
|mod~~~~w______________________________________|1______________________________________|
|mogi~~________________________________________|1______________________________________|
|mogli_________________________________________|12_____________________________________|
|mogliby_______________________________________|4______________________________________|
|mogliby~~cie__________________________________|1______________________________________|
|mogliby~~my___________________________________|3______________________________________|
|mogli~~cie____________________________________|1______________________________________|
|mog~~_________________________________________|120____________________________________|
|mog~~a________________________________________|52_____________________________________|
|mog~~aby______________________________________|3______________________________________|
|mog~~abym_____________________________________|2______________________________________|
|mog~~am_______________________________________|10_____________________________________|
|mog~~am~~~____________________________________|1______________________________________|
|mog~~a~~______________________________________|1______________________________________|
|mog~~c________________________________________|24_____________________________________|
|mog~~em_______________________________________|16_____________________________________|
|mog~~e~~______________________________________|4______________________________________|
|mog~~o________________________________________|9______________________________________|
|mog~~oby______________________________________|2______________________________________|
|mog~~y________________________________________|6______________________________________|
|mog~~~~_______________________________________|1______________________________________|
|mog~~~~~______________________________________|4______________________________________|
|moi___________________________________________|11_____________________________________|
|moich_________________________________________|12_____________________________________|
|moim__________________________________________|27_____________________________________|
|moimi_________________________________________|2______________________________________|
|moja__________________________________________|50_____________________________________|
|moja~~~_______________________________________|1______________________________________|
|moje__________________________________________|61_____________________________________|
|mojego________________________________________|13_____________________________________|
|mojej_________________________________________|13_____________________________________|
|mojemu________________________________________|7______________________________________|
|mojo__________________________________________|1______________________________________|
|moj~~_________________________________________|25_____________________________________|
|mokn~~cych____________________________________|1______________________________________|
|mokre_________________________________________|1______________________________________|
|mokro_________________________________________|1______________________________________|
|mokry_________________________________________|2______________________________________|
|mokrymi_______________________________________|1______________________________________|
|mokr~~________________________________________|2______________________________________|
|molocha_______________________________________|1______________________________________|
|momentach_____________________________________|1______________________________________|
|mon___________________________________________|4______________________________________|
|monaco________________________________________|1______________________________________|
|monaco~~~_____________________________________|1______________________________________|
|monarchini____________________________________|1______________________________________|
|monecie_______________________________________|1______________________________________|
|monety________________________________________|1______________________________________|
|moniera_______________________________________|1______________________________________|
|monogramem____________________________________|2______________________________________|
|monometr______________________________________|1______________________________________|
|monosylabami__________________________________|3______________________________________|
|monotonne_____________________________________|2______________________________________|
|monotonnie____________________________________|2______________________________________|
|monotonny_____________________________________|7______________________________________|
|monotonnych___________________________________|1______________________________________|
|monotonnym____________________________________|3______________________________________|
|monterami_____________________________________|1______________________________________|
|montowaniu____________________________________|1______________________________________|
|montowanych___________________________________|1______________________________________|
|mopsa_________________________________________|1______________________________________|
|mopsika_______________________________________|1______________________________________|
|moralisty_____________________________________|1______________________________________|
|moralne_______________________________________|1______________________________________|
|mord__________________________________________|1______________________________________|
|morderc~~_____________________________________|1______________________________________|
|mordo_________________________________________|1______________________________________|
|mordowanych___________________________________|1______________________________________|
|mordowa~~_____________________________________|1______________________________________|
|mordu_________________________________________|1______________________________________|
|morduj~~______________________________________|1______________________________________|
|mordzie_______________________________________|1______________________________________|
|mord~~________________________________________|3______________________________________|
|morgen________________________________________|8______________________________________|
|morgen~~~_____________________________________|1______________________________________|
|morgi_________________________________________|5______________________________________|
|morg~~________________________________________|1______________________________________|
|morg~~w_______________________________________|3______________________________________|
|morrys________________________________________|1______________________________________|
|morrysa_______________________________________|1______________________________________|
|morska________________________________________|1______________________________________|
|morskich______________________________________|1______________________________________|
|moryc_________________________________________|246____________________________________|
|moryca________________________________________|57_____________________________________|
|morycem_______________________________________|13_____________________________________|
|morycowej_____________________________________|1______________________________________|
|morycowi______________________________________|8______________________________________|
|morycu________________________________________|1______________________________________|
|moryc~~~______________________________________|3______________________________________|
|morza_________________________________________|4______________________________________|
|morze_________________________________________|12_____________________________________|
|morzem________________________________________|7______________________________________|
|morzu_________________________________________|3______________________________________|
|mosi~~~~na____________________________________|1______________________________________|
|mosi~~~~nej___________________________________|2______________________________________|
|mosi~~~~nymi__________________________________|2______________________________________|
|mosi~~~~n~~___________________________________|1______________________________________|
|mostki________________________________________|1______________________________________|
|motano________________________________________|1______________________________________|
|mota~~________________________________________|1______________________________________|
|motel_________________________________________|1______________________________________|
|motlem________________________________________|1______________________________________|
|motory________________________________________|1______________________________________|
|motorze_______________________________________|2______________________________________|
|motyl_________________________________________|1______________________________________|
|motyla________________________________________|1______________________________________|
|motyle________________________________________|4______________________________________|
|motyli________________________________________|1______________________________________|
|motylkiem_____________________________________|1______________________________________|
|motylk~~w_____________________________________|1______________________________________|
|motyl~~w______________________________________|1______________________________________|
|motywy________________________________________|2______________________________________|
|mowa__________________________________________|2______________________________________|
|mowie_________________________________________|1______________________________________|
|mowy__________________________________________|3______________________________________|
|mow~~_________________________________________|1______________________________________|
|mozaika_______________________________________|1______________________________________|
|mozaikowy_____________________________________|1______________________________________|
|mozaik~~______________________________________|3______________________________________|
|mozolnie______________________________________|1______________________________________|
|mo~~e_________________________________________|261____________________________________|
|mo~~ebne______________________________________|2______________________________________|
|mo~~ebnym_____________________________________|3______________________________________|
|mo~~ebn~~_____________________________________|1______________________________________|
|mo~~ecie______________________________________|5______________________________________|
|mo~~emy_______________________________________|15_____________________________________|
|mo~~esz_______________________________________|24_____________________________________|
|mo~~e~~_______________________________________|1______________________________________|
|mo~~e~~~______________________________________|3______________________________________|
|mo~~liwo~~ci__________________________________|2______________________________________|
|mo~~liwo~~~~__________________________________|2______________________________________|
|mo~~liwy______________________________________|1______________________________________|
|mo~~liwymi____________________________________|1______________________________________|
|mo~~na________________________________________|81_____________________________________|
|mo~~naby______________________________________|1______________________________________|
|mo~~na~~~_____________________________________|4______________________________________|
|mo~~no~~~~____________________________________|2______________________________________|
|mroczne_______________________________________|1______________________________________|
|mrocznej______________________________________|2______________________________________|
|mrocznie______________________________________|1______________________________________|
|mroczno_______________________________________|3______________________________________|
|mroczny_______________________________________|1______________________________________|
|mrocznych_____________________________________|2______________________________________|
|mrocznym______________________________________|1______________________________________|
|mrocznymi_____________________________________|1______________________________________|
|mroczy________________________________________|1______________________________________|
|mroczy~~y_____________________________________|1______________________________________|
|mrok__________________________________________|5______________________________________|
|mrokach_______________________________________|3______________________________________|
|mroki_________________________________________|4______________________________________|
|mrokiem_______________________________________|2______________________________________|
|mroku_________________________________________|8______________________________________|
|mrok~~w_______________________________________|2______________________________________|
|mrowia________________________________________|1______________________________________|
|mrozach_______________________________________|1______________________________________|
|mrozi~~o______________________________________|1______________________________________|
|mrozy_________________________________________|3______________________________________|
|mro~~ny_______________________________________|1______________________________________|
|mro~~n~~______________________________________|1______________________________________|
|mrucza~~______________________________________|13_____________________________________|
|mrucza~~a_____________________________________|1______________________________________|
|mrucz~~_______________________________________|1______________________________________|
|mrucz~~c______________________________________|2______________________________________|
|mruga~~_______________________________________|3______________________________________|
|mrukni~~cie___________________________________|1______________________________________|
|mrukn~~~~_____________________________________|40_____________________________________|
|mrukn~~~~a____________________________________|1______________________________________|
|mru~~y~~______________________________________|1______________________________________|
|mru~~~~c______________________________________|1______________________________________|
|mr~~z_________________________________________|1______________________________________|
|mszcz~~_______________________________________|1______________________________________|
|mszcz~~c______________________________________|1______________________________________|
|mszy__________________________________________|2______________________________________|
|msz~~_________________________________________|2______________________________________|
|mu____________________________________________|781____________________________________|
|mucha_________________________________________|1______________________________________|
|muchami_______________________________________|1______________________________________|
|muchy_________________________________________|2______________________________________|
|mufk~~________________________________________|1______________________________________|
|mularskie_____________________________________|1______________________________________|
|mularz________________________________________|1______________________________________|
|mularze_______________________________________|1______________________________________|
|mularz~~w~~~__________________________________|1______________________________________|
|mumia_________________________________________|1______________________________________|
|mundur________________________________________|7______________________________________|
|mundurowali___________________________________|1______________________________________|
|mur___________________________________________|2______________________________________|
|murach________________________________________|7______________________________________|
|murami________________________________________|16_____________________________________|
|murarzy_______________________________________|1______________________________________|
|murawach______________________________________|1______________________________________|
|murawy________________________________________|1______________________________________|
|murem_________________________________________|5______________________________________|
|murom_________________________________________|1______________________________________|
|murowane______________________________________|4______________________________________|
|murowania_____________________________________|1______________________________________|
|murowaniu_____________________________________|1______________________________________|
|murowany______________________________________|1______________________________________|
|murray________________________________________|24_____________________________________|
|murraya_______________________________________|3______________________________________|
|murrayem______________________________________|1______________________________________|
|murrayowi_____________________________________|1______________________________________|
|murrilowsk~~__________________________________|1______________________________________|
|muru__________________________________________|2______________________________________|
|muruj~~_______________________________________|1______________________________________|
|mury__________________________________________|33_____________________________________|
|murze_________________________________________|1______________________________________|
|murzy~~skie___________________________________|1______________________________________|
|mur~~w________________________________________|17_____________________________________|
|mus___________________________________________|1______________________________________|
|musi__________________________________________|68_____________________________________|
|musiano_______________________________________|1______________________________________|
|musia~~_______________________________________|50_____________________________________|
|musia~~a______________________________________|14_____________________________________|
|musia~~abym___________________________________|1______________________________________|
|musia~~am_____________________________________|6______________________________________|
|musia~~a~~~___________________________________|1______________________________________|
|musia~~bym____________________________________|3______________________________________|
|musia~~em_____________________________________|13_____________________________________|
|musia~~o______________________________________|2______________________________________|
|musia~~y______________________________________|2______________________________________|
|musia~~y~~cie_________________________________|1______________________________________|
|musia~~~~~____________________________________|2______________________________________|
|musicie_______________________________________|6______________________________________|
|musieli_______________________________________|2______________________________________|
|musieli~~cie__________________________________|1______________________________________|
|musimy________________________________________|17_____________________________________|
|musisz________________________________________|10_____________________________________|
|muska~~_______________________________________|1______________________________________|
|musku~~_______________________________________|1______________________________________|
|musu__________________________________________|4______________________________________|
|muszli________________________________________|1______________________________________|
|musz~~________________________________________|112____________________________________|
|musz~~~~~_____________________________________|1______________________________________|
|muzeach_______________________________________|1______________________________________|
|muze~~w_______________________________________|1______________________________________|
|muzyce________________________________________|1______________________________________|
|muzyczna______________________________________|1______________________________________|
|muzyczne______________________________________|1______________________________________|
|muzycznych____________________________________|2______________________________________|
|muzyk_________________________________________|3______________________________________|
|muzyka________________________________________|10_____________________________________|
|muzykant______________________________________|1______________________________________|
|muzyki________________________________________|10_____________________________________|
|muzyk~~_______________________________________|5______________________________________|
|mu~~lin~~w____________________________________|1______________________________________|
|my____________________________________________|86_____________________________________|
|mydlarnia_____________________________________|1______________________________________|
|mydlij________________________________________|1______________________________________|
|mydl~~________________________________________|1______________________________________|
|myd~~a________________________________________|2______________________________________|
|myd~~o________________________________________|1______________________________________|
|mylisz________________________________________|4______________________________________|
|myli~~________________________________________|3______________________________________|
|myli~~a_______________________________________|1______________________________________|
|myl~~_________________________________________|3______________________________________|
|myszkowski____________________________________|26_____________________________________|
|myszkowskiego_________________________________|2______________________________________|
|myszkowskim___________________________________|6______________________________________|
|my~~__________________________________________|2______________________________________|
|my~~a_________________________________________|1______________________________________|
|my~~l_________________________________________|30_____________________________________|
|my~~lami______________________________________|2______________________________________|
|my~~lano______________________________________|1______________________________________|
|my~~la~~______________________________________|94_____________________________________|
|my~~la~~a_____________________________________|15_____________________________________|
|my~~la~~am____________________________________|8______________________________________|
|my~~la~~a~~___________________________________|1______________________________________|
|my~~la~~by~~__________________________________|1______________________________________|
|my~~la~~em____________________________________|18_____________________________________|
|my~~la~~em~~~_________________________________|2______________________________________|
|my~~la~~e~~___________________________________|2______________________________________|
|my~~lenia_____________________________________|3______________________________________|
|my~~le~~______________________________________|29_____________________________________|
|my~~li________________________________________|51_____________________________________|
|my~~lisz______________________________________|20_____________________________________|
|my~~liwski____________________________________|1______________________________________|
|my~~liwskie___________________________________|1______________________________________|
|my~~liwskiego_________________________________|1______________________________________|
|my~~liwskim___________________________________|1______________________________________|
|my~~li~~~_____________________________________|2______________________________________|
|my~~lowe______________________________________|1______________________________________|
|my~~l~~_______________________________________|26_____________________________________|
|my~~l~~c______________________________________|1______________________________________|
|my~~l~~~~~____________________________________|1______________________________________|
|my~~ma________________________________________|1______________________________________|
|my~~my________________________________________|5______________________________________|
|my~~wa________________________________________|5______________________________________|
|m~~c__________________________________________|3______________________________________|
|m~~ce_________________________________________|3______________________________________|
|m~~ci_________________________________________|1______________________________________|
|m~~ciwe_______________________________________|1______________________________________|
|m~~ciwie______________________________________|1______________________________________|
|m~~ciwym______________________________________|1______________________________________|
|m~~ciwy~~~____________________________________|1______________________________________|
|m~~ci~~_______________________________________|4______________________________________|
|m~~ci~~y______________________________________|1______________________________________|
|m~~cz_________________________________________|1______________________________________|
|m~~czarni~~___________________________________|1______________________________________|
|m~~czennicy___________________________________|1______________________________________|
|m~~cze~~stwem_________________________________|1______________________________________|
|m~~cze~~stwo__________________________________|2______________________________________|
|m~~czy________________________________________|5______________________________________|
|m~~czyli______________________________________|1______________________________________|
|m~~czysz______________________________________|1______________________________________|
|m~~czy~~______________________________________|7______________________________________|
|m~~czy~~~~~___________________________________|1______________________________________|
|m~~cz~~cej____________________________________|1______________________________________|
|m~~cz~~c~~____________________________________|1______________________________________|
|m~~dra________________________________________|2______________________________________|
|m~~dre________________________________________|4______________________________________|
|m~~dro~~~~____________________________________|1______________________________________|
|m~~dry________________________________________|17_____________________________________|
|m~~drych______________________________________|1______________________________________|
|m~~drym_______________________________________|4______________________________________|
|m~~drzejszy___________________________________|2______________________________________|
|m~~drzejsz~~__________________________________|1______________________________________|
|m~~drzy~~~____________________________________|1______________________________________|
|m~~dr~~_______________________________________|2______________________________________|
|m~~g~~________________________________________|175____________________________________|
|m~~g~~by______________________________________|7______________________________________|
|m~~g~~bym_____________________________________|14_____________________________________|
|m~~g~~by~~____________________________________|3______________________________________|
|m~~j__________________________________________|136____________________________________|
|m~~j~~~_______________________________________|2______________________________________|
|m~~ka_________________________________________|3______________________________________|
|m~~ki_________________________________________|8______________________________________|
|m~~k~~________________________________________|1______________________________________|
|m~~ller_______________________________________|60_____________________________________|
|m~~llera______________________________________|18_____________________________________|
|m~~llerem_____________________________________|6______________________________________|
|m~~llerowa____________________________________|5______________________________________|
|m~~llerowi____________________________________|1______________________________________|
|m~~llerowie___________________________________|2______________________________________|
|m~~llerowskich________________________________|1______________________________________|
|m~~llerowskie_________________________________|1______________________________________|
|m~~llerowskieh________________________________|1______________________________________|
|m~~llerowskiej________________________________|2______________________________________|
|m~~llerow~~___________________________________|3______________________________________|
|m~~llery______________________________________|1______________________________________|
|m~~llerze_____________________________________|2______________________________________|
|m~~ller~~w____________________________________|14_____________________________________|
|m~~ller~~wnie_________________________________|1______________________________________|
|m~~ller~~wn~~_________________________________|7______________________________________|
|m~~nchenbier__________________________________|1______________________________________|
|m~~oda________________________________________|6______________________________________|
|m~~ode________________________________________|8______________________________________|
|m~~odego______________________________________|6______________________________________|
|m~~odej_______________________________________|3______________________________________|
|m~~odo________________________________________|1______________________________________|
|m~~odo~~ci____________________________________|3______________________________________|
|m~~odo~~ci~~__________________________________|1______________________________________|
|m~~odo~~~~____________________________________|4______________________________________|
|m~~odsi_______________________________________|1______________________________________|
|m~~odsze______________________________________|2______________________________________|
|m~~odszego____________________________________|3______________________________________|
|m~~odszy______________________________________|1______________________________________|
|m~~ody________________________________________|10_____________________________________|
|m~~odych______________________________________|11_____________________________________|
|m~~odym_______________________________________|2______________________________________|
|m~~odymi______________________________________|2______________________________________|
|m~~odzi_______________________________________|3______________________________________|
|m~~odzie~~____________________________________|4______________________________________|
|m~~odzie~~cem_________________________________|1______________________________________|
